stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2017Q4,twse,81561564,4750130,86311694,60800920,75812,60876732,13904281,142702,11397045,-58374,0,25385654,,,25434962,0,0,0,18.26
6005,群益證,2017Q4,twse,128220873,13265445,141486318,106463149,1545169,108008318,21690730,2852299,6790451,88150,0,31421630,,,33478000,0,0,0,14.49
6024,群益期,2017Q4,twse,32815403,506778,33322181,28642738,16216,28658954,1603979,1207735,1872755,-46737,0,4637732,,,4663227,0,0,0,28.91
