stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2025Q1,twse,38780900,201753328,81156940,338366167,499833330,,,24832281,316474,,,1978906732,,,801530,21401302,1870032,13930523,987987,5165168,2373658,3210476352,299720033,,1672214,,11835945,32861480,2910020,,2591814352,41800352,,,1460559,2383032,1734656,11503077,4825001,3004520721,112057583,,24,83817359,10080665,0,205955631,,,,205955631,,0,0,18.38
2812,台中銀,2025Q1,twse,11982469,55041191,40052575,103421237,111655476,,13016607,25562515,129,,,624397612,185183,180354,12871,20075771,1073050,543298,290938,892611,4067936,1012451823,15151992,14408832,3360205,,9987585,7557120,1172150,,850456752,13500000,,,8806226,1291864,1104407,109486,1285251,928191870,55187566,,1528256,27011464,532667,0,84259953,,,0,84259953,0,0,0,15.27
2820,華票,2025Q1,twse,316662,0,149570273,95170980,2488899,,2930848,1106629,287493,,,,,,80721,156126,37269,,,174792,609276,252929968,22312736,,19201,,202475439,511181,,,,,,,,1414077,37405,42857,205869,227018765,13429600,,15222,12876072,-409691,,,,,,25911203,,0,0,19.29
2834,臺企銀,2025Q1,twse,25766457,119680720,88405690,193980833,217383699,,12604576,14078347,374560,,,1645328235,0,,9923,13852503,1207025,,1240167,1841813,10568253,2346322801,231971649,1697843,10269966,,5884073,20992016,1408331,,1877755536,53210000,,,2199591,2399313,1238831,989524,2384711,2212401384,91679828,,816129,41734062,-308602,,133921417,,,,133921417,0,0,0,14.61
2836,高雄銀,2025Q1,twse,4575918,27732946,3488264,36195188,50699091,,4004385,1954112,,,,224972554,,,240927,3353548,340042,,107409,94819,220955,357980158,15120437,0,3673,,9861590,3884549,211146,,298454131,3877000,,,,381811,336231,16568,153897,332301033,18263272,,1436134,5456208,523511,,,,,,25679125,,0,0,14.06
2838,聯邦銀,2025Q1,twse,8768476,41323183,76419329,66864465,81398938,,64703501,39902161,88818,,,610321365,455747,,1551742,16308298,1724538,4668455,2182406,721532,9253210,1026656164,11252011,1801018,287807,,76986515,7893119,525091,,816508551,5000000,936585,375000,13335378,525446,1728467,2941868,3621307,943718163,42500729,,8177085,21926073,8139268,,80743155,,,2194846,82938001,,0,0,19.00
2845,遠東銀,2025Q1,twse,5657938,48653534,60571558,56715501,146112468,,3263763,17820916,,,,495728943,2854153,,8472472,5193806,884143,,1540334,149728,389156,854008413,2805946,2577333,8072797,,0,7800857,284805,,699183308,22901900,,,45804984,612133,897100,,666226,791607389,42753997,,302926,19332304,11797,,62401024,,,,62401024,,0,0,14.60
2849,安泰銀,2025Q1,twse,2093579,17987407,24014213,43959827,37953960,,1567824,4052044,264913,,,236570838,,,106288,738771,821400,0,278207,575545,1479676,372464492,645841,,544799,,0,2176976,19931,,329956140,,,,2922465,211797,815233,71097,81124,337445403,19576094,,402822,15768715,-728542,0,,,,,35019089,0,0,0,17.89
2897,王道銀行,2025Q1,twse,6098356,16572803,181494405,166304652,26898898,,9368509,4471489,478229,,,256237958,6939239,,455914,2370934,391654,,1746754,780387,1545439,682155620,51342747,,546585,,213564277,4118187,247613,,318807831,13450000,,,13337919,1992110,410288,972290,510677,619300524,30553579,,569934,13762628,-1037535,-221695,43626911,,,19228185,62855096,,22939000,0,14.39
5876,上海商銀,2025Q1,twse,40689678,438193676,7439522,512468569,180797946,,12106860,26340992,170362,1050317,,1211074022,1674128,,0,24333835,1797238,7049545,2206821,4591580,11462209,2483447300,44963954,,5419198,,7592532,40962223,1481191,,2015349558,59740868,,,12286246,2978415,1826708,10076076,4963963,2207640932,48616031,,27705927,116594833,10968635,-83144,203802282,,,72004086,275806368,0,11397439,0,42.02
