stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2015Q2,twse,74571063,4788498,79359561,56421014,44759,56465773,13231191,256116,9308355,55348,,22851010,,,22893788,,0,0,17.27
6005,群益證,2015Q2,twse,80435909,13889537,94325446,61043185,1605086,62648271,23690730,2713221,4102572,53722,0,30560245,,,31677175,0,0,0,12.90
6024,群益期,2015Q2,twse,15896540,494925,16391465,13689823,9262,13699085,1223979,380185,1020497,45162,,2669823,,,2692380,0,0,0,22.25
