stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2019Q3,tpex,855233,682420,1537653,490914,29199,520113,339900,134278,365732,164130,,1004040,,,13500,1017540,,0,0,29.54
1259,安心,2019Q3,tpex,2530912,2276333,4807245,1676817,1277637,2954454,323895,809816,695632,-7163,-10123,1812057,,,40734,1852791,0,0,117000,56.15
1264,德麥,2019Q3,tpex,2313208,978126,3291334,454132,70005,524137,336960,706936,1245761,-43278,,2246379,,,520818,2767197,0,0,0,66.67
1268,漢來美食,2019Q3,tpex,1733880,2163418,3897298,1250125,1209605,2459730,376117,796575,290174,40512,-65810,1437568,,,,1437568,,0,500000,38.74
1336,台翰,2019Q3,tpex,962929,1433706,2396635,674761,54013,728774,851484,747738,127832,-59193,0,1667861,,,,1667861,,0,0,19.59
1565,精華,2019Q3,tpex,4039613,4439226,8478839,2058741,973267,3032008,504165,526000,4414558,2108,,5446831,,,,5446831,0,0,0,108.04
1569,濱川,2019Q3,tpex,3403114,3166348,6569462,2956068,893159,3849227,1127133,1053283,588642,-151854,,2617204,,,103031,2720235,,0,0,23.22
1570,力肯,2019Q3,tpex,689682,236683,926365,170668,10014,180682,515008,0,233487,-2812,0,745683,,,0,745683,0,0,0,14.48
1580,新麥,2019Q3,tpex,1914041,1150906,3064947,780884,171787,952671,502302,75738,1613647,-137074,,2054613,,,57663,2112276,0,0,0,40.90
1584,精剛,2019Q3,tpex,618821,1382608,2001429,763095,372517,1135612,824705,286822,-150566,-96171,,864790,,,1027,865817,,0,0,10.49
1586,和勤,2019Q3,tpex,1716700,1432614,3149314,1499439,283063,1782502,801512,512998,290738,-117894,-120542,1366812,,,,1366812,,0,3242000,17.77
1591,駿吉-KY,2019Q3,tpex,298736,372624,671360,227203,32694,259897,331648,22159,180365,-122709,,411463,,,,411463,0,0,0,12.41
1593,祺驊,2019Q3,tpex,670490,358109,1028599,165377,7154,172531,319484,285787,264604,-20811,0,849064,,,7004,856068,0,0,0,26.58
1595,川寶,2019Q3,tpex,2640307,1131497,3771804,1067471,341628,1409099,471481,545756,1363411,-7463,-10480,2362705,,,,2362705,,0,222000,50.35
1599,宏佳騰,2019Q3,tpex,1301361,1012931,2314292,670042,36370,706412,738118,487161,513296,-9445,-121250,1607880,,,,1607880,0,0,2956000,22.69
1742,台蠟,2019Q3,tpex,765213,470241,1235454,258187,96386,354573,715500,107236,52038,6107,0,880881,,,,880881,0,0,0,12.31
1777,生泰,2019Q3,tpex,1039255,762776,1802031,586790,89161,675951,300595,314353,513295,-2163,,,,,,1126080,0,0,0,37.46
1781,合世,2019Q3,tpex,348593,264161,612754,268974,53851,322825,474076,,-166616,-17531,,289929,,,,289929,0,0,0,6.12
1784,訊聯,2019Q3,tpex,761770,972682,1734452,173273,253628,426901,496269,614102,24828,-6168,-59832,1069199,,,238352,1307551,0,0,2144000,22.52
1785,光洋科,2019Q3,tpex,12751783,8906523,21658306,13230552,1005624,14236176,4984312,1484543,947659,-192129,0,7224385,,,197745,7422130,0,0,0,14.49
1788,杏昌,2019Q3,tpex,2080421,1465188,3545609,903889,926840,1830729,360000,763619,593487,-2226,,1714880,,,,1714880,0,0,0,47.64
1796,金穎生技,2019Q3,tpex,614349,402151,1016500,122666,493902,616568,278864,119783,4398,-3113,,399932,,,,399932,0,0,0,14.34
1799,易威,2019Q3,tpex,266792,898271,1165063,175366,328032,503398,1088427,16174,-476339,9277,,637539,,,24126,661665,0,0,0,5.86
1813,寶利徠,2019Q3,tpex,403613,738148,1141761,166325,26789,193114,466355,263187,182138,-7107,,904573,,,44074,948647,0,0,0,19.40
1815,富喬,2019Q3,tpex,3976493,11186691,15163184,2109978,6024494,8134472,4329465,1804883,1265087,-307902,-62821,7028712,,,,7028712,,0,5000000,16.42
2035,唐榮公司,2019Q3,tpex,3906057,14176720,18082777,3635206,9097313,12732519,3500000,46,1722166,128046,,,,,,5350258,,0,0,15.29
2061,風青,2019Q3,tpex,667626,166482,834108,229980,29028,259008,586609,926,6443,-4717,-14161,575100,,,,575100,0,0,1425000,10.05
2063,世鎧精密,2019Q3,tpex,957917,638410,1596327,442139,417751,859890,450000,38485,249467,-1515,,736437,,,,736437,0,0,0,16.37
2064,晉椿,2019Q3,tpex,1412927,1532867,2945794,1379166,271127,1650293,700000,101974,500210,-7622,,1294562,,,939,1295501,0,0,0,18.49
2065,世豐,2019Q3,tpex,858545,801950,1660495,521499,105206,626705,326792,219191,398423,89384,0,,,,,1033790,0,0,0,31.63
2066,世德,2019Q3,tpex,1855857,1038285,2894142,1116939,593697,1710636,365029,38699,736124,-2642,-19435,1117775,,,65731,1183506,0,0,247000,30.83
2067,嘉鋼,2019Q3,tpex,634775,883581,1518356,733144,209725,942869,451382,40113,14666,-14718,,491443,,,84044,575487,,0,0,10.89
