stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2015Q3,twse,58789648,181995259,67923826,89574510,72,538990,39488979,871389,,1470525652,3472264,309963568,67155,,70577715,8965660,33064906,308233,2236831,4217264,2342581921,85096978,,21540648,48173,35346008,12159158,79021879,1680714,,1862460409,48844581,1286000,,17613695,16390118,6131115,5319784,2192939260,99063042,17758986,32080997,738120,,,149641145,1516,149642661,,0,0,15.11
2881,富邦金,2015Q3,twse,207895658,192091819,176684729,1678739489,944075,104907287,159418052,1363976,50937,1678869598,16411705,300755262,17763538,,1000366479,153163089,44656217,30965697,13961998,81909280,5860918885,146748616,8101016,124804293,2772141,129182529,1009845,99094044,7032171,,1962228893,150575569,1100000,,2659307757,171476418,14857710,18687913,5496978915,102336040,74460529,207190845,-28461051,,,355526363,8413607,363939970,0,0,0,34.74
2882,國泰金,2015Q3,twse,309760074,106591988,301418560,1391995900,618196,44986518,153707207,4323085,0,1791823698,6760330,81056988,24819686,,2681880406,385573499,93172769,56852527,19884301,65004257,7520229989,37149666,0,156158848,0,81932624,26778973,55153124,1955159,,1814400235,105550787,,,4192814665,544772545,38248284,21864053,7076778963,125632102,88781174,227112530,-4140559,0,0,437385247,6065779,443451026,0,0,0,34.81
2883,凱基金,2015Q3,twse,40049356,66493430,160572710,91878205,,66396944,111257479,1000577,,223684373,,102564,10334917,32881460,59833868,2059928,14470847,8728501,5672234,22824626,918242019,20377407,,49623463,0,124086674,15442066,69325090,823649,,319690978,28637537,41532070,,994526,68994582,1567954,10034880,751130876,151660841,602750,16459348,-2791813,-2395508,,163535618,3575525,167111143,,1628846,325371938,11.02
2884,玉山金,2015Q3,twse,35129820,72685113,341225413,101722501,,1111867,84394879,3718,,1001086355,,5106521,,,47030216,651969,26388062,5750011,181443,7102457,1729570345,70261043,,33161890,,7986053,1628335,31304383,798577,,1407849612,51050000,1124072,,389673,1779319,1310188,1804633,1610447778,79517000,20501164,16045894,2189612,,0,118253670,868897,119122567,,0,0,14.87
2885,元大金,2015Q3,twse,44592451,87761500,334491438,132435200,,23789351,115396655,1915888,0,484677549,334558,79429997,1802320,2725811,110465082,6561258,16290645,26360155,4157254,20060266,1493247378,15682934,,102423001,,139101732,1067561,147649039,3510650,,617435237,56097080,25977054,,118193707,53460373,2790757,13924026,1297313151,107129605,35599459,31321264,6625480,,,180675808,15258419,195934227,0,0,0,16.87
2886,兆豐金,2015Q3,twse,93217798,429118160,182103378,321486529,,8324136,221593199,891967,2851,1795688707,3230039,190420534,2916978,,17736010,1291958,21991329,302465,4302148,3992650,3298610836,410527605,53627112,23409233,,173820819,12566610,80534010,8744277,,2170369519,54267069,3985000,,21526770,11117512,2113126,10262801,3036871463,124498240,55268667,81927259,-95637,0,,261598529,140844,261739373,0,0,0,21.01
2887,台新新光金,2015Q3,twse,19869157,56955665,123454479,287957879,0,1201780,105243890,528362,,839774929,,4078,34474527,,11788853,914966,18133133,2023059,3224838,31852290,1537401885,61272836,0,50188105,0,77224749,2463035,35123060,577221,,1046213646,75000000,8215987,,784865,53593818,68253,2818277,1413543852,95850302,10219424,17497550,157290,,,123724566,133467,123858033,,1880000,0,12.91
2889,國票金,2015Q3,twse,2164260,19,98875233,96602864,,250000,15062965,834750,,,,692519,1545667,,4854189,,1928278,454966,63643,1035047,224364400,,24652632,278173,,146822214,7707873,7728559,145755,,,,,,1415713,1490927,24164,249147,190515157,27664862,7544,2488265,375163,-690136,,29845698,4003545,33849243,0,0,75700000,11.09
2890,永豐金,2015Q3,twse,29748086,93214787,104728115,216170481,,9290294,133527656,278664,,854279812,,68123626,467218,,49996020,1765684,13504753,2772539,3002048,16505095,1597374878,85905039,,28596233,64989,34226972,25302967,42051493,368627,,1141165636,42577987,23695522,18437,3172513,31441621,1771078,7120018,1467479132,101679807,2227009,23576025,2352980,0,,129835821,59925,129895746,,0,0,12.77
2891,中信金,2015Q3,twse,108589927,325125629,139757642,693663496,82418,3391373,161055851,2092129,6323343,2028595621,356083,160066714,2557195,,256415134,6882248,49831138,17101135,8696009,54508364,4025091449,36238358,36590872,129754277,1454044,51695716,7152371,80071419,3299851,,2693046441,120476032,,,411929680,204110495,1426715,9429170,3786675441,164931213,23842348,58902340,-8760056,-582754,,238333091,82917,238416008,,0,27168000,14.47
2892,第一金,2015Q3,twse,57669213,265607633,88817654,83087174,0,1546169,60413639,2624818,,1460035616,8773,359558994,2524204,,44053517,9813037,27704757,361431,1775977,4052586,2469655192,137110055,66278,30065192,0,5969031,11367509,77021793,3189358,,1892177101,46000000,4912165,,12108226,53991938,5772312,5137008,2284887966,114611064,25916221,35085938,8782735,,,184395958,371268,184767226,0,0,0,16.09
5880,合庫金,2015Q3,twse,58568763,697586788,57186531,144503373,,2106046,25554643,1145743,,1945102596,20896,42120669,121640,,188365787,2984231,39917258,3696516,1171229,4787225,3214939934,235118335,,17945383,,48664432,14724633,53137426,871863,,2441572779,69610000,1915853,,55889644,83424275,3702034,1909249,3028485906,110722290,57964343,13555358,669517,,,182911508,3542520,186454028,,0,0,16.52
