stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2022Q3,twse,178596913,280136686,458733599,76481831,160581322,237063153,69361817,,56817103,64275022,11131654,-171600,201413996,,,20256450,221670446,,0,4000000,29.05
1102,亞泥,2022Q3,twse,113126909,214140139,327267048,71668777,70383896,142052673,35459276,,5992565,114375109,5676945,,161503895,,,23710480,185214375,,0,0,45.55
1103,嘉泥,2022Q3,twse,10384138,25764681,36148819,3340576,10789196,14129772,7747805,,1216057,10519038,2896667,-1077950,21301617,,,717430,22019047,,0,128805320,32.98
1104,環泥,2022Q3,twse,5427911,21600905,27028816,4808919,1584954,6393873,6536092,,123159,12668336,818438,,20146025,,,488918,20634943,,0,0,30.82
1108,幸福,2022Q3,twse,5675895,3556952,9232847,3875757,747924,4623681,4047380,,18,663291,-101588,,4609101,,,65,4609166,,0,0,11.39
1109,信大,2022Q3,twse,6326985,5005317,11332302,1624623,128101,1752724,3411589,,15644,4358373,-88918,0,7696688,,,1882890,9579578,0,0,0,22.56
1110,東泥,2022Q3,twse,1986120,9293346,11279466,1783137,911508,2694645,5720008,,188583,2103452,474313,-12185,8474171,,,110650,8584821,,0,2112865,14.87
1201,味全,2022Q3,twse,6481683,11919989,18401672,6633380,4507674,11141054,5060629,,36115,2305768,-149847,,7252665,,,7953,7260618,0,0,0,14.33
1203,味王,2022Q3,twse,4800004,4924945,9724949,1945752,1461506,3407258,2400000,,43493,2938319,43989,-38464,5387337,,,930354,6317691,0,0,2293865,22.66
1210,大成,2022Q3,twse,29837155,31965034,61802189,30469640,2475427,32945067,8947673,,3364781,6840396,1756804,-219132,20690522,,,8166600,28857122,,0,49059471,24.47
1213,大飲,2022Q3,twse,136498,924893,1061391,200526,480365,680891,566226,,21938,-207500,-164,,380500,,,,380500,0,0,0,6.72
1215,卜蜂,2022Q3,twse,7434800,17093747,24528547,7716072,7881639,15597711,2947901,,6645,4499722,1042222,,8496490,,,434346,8930836,0,0,0,28.82
1216,統一,2022Q3,twse,200134649,344049031,544183680,186763378,170181469,356944847,56820154,,2767648,66368125,-3392095,,122563832,,,64675001,187238833,0,0,0,21.57
1217,愛之味,2022Q3,twse,2976870,11004985,13981855,3060017,3565337,6625354,4945134,,268730,1168219,223796,,6605879,,,750622,7356501,0,0,0,13.36
1218,泰山,2022Q3,twse,4721719,6018506,10740225,3018357,783414,3801771,4999990,,1006742,1222842,-92435,-203876,6933263,,,5191,6938454,0,0,13680042,14.26
1219,福壽,2022Q3,twse,6025408,4335764,10361172,3852654,2091881,5944535,3220139,,14358,1142072,-3527,-6735,4366307,,,50330,4416637,,0,364000,13.57
1220,台榮,2022Q3,twse,1990717,1348585,3339302,711984,208765,920749,1770779,,22836,425680,0,-10879,2208416,,,210137,2418553,,0,679000,12.52
1225,福懋油,2022Q3,twse,5333347,3892871,9226218,4037595,1356495,5394090,2187030,,122122,1226564,-98639,,3437077,,,395051,3832128,,0,0,15.72
1227,佳格,2022Q3,twse,17899654,8552788,26452442,8094878,616283,8711161,9150897,,156738,8190897,-141076,-21182,17336274,,,405007,17741281,0,0,6669471,19.08
1229,聯華,2022Q3,twse,12922167,53760352,66682519,12424334,4168892,16593226,14801305,,1126228,13453976,6178710,-136868,35423351,,,14665942,50089293,0,0,5966000,24.03
1231,聯華食,2022Q3,twse,4322917,5707675,10030592,3556381,1574851,5131232,2242333,,93840,2530293,14555,,4881021,,,18339,4899360,,0,0,21.77
1232,大統益,2022Q3,twse,5446659,1287734,6734393,1420606,326941,1747547,1599749,,23784,3259295,-5238,,4877590,,,109256,4986846,0,0,0,30.49
1233,天仁,2022Q3,twse,684428,1599727,2284155,539180,322337,861517,905919,,18185,419214,77456,-1974,1418800,,,3838,1422638,0,0,43000,15.67
1234,黑松,2022Q3,twse,8416158,14988016,23404174,2761329,2482948,5244277,4018711,,186078,13882871,72237,0,18159897,,,0,18159897,,0,0,45.19
1235,興泰,2022Q3,twse,2549258,2118926,4668184,410499,448661,859160,1336293,,95761,915971,1471054,-10055,3809024,,,,3809024,,0,4362922,29.47
1236,宏亞,2022Q3,twse,689454,3260710,3950164,541238,475464,1016702,1083425,,34205,995875,819957,0,2933462,,,0,2933462,0,0,0,27.08
1256,鮮活果汁-KY,2022Q3,twse,2487168,2406177,4893345,749421,63521,812942,338422,,1145562,2174434,-19108,,3639310,,,441093,4080403,,0,0,107.54
1301,台塑,2022Q3,twse,159505019,363268042,522773061,91764923,62438230,154203153,63657408,0,11793625,237607996,55510879,0,368569908,0,,0,368569908,,0,0,57.90
1303,南亞,2022Q3,twse,250021685,431204534,681226219,145033046,134423787,279456833,79308216,,26690791,246749665,31763890,,384512562,,,17256824,401769386,0,0,0,48.48
1304,台聚,2022Q3,twse,32371679,47864935,80236614,12554423,16297979,28852402,11887635,,446542,12046539,282238,-475606,24187348,,,27196864,51384212,,0,116465574,22.56
1305,華夏,2022Q3,twse,6701039,9770365,16471404,3032456,3472779,6505235,5810505,,11966,3489678,77750,,9389899,,,576270,9966169,,0,0,16.16
1307,三芳,2022Q3,twse,9694370,6281456,15975826,3956568,3365208,7321776,3978181,,145330,4432593,97946,,8654050,,,,8654050,,0,0,21.75
1308,亞聚,2022Q3,twse,3236015,12906519,16142534,1083666,1192306,2275972,5937438,,35333,6975260,918531,,13866562,,,,13866562,,0,0,23.35
1309,台達化,2022Q3,twse,6587507,3178912,9766419,1650054,891731,2541785,3975868,,991,3032954,214821,,7224634,,,,7224634,0,0,0,18.17
1310,台苯,2022Q3,twse,2319899,6213269,8533168,1246734,314760,1561494,5278698,,70882,1479469,-110872,0,6718177,,,253497,6971674,,0,0,12.73
1312,國喬,2022Q3,twse,17695485,43100766,60796251,4917960,19022438,23940398,9266203,,191076,24210468,-135427,-49858,33482462,,,3373391,36855853,,0,1776000,36.20
1313,聯成,2022Q3,twse,19327765,30553186,49880951,6883588,16231615,23115203,13541360,,1392854,5774884,6495591,-438941,26765748,,,,26765748,,4177000,38665000,20.34
1314,中石化,2022Q3,twse,64362829,75316985,139679814,23327358,35977177,59304535,37848502,,1579658,41459215,-648871,,80238504,,,136775,80375279,0,0,0,21.20
1315,達新,2022Q3,twse,7848204,3467717,11315921,672386,240582,912968,990990,,200160,7739894,1525283,-83230,10373097,,,29856,10402953,0,0,3572068,108.59
1316,上曜,2022Q3,twse,9026059,2574488,11600547,5077379,1190920,6268299,2213483,,323482,159668,634,-101333,2595934,,,2736314,5332248,0,0,24413800,13.18
1319,東陽,2022Q3,twse,9751651,24052722,33804373,7000325,3018389,10018714,5914771,,4150081,13350799,-156153,,23259498,,,526161,23785659,,0,0,39.32
1321,大洋,2022Q3,twse,2278914,9727486,12006400,1237415,4760319,5997734,2272283,,18915,3518985,234672,-36189,6008666,,,,6008666,0,0,6542716,27.23
1323,永裕,2022Q3,twse,2784215,2880932,5665147,621639,2206183,2827822,912745,,60218,1473989,-61347,-2813,2382792,,,454533,2837325,0,0,1200017,26.45
1324,地球,2022Q3,twse,804305,374640,1178945,214814,27933,242747,751219,,867,201629,-17517,0,936198,,,0,936198,0,0,0,12.46
1325,恆大,2022Q3,twse,1746672,1270753,3017425,53960,66839,120799,852812,,3333,1942433,-3519,,2795059,,,101567,2896626,0,0,0,32.77
1326,台化,2022Q3,twse,239468759,341110447,580579206,124452673,66005390,190458063,58611863,,9234589,195174659,78283532,-323952,340980691,,,49140452,390121143,0,0,12169610,58.30
1337,再生-KY,2022Q3,twse,2864217,2372586,5236803,89270,63640,152910,2689547,,3033081,-124666,-514069,,5083893,,,,5083893,,0,0,18.90
1338,廣華-KY,2022Q3,twse,6464747,5236634,11701381,3160959,1686721,4847680,838400,,2787090,3469620,-534608,,6560502,,,293199,6853701,0,0,0,78.25
1339,昭輝,2022Q3,twse,2244314,3395938,5640252,1133942,659787,1793729,741239,,1193349,1904219,-94647,0,3744160,,,102363,3846523,0,0,0,50.51
1340,勝悅-KY,2022Q3,twse,2377644,2560046,4937690,143085,11183,154268,1529229,,2540814,1246954,-533575,,4783422,0,,0,4783422,,0,0,31.28
