stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2017Q1,tpex,2185174,481488,2666662,902884,30084,932968,323895,809816,594791,-6996,-10123,1711383,,,22311,1733694,0,0,117000,53.03
1264,德麥,2017Q1,tpex,2122599,841072,2963671,415356,64700,480056,306327,737569,1138332,-42280,,2139948,,,343667,2483615,0,0,0,69.86
1268,漢來美食,2017Q1,tpex,1511329,1025408,2536737,1141168,98713,1239881,336000,505536,483810,-28490,,1296856,,,,1296856,,0,0,38.60
1336,台翰,2017Q1,tpex,989441,1212468,2201909,953197,106042,1059239,627532,670434,-72379,-82917,,1142670,,,,1142670,,0,0,18.21
1565,精華,2017Q1,tpex,4895641,2403475,7299116,1390932,493399,1884331,504165,526000,4385001,-381,,5414785,,,,5414785,0,0,0,107.40
1569,濱川,2017Q1,tpex,2371920,2141033,4512953,1740791,654820,2395611,1002267,760182,443305,-171536,,2034218,,,83124,2117342,0,49107,0,20.30
1570,力肯,2017Q1,tpex,624961,244889,869850,207911,10310,218221,515008,0,139574,-2953,0,651629,,,0,651629,0,0,0,12.65
1580,新麥,2017Q1,tpex,2024232,868108,2892340,754574,207909,962483,485316,74943,1462623,-145725,,1877157,,,52700,1929857,0,0,0,38.68
1584,精剛,2017Q1,tpex,867820,1539517,2407337,599848,731892,1331740,824705,286750,-12704,-66815,,1031936,,,43661,1075597,,0,0,12.51
1586,和勤,2017Q1,tpex,1631292,1051612,2682904,1276980,112041,1389021,701601,424305,263708,-95731,0,1293883,,,,1293883,,0,0,18.60
1591,駿吉-KY,2017Q1,tpex,215453,357839,573292,151252,67907,219159,301498,22159,178675,-148199,,354133,,,,354133,0,0,0,11.75
1593,祺驊,2017Q1,tpex,655944,343409,999353,205463,7626,213089,303006,277906,240080,-38123,0,782869,,,3395,786264,0,0,0,25.84
1595,川寶,2017Q1,tpex,1851757,705544,2557301,722947,22590,745537,406218,253563,1161200,-9217,,1811764,,,,1811764,,0,0,44.60
1599,宏佳騰,2017Q1,tpex,1188924,717631,1906555,461458,28898,490356,517276,487161,490973,-61871,-17340,1416199,,,,1416199,0,0,353000,27.57
1742,台蠟,2017Q1,tpex,425876,382802,808678,189727,54099,243826,722406,4530,-168517,6433,,564852,,,,564852,0,0,0,7.82
1777,生泰,2017Q1,tpex,705610,626828,1332438,239645,62573,302218,300595,314322,415965,-662,,,,,,1030220,0,0,0,34.27
1781,合世,2017Q1,tpex,351993,246523,598516,170851,970,171821,474076,66311,-102637,-11055,,426695,,,,426695,0,0,0,9.00
1784,訊聯,2017Q1,tpex,821386,1012585,1833971,144039,308594,452633,496889,625411,12054,-6227,-1797,1126330,,,255008,1381338,0,0,62000,22.70
1785,光洋科,2017Q1,tpex,8922999,9220156,18143155,4524829,9703076,14227905,4055323,499450,-489547,-96685,-222557,3745984,,,169266,3915250,,0,10139000,9.47
1788,杏昌,2017Q1,tpex,1884640,533528,2418168,791887,13407,805294,350000,658219,606280,-3672,,1610827,,,2047,1612874,0,0,0,46.02
1796,金穎生技,2017Q1,tpex,205644,266872,472516,82380,52547,134927,249564,10950,79664,-2589,,337589,,,,337589,0,0,0,13.53
1799,易威,2017Q1,tpex,484899,790765,1275664,59519,146253,205772,836277,819353,-760125,-2657,,892848,,,177044,1069892,,0,0,10.68
1813,寶利徠,2017Q1,tpex,429413,831406,1260819,149282,33807,183089,466355,262855,254980,-13227,,970963,,,106767,1077730,0,0,0,20.82
1815,富喬,2017Q1,tpex,3850227,8983168,12833395,1838008,3740613,5578621,4371283,1767196,1406977,-121569,-169113,7254774,,,,7254774,,0,15000000,17.19
2035,唐榮公司,2017Q1,tpex,3991552,14813830,18805382,3817739,8670263,12488002,3500000,0,2697773,119607,0,,,,,6317380,0,0,0,18.05
2061,風青,2017Q1,tpex,826825,212009,1038834,383746,16200,399946,620751,926,19340,-2129,0,638888,,,,638888,0,0,0,10.29
2063,世鎧精密,2017Q1,tpex,717167,629429,1346596,457758,240332,698090,450000,28778,170165,-437,,648506,,,,648506,0,0,0,14.41
