stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2018Q3,twse,80631640,5429575,86061215,60312481,42083,60354564,13904281,142702,10986053,608484,,25641520,,,65131,25706651,0,0,0,18.44
6005,群益證,2018Q3,twse,112249742,15267141,127516883,90448776,1689957,92138733,23209081,2852299,6485492,638014,0,33184886,,,2193264,35378150,0,0,0,14.30
6024,群益期,2018Q3,twse,38809582,485022,39294604,34303891,18670,34322561,1764376,1047338,2163954,-32081,,4943587,,,28456,4972043,0,0,0,28.02
