stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2015Q4,twse,2131322,767890,14070,,5870859,3974927,834018,101242,3078,773076,,14470482,,1175467,,,,,,,,,9408753,44087,,208763,64400,45832,,10947302,2129600,0,1364016,323,,3493939,,,29241,3523180,0,0,0,16.41
2832,台產,2015Q4,twse,2809866,714794,,,10501315,1941401,365227,5702,17535,741883,,17097723,,835166,59535,,,,,,,,7955650,,,64446,279648,187482,,9381927,3622004,98962,4241806,-246976,,,,,,7715796,,0,0,21.30
2850,新產,2015Q4,twse,7456200,1967644,,,12248397,4650721,1049842,44294,218231,767261,,28402590,,1804615,131381,,26153,,,,,,17174273,,,604115,67678,223062,,20031277,3159633,63663,4295181,883235,-30399,,,,,8371313,0,1306000,0,26.60
2851,中再保,2015Q4,twse,16461567,248065,69977,,11698239,3455783,213444,3786,28124,1086086,,33265071,,425192,68011,,31549,,,,,,23279625,,,8015,76186,27012,,23915590,5622750,300000,3459020,-32289,,,,,,9349481,0,0,0,16.63
2852,第一保,2015Q4,twse,946805,694540,,,8853961,2352616,631433,4870,49260,534844,,14068329,,721202,3047,,,,,,,,8109539,,,203641,92934,32455,,9162818,3011638,0,1940381,-46508,,,,,,4905511,,0,0,16.29
