stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2019Q2,twse,124156318,248989967,373146285,82156400,92729760,174886160,56656192,47960476,52320440,27398558,-329251,184006415,,,14253710,198260125,,0,7570000,34.71
1102,亞泥,2019Q2,twse,91145606,204594439,295740045,69288765,63804993,133093758,33614472,1444931,99511438,6244236,,140815077,,,21831210,162646287,,0,0,41.89
1103,嘉泥,2019Q2,twse,10626796,25917707,36544503,4058567,9673451,13732018,7747805,728856,9752657,4868559,-1096783,22001094,,,811391,22812485,,0,130370320,34.14
1104,環泥,2019Q2,twse,4682935,18864547,23547482,4167318,1494126,5661444,6536092,41265,10355562,837444,,17770363,,,115675,17886038,,0,0,27.19
1108,幸福,2019Q2,twse,5028802,2406605,7435407,1878644,1310082,3188726,4047380,8,170576,28639,,4246603,,,78,4246681,,0,0,10.49
1109,信大,2019Q2,twse,4806644,5625542,10432186,2268697,266661,2535358,3419579,22551,3000934,-89960,,6353104,,,1543724,7896828,,0,0,18.58
1110,東泥,2019Q2,twse,1978428,7767885,9746313,619875,536107,1155982,5720008,188162,2104492,542996,-12185,8543473,,,46858,8590331,,0,2112865,14.99
1201,味全,2019Q2,twse,7754194,12869827,20624021,11242478,2382878,13625356,5060629,31936,1996749,-98526,,6990788,,,7877,6998665,,0,0,13.81
1203,味王,2019Q2,twse,4119759,5116770,9236529,1875293,1462633,3337926,2400000,112965,2114085,226773,-38464,4815359,,,1083244,5898603,0,0,2293865,20.26
1210,大成,2019Q2,twse,20953611,25416354,46369965,18914263,4077930,22992193,8273391,2948927,5017229,1391392,-219132,17411807,,,5965965,23377772,,0,43202318,23.38
1213,大飲,2019Q2,twse,271772,1044019,1315791,335193,397121,732314,566226,21938,-4507,-180,,583477,,,,583477,0,0,0,10.30
1215,卜蜂,2019Q2,twse,6236802,11083062,17319864,6383611,3464454,9848065,2679910,1652,2808168,1680479,,7170209,,,301590,7471799,0,0,0,26.76
1216,統一,2019Q2,twse,172346306,298214899,470561205,166713011,135216232,301929243,56820154,3940879,46319342,-2464793,,104615582,,,64016380,168631962,0,0,0,18.41
1217,愛之味,2019Q2,twse,2348032,10562657,12910689,3189704,3382351,6572055,4945134,264892,569221,-185334,,5593913,,,744721,6338634,0,0,0,11.31
1218,泰山,2019Q2,twse,3584911,5724499,9309410,2448974,597393,3046367,4999990,961786,604975,-105156,-203876,6257719,,,5324,6263043,0,0,13680042,12.87
1219,福壽,2019Q2,twse,4361922,4530101,8892023,2946525,2116370,5062895,3220139,14358,545668,-3080,,3777085,,,52043,3829128,,0,0,11.73
1220,台榮,2019Q2,twse,1890041,1117301,3007342,442912,197125,640037,1770779,3526,418634,0,0,2192939,,,174366,2367305,,0,0,12.38
1225,福懋油,2019Q2,twse,4425142,2944892,7370034,2378757,1510992,3889749,2187030,121015,827024,-61152,,3073917,,,406368,3480285,,0,0,14.06
1227,佳格,2019Q2,twse,16469281,6969274,23438555,7706165,491653,8197818,9150897,93045,6027182,-250962,-21182,14998980,,,241757,15240737,0,0,6669471,16.51
1229,聯華,2019Q2,twse,7196107,38820812,46016919,8497122,1332826,9829948,11047399,756764,11411237,2789799,-184763,25820436,,,10366535,36186971,,0,5664000,24.67
1231,聯華食,2019Q2,twse,3860685,3530970,7391655,2836094,1210516,4046610,1745954,72657,1491877,15863,,3326351,,,18694,3345045,,0,0,20.00
1232,大統益,2019Q2,twse,4969578,895280,5864858,1971096,245167,2216263,1599749,23784,1973282,-7000,,3589815,,,58780,3648595,0,0,0,22.44
1233,天仁,2019Q2,twse,778784,1694791,2473575,587429,392766,980195,905919,46162,453740,86334,-2754,1489401,,,3979,1493380,0,0,60000,16.45
1234,黑松,2019Q2,twse,8253915,15184620,23438535,3712506,2416700,6129206,4018711,184969,13096995,8654,0,17309329,,,0,17309329,,0,0,43.07
1235,興泰,2019Q2,twse,4982589,1886848,6869437,1795094,54493,1849587,989553,41515,436482,3562253,-9953,5019850,,,,5019850,,0,2868300,58.99
1236,宏亞,2019Q2,twse,516409,1944938,2461347,361497,459512,821009,1083425,33780,358305,164828,0,1640338,,,0,1640338,0,0,0,15.14
1256,鮮活果汁-KY,2019Q2,twse,1512072,1608162,3120234,1063241,174091,1237332,338422,425602,1135839,-50589,,1849274,,,33628,1882902,,0,0,60.11
1301,台塑,2019Q2,twse,197053371,320461004,517514375,94656110,78231359,172887469,63657408,11711043,179890906,89367549,,344626906,,,,344626906,,0,0,54.14
1303,南亞,2019Q2,twse,225682463,362457555,588140018,116627632,107569098,224196730,79308216,26584052,192043031,55082616,,353017915,,,10925373,363943288,0,0,0,44.51
1304,台聚,2019Q2,twse,30420566,41721499,72142065,14023336,20048347,34071683,11887635,268122,7178786,-166824,-475606,18692113,,,19378269,38070382,,0,116465574,17.43
1305,華夏,2019Q2,twse,5997960,7135564,13133524,2695756,2164717,4860473,5270299,8934,2522283,60626,,7862142,,,410909,8273051,0,0,0,15.51
1307,三芳,2019Q2,twse,8055335,6755320,14810655,3689839,2817439,6507278,3978181,141101,4132724,51371,,8303377,,,,8303377,,0,0,20.87
1308,亞聚,2019Q2,twse,5107615,11489099,16596714,2839765,3938454,6778219,5543827,20997,4302998,-49327,0,9818495,0,,,9818495,0,0,0,17.71
1309,台達化,2019Q2,twse,5027123,3286537,8313660,2628976,1449695,4078671,3342048,788,902869,-10716,,4234989,,,,4234989,0,0,0,12.93
1310,台苯,2019Q2,twse,4090513,6325917,10416430,2933285,295922,3229207,5278698,32637,2079173,-443576,,6946932,,,240291,7187223,0,0,0,13.16
1312,國喬,2019Q2,twse,10703478,20260260,30963738,2362347,1758152,4120499,9266203,180533,13918202,730154,-55577,24039515,,,2803724,26843239,,0,2023473,26.00
1313,聯成,2019Q2,twse,20023841,27031484,47055325,11738830,14560077,26298907,13323476,1329019,4003410,2196114,-95601,20756418,,,,20756418,,0,10000000,16.17
1314,中石化,2019Q2,twse,21210452,70814654,92025106,7651468,17476264,25127732,28348502,1286700,38630133,-1445799,,66819536,,,77838,66897374,0,0,0,24.75
1315,達新,2019Q2,twse,4540568,5547516,10088084,1101705,812917,1914622,1980000,96864,4009668,2193143,-118879,8160796,0,,12666,8173462,0,0,7137000,42.76
1316,上曜,2019Q2,twse,4839349,928885,5768234,2528968,812222,3341190,1795412,82432,-52314,-6485,-158707,1660338,,,766706,2427044,0,0,18727800,10.32
1319,東陽,2019Q2,twse,9188668,28293660,37482328,8266399,7263315,15529714,5914771,4149463,11113968,-81471,,21096731,,,855883,21952614,,0,0,35.67
1321,大洋,2019Q2,twse,1969537,9540494,11510031,1063856,5359910,6423766,2272283,7792,2697797,144582,-36189,5086265,,,,5086265,0,0,6542716,23.05
1323,永裕,2019Q2,twse,2875727,2020652,4896379,790146,1844869,2635015,912745,57636,1059363,-77388,-2813,1949543,,,311821,2261364,0,0,1200017,21.64
1324,地球,2019Q2,twse,825366,469707,1295073,281084,30607,311691,751219,0,244898,-12735,0,983382,,,0,983382,0,0,0,13.09
1325,恆大,2019Q2,twse,1018556,914646,1933202,100406,64166,164572,852812,3263,865627,-20833,,1700869,,,67761,1768630,0,0,0,19.94
1326,台化,2019Q2,twse,259470304,330578670,590048974,117502903,54009626,171512529,58611863,9121387,171690582,118312489,-539014,357197307,,,61339138,418536445,0,0,27418610,61.23
1337,再生-KY,2019Q2,twse,3265932,4745234,8011166,358200,64309,422509,2689547,2998576,2269450,-368916,,7588657,,,,7588657,,0,0,28.22
1338,廣華-KY,2019Q2,twse,5851721,4363751,10215472,2827487,627896,3455383,838400,2787090,3293502,-424706,,6494286,,,265803,6760089,0,0,0,77.46
1339,昭輝,2019Q2,twse,2202220,3367233,5569453,1383069,657653,2040722,741389,1193024,1568205,-90950,-526,3411142,,,117589,3528731,,0,15000,46.02
1340,勝悅-KY,2019Q2,twse,5032841,1775179,6808020,270358,52536,322894,1529229,2540814,2795786,-380703,,6485126,,,,6485126,,0,0,46.65
1341,富林-KY,2019Q2,twse,1303124,998394,2301518,922200,291162,1213362,494000,424397,385578,-215819,,1088156,,,,1088156,,0,0,22.03
1342,八貫,2019Q2,twse,789795,657276,1447071,411038,205466,616504,588060,14531,227976,,,,,,,830567,,0,0,14.12
1402,遠東新,2019Q2,twse,131583719,450485002,582068721,136905120,180604966,317510086,53528751,3255083,144795208,57135,-25063,201611114,,,62947521,264558635,,0,779000,37.67
1410,南染,2019Q2,twse,799706,735593,1535299,165775,174659,340434,720000,22360,421730,-15209,,1148881,,,45984,1194865,0,0,0,15.96
1413,宏洲,2019Q2,twse,738540,1527576,2266116,677429,380956,1058385,1321124,0,-109178,-4215,,,,,,1207731,,0,0,9.14
1414,東和,2019Q2,twse,1017132,3559789,4576921,826599,705634,1532233,2200000,0,927311,-82623,0,,,,,3044688,0,0,0,13.84
1416,廣豐,2019Q2,twse,1367194,6298582,7665776,1257327,2358340,3615667,1853422,120971,1919071,156645,,4050109,,,,4050109,,0,0,21.85
1417,嘉裕,2019Q2,twse,2684387,1599257,4283644,515016,137021,652037,3798837,,-895643,728413,,3631607,,,,3631607,,0,0,9.56
1418,東華,2019Q2,twse,620049,2051460,2671509,403034,1512599,1915633,568343,8005,-490255,750722,-80969,755846,,,30,755876,,0,2543000,13.92
1419,新紡,2019Q2,twse,2327229,10503966,12831195,3210018,1009205,4219223,3000413,5956,2002995,3576446,-13174,8572636,,,39336,8611972,,0,803829,28.65
1423,利華,2019Q2,twse,1257389,1355163,2612552,23548,198768,222316,1384000,122705,545397,338134,,,,,,2390236,,0,0,17.27
1432,大魯閣,2019Q2,twse,751052,5464102,6215154,931901,3579887,4511788,1679376,679127,-727895,-55629,,1574979,,,128387,1703366,0,0,0,9.38
1434,福懋,2019Q2,twse,27259560,70586344,97845904,13961186,9628168,23589354,16846646,1270038,18647051,31693325,-19065,68437995,,,5818555,74256550,0,0,2193228,40.68
1435,中福,2019Q2,twse,375387,689773,1065160,4725,165061,169786,1397801,1302,-132903,-211535,-159275,895390,,,-16,895374,,0,14424000,7.14
1436,華友聯,2019Q2,twse,6086653,2787793,8874446,3633365,2729926,6363291,956340,245201,1301834,7780,,2511155,,,,2511155,0,0,0,31.51
1437,勤益控,2019Q2,twse,2092718,9030911,11123629,372713,4294944,4667657,2033713,254242,3578642,552763,,6419360,,,36612,6455972,0,0,0,31.56
1438,三地開發,2019Q2,twse,563458,32052,595510,1834,68800,70634,1024115,81330,-558569,-22000,,,,,,524876,,0,0,5.13
1439,雋揚,2019Q2,twse,2545767,301946,2847713,82884,6072,88956,920000,8686,1829987,84,,2758757,,,,2758757,0,0,0,29.99
1440,南紡,2019Q2,twse,12139768,33382237,45522005,12462846,8087813,20550659,16568159,64650,8302675,-134537,,24800947,,,170399,24971346,0,0,0,14.97
