stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2021Q4,twse,41507576,249194363,56611729,174195003,405256329,147321,,22928736,344089,,,1554775087,,,3857675,20979380,1941510,13852096,595639,3455911,1464053,2551106497,72221898,27667470,3150309,,1372860,36770068,318060,,2167441232,51278335,,,1001902,4694126,1770490,8818712,3148580,2379654042,104885708,,,61652938,4913809,0,171452455,,,,171452455,,0,0,16.35
2812,台中銀,2021Q4,twse,17964974,38193986,33675502,48547804,109181808,,11258439,14351605,0,,,479806373,165124,394621,437502,13755424,817320,0,220723,859352,3047836,772678393,3953700,10459156,512399,,1205559,11092958,406178,,659116235,16500000,,,2648169,1355169,853218,109486,1006181,709218408,45385205,,1054006,15712729,1308045,0,63459985,,,0,63459985,0,0,0,13.98
2820,華票,2021Q4,twse,254598,300000,114478739,106627030,,,5364108,730800,141516,,,,,,44115,151544,3341,,,64719,573370,228733880,9096125,,91626,,187056650,435714,129536,,,,,,4498670,1433924,3371,43028,388051,203176695,13429600,,10231,11327515,789839,,,,,,25557185,0,0,0,19.03
2834,臺企銀,2021Q4,twse,39444032,158110418,40670401,157533062,279035906,,7831274,7616634,349884,,,1302388363,,,28942,14533721,1149295,,554337,1951636,10055167,2021253072,102540315,50261590,8436037,,2060693,22761436,64584,,1668656822,52250000,,,4365294,3420210,1149456,886290,2740373,1919593100,77431952,,815900,21105900,2306220,0,101659972,0,,,101659972,0,0,0,13.13
2836,高雄銀,2021Q4,twse,4831469,10694331,1077532,26371420,47930046,,5129969,1318804,0,,,181848291,,,992774,3112418,299129,,119873,140813,166089,284032958,11297869,3534120,54950,,1606004,3956213,83982,,241524162,3500000,,,0,367616,297666,,135229,266357811,12034444,,1610519,3660188,369996,,,,,,17675147,0,0,0,14.69
2838,聯邦銀,2021Q4,twse,13767806,29553111,46643053,61748943,77431542,,57721456,27476621,5133,,,493232510,1993160,,1681562,9967221,1908089,4911521,2178326,925832,10443260,841589146,10000142,7142055,495421,,51279756,8519964,451475,,671382858,7700000,1047276,371500,9784240,382688,1894074,1675426,3597202,775724077,34952187,,8051984,16484719,5646421,,65135311,,,729758,65865069,,0,0,18.64
2845,遠東銀,2021Q4,twse,5017087,45873426,37662767,113429715,71374127,,5888595,24331835,,,,407441765,1970175,,3971314,2984077,1018720,,1623153,209623,258134,723054513,1791820,77240,3002289,,4959,5564647,175662,,612106685,23901900,,,24029819,1056482,1026881,,614178,673352562,35139632,,456426,14087051,18842,,49701951,,,,49701951,,0,0,14.14
2849,安泰銀,2021Q4,twse,3705090,10586700,16934752,43469771,36599972,,1178640,3814690,,,,213247785,,,15833,676370,505007,,211876,539898,1584593,333070977,9608910,32950,533386,,0,2347004,243368,,283894217,,,,541288,423339,500481,18553,92239,298235735,19579101,,404990,14808390,47936,-5175,,,,,34835242,300701,300701,0,17.80
2897,王道銀行,2021Q4,twse,11779386,12981310,151899447,191156680,,,5364108,20076514,324529,,,172727589,880879,,875733,2545050,332938,,1946051,900743,1289712,575080669,27876301,,441337,,187952616,2467406,238572,,259379425,15000000,,,20580832,2076334,350370,830510,2719579,519913282,30330063,,6734,6567892,-485479,-38304,36380906,,,18786481,55167387,,5737000,0,12.02
5876,上海商銀,2021Q4,twse,70381813,211566159,10598012,518556855,159319588,,278486,15216288,62485,0,,1112234779,1922359,,4817,20596416,1809919,5981151,1665724,1236260,8201600,2139632711,52655889,17787080,3670954,,14505024,29428955,1184757,,1707602522,82091512,,,4784006,2932800,1868929,8691595,3190488,1930394511,44816031,,16666144,95479933,922852,-83144,157801816,,,51436384,209238200,,11397439,0,35.30
