stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2024Q3,twse,171245549,415241990,586487539,85893664,197210153,283103817,77511817,,74019661,69687120,26423806,-732459,246909945,,,56473777,303383722,,0,20000000,31.94
1102,亞泥,2024Q3,twse,113444327,215347270,328791597,77548186,50505442,128053628,35465629,,8249087,120421718,13615934,,177752368,,,22985601,200737969,,0,0,50.12
1103,嘉泥,2024Q3,twse,10246779,25756701,36003480,2454258,11091088,13545346,7902474,,1375977,10382067,3107286,-1055710,21712094,,,746040,22458134,,0,129917726,32.88
1104,環泥,2024Q3,twse,6680330,22394290,29074620,3625437,1387663,5013100,6866818,,122793,13964890,2332070,,23286571,,,774949,24061520,,0,0,33.91
1108,幸福,2024Q3,twse,5810858,4289657,10100515,4034244,1026119,5060363,4047380,,18,1003173,-10486,,5040085,,,67,5040152,,0,0,12.45
1109,信大,2024Q3,twse,6227525,4889036,11116561,857321,157845,1015166,3411589,,15724,4844854,-55232,,8216935,,,1884460,10101395,0,0,0,24.09
1110,東泥,2024Q3,twse,2810611,9742249,12552860,1905948,1160678,3066626,5720008,,188898,2477043,971715,-12185,9345479,,,140755,9486234,,0,2112865,16.40
1201,味全,2024Q3,twse,6862541,11146520,18009061,7070007,3288153,10358160,5060629,,36115,2701934,-155503,,7643175,,,7726,7650901,0,0,0,15.10
1203,味王,2024Q3,twse,4671234,5661290,10332524,2066531,1349083,3415614,2400000,,49397,3356560,215425,-38464,5982918,,,933992,6916910,0,0,2293865,25.17
1210,大成,2024Q3,twse,29541586,38224342,67765928,31058028,3691890,34749918,8947673,,4147136,10687023,1603378,-734822,24650388,,,8365622,33016010,,0,49059471,29.15
1213,大飲,2024Q3,twse,566806,388731,955537,735181,35709,770890,566226,,21938,-403354,-163,,184647,,,,184647,0,0,0,3.26
1215,卜蜂,2024Q3,twse,8557414,21269983,29827397,9732339,9427761,19160100,2947901,,12271,5769852,1489142,,10219166,,,448131,10667297,0,0,0,34.67
1216,統一,2024Q3,twse,240435281,464483359,704918640,253714575,249675841,503390416,56820154,,2795631,71724103,-1488772,,129851116,,,71677108,201528224,0,0,0,22.85
1217,愛之味,2024Q3,twse,3161260,12093601,15254861,3474519,3463421,6937940,4945134,,268144,1358761,957679,,7529718,,,787203,8316921,0,0,0,15.23
1218,泰山,2024Q3,twse,6284323,8407022,14691345,1538514,437481,1975995,4999990,,1014497,6986170,-86714,-203876,12710067,,,5283,12715350,,0,13680042,26.14
1219,福壽,2024Q3,twse,5362817,4512790,9875607,3364302,1938824,5303126,3416024,,15030,1073722,-2147,-6735,4495894,,,76587,4572481,,0,364000,13.18
1220,台榮,2024Q3,twse,1972890,1335653,3308543,481667,185531,667198,1770779,,24115,651590,0,-10881,2435603,,,205742,2641345,,0,679000,13.81
1225,福懋油,2024Q3,twse,4943050,3747680,8690730,3576070,1214694,4790764,2296382,,123659,1149948,-97248,,3472741,,,427225,3899966,,0,0,15.12
1227,佳格,2024Q3,twse,18890640,7929047,26819687,8268389,476381,8744770,9150897,,173922,8597489,-129255,-21182,17771871,,,303046,18074917,0,0,6669471,19.56
1229,聯華,2024Q3,twse,16595626,70372757,86968383,14851590,4044582,18896172,17104388,,1153359,15190530,14536624,-136868,47848033,,,20224178,68072211,0,0,6894000,28.09
1231,聯華食,2024Q3,twse,5477654,8422596,13900250,4019829,3747195,7767024,2713222,,93840,3289076,18295,,6114433,,,18793,6133226,,0,0,22.54
1232,大統益,2024Q3,twse,6373934,2545280,8919214,2181152,1266504,3447656,1599749,,23784,3681708,4970,,5310211,,,161347,5471558,0,0,0,33.19
