stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2023Q4,twse,39596420,245757463,118793903,379784939,686891136,,2481443,67252591,398393,,,2243451690,6917297,351351,,19050712,14863175,31978737,2268659,919111,3850295,4594464,3869201779,190550622,,8651418,,109103919,36316177,48200920,3640732,,3065364627,80586915,3412328,,23659550,76978878,2325107,6139717,6458533,3661389443,136427459,17761804,63895129,-10274310,,,207810082,2254,207812336,,0,0,15.23
2881,富邦金,2023Q4,twse,326164774,443848119,1705394115,621848355,3691999727,15581070,79481332,307654045,3067000,,,2763175821,32585720,57824186,,531658018,304228110,68834664,13009645,33446190,51437518,55073833,11106312242,125679394,1315767,63645358,10117852,133917232,69479524,189288259,3372994,,3903395671,300620560,17107892,,4704889469,618489894,20602341,41351343,86432867,10289706417,146149632,165040190,526152227,-34904796,,,802437253,14168572,816605825,0,0,0,54.91
2882,國泰金,2023Q4,twse,320831824,336768960,2009183691,876261075,4728733650,1109,43324997,248954635,5788596,,,2684520400,15778910,34212316,,739364082,461686710,109370464,5556600,49669714,74165978,66946615,12811120326,117130854,,146895790,2038001,25757726,76528247,90464445,540590,,3496982688,175941430,12988127,,6958614203,800999585,20030215,49491154,35271619,12009674674,162025102,202793453,501697006,-78460876,0,0,788054685,13390967,801445652,,0,0,48.64
2883,凱基金,2023Q4,twse,72864773,29682480,550917931,249360614,1668017681,835695,68181458,156501248,891186,,,430891355,1011096,24818337,,177975337,59391549,31174212,11860235,17778030,18834982,77223854,3648212053,7027312,,62481110,697122,130294589,29459780,107156822,312088,,529936718,101938248,24444457,,2082411350,210573263,4034022,16326381,78168155,3385261417,184161230,33588602,84365277,-39296475,0,,262818634,132002,262950636,600000,0,0,14.27
2884,玉山金,2023Q4,twse,67575304,194590834,251426462,360384015,475610677,1583,8097297,141356313,34717,,,2063180999,,,,5443226,1752737,34665848,7342717,6284027,3204981,17545763,3638497500,45468695,,87559558,188495,24678722,9091916,43078614,2178297,,3021047051,48250000,382216,,1104884,108218914,4617337,2366315,3842639,3402073653,156640000,34800497,46786129,-1978946,,,236247680,176167,236423847,,0,0,15.08
2885,元大金,2023Q4,twse,81869960,83110140,563701196,292262818,539131270,,99644104,273092919,2623799,79099,,1086526760,1249093,3089373,3051147,111816531,11307517,27352156,13011575,30728678,5246624,69765061,3298659820,12387393,,158670714,,251838703,83155165,180210063,5366128,,1548770818,104904691,48439167,,376640823,135723396,6191253,5341639,72643721,2990283674,126890824,38188103,116980378,4947633,,,287006938,21369208,308376146,0,0,0,22.62
2886,兆豐金,2023Q4,twse,139031498,552414511,228463860,557265509,616356587,,5444959,92724481,15357,0,,2133342011,13846853,5774751,,6347532,2023611,22044685,2072607,1410325,7222920,8963136,4394765193,634098237,2870805,25587296,,282478905,40385793,97890226,10532725,,2853818393,30500000,11947112,,29133623,24483927,2134168,2767687,10325208,4058954105,141904776,68502384,122260989,3142939,0,,335811088,0,335811088,0,42163459,0,23.83
2887,台新新光金,2023Q4,twse,29232521,109924871,200978801,147149191,734631003,,21359056,165317191,0,,,1524822536,598394,527714,,39997264,4093509,25700393,2291375,3565321,7800552,17961678,3035951370,17071307,,65303086,,85658987,30223005,39299694,3907323,,2102513646,68144602,10387601,,241426541,141856704,2405852,1383817,9806732,2819388897,135770618,38197778,43361276,-794452,,,216535220,27253,216562473,,0,0,15.95
2889,國票金,2023Q4,twse,3287831,51,156055499,134636590,699366,,169634,38404206,48,,,,,5833790,,11574683,405724,7039021,116249,257608,421013,5019090,363920403,,29559732,1562885,,229787461,20487764,17559271,472710,,,,,,1715641,9124171,115129,38040,4705011,315127815,34473840,399934,6494278,770888,0,,42138940,6653648,48792588,,0,0,12.22
2890,永豐金,2023Q4,twse,30644456,184050320,149883920,374874958,303546679,,77919383,128573076,269417,,,1423468362,,1016351,,44463965,2267321,13248648,3720343,2442924,2404567,28558041,2771352731,115708086,2760676,76270123,,68718702,54048045,60041643,1973105,,2018978249,71827113,8008511,18437,3409253,79418632,3243653,1627403,16965144,2583016775,123764399,6129361,63599912,-5157716,,,188335956,0,188335956,,0,0,15.22
