stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
6015,宏遠證,2015Q3,tpex,10986937,681023,11667960,7053287,25136,7078423,4268388,36988,358876,-74715,0,4589537,,,4589537,0,0,0,10.75
6016,康和證,2015Q3,tpex,33021995,3222609,36244604,28247370,283004,28530374,6883368,17761,998360,-57875,-170856,7670758,,,7714230,0,0,20000000,11.48
6020,大展證,2015Q3,tpex,3877206,732203,4609409,969039,30515,999554,2523532,461,1065616,0,,3589609,,,3609855,0,0,0,14.22
6021,美好證,2015Q3,tpex,6408829,1422089,7830918,3472960,53013,3525973,3067559,12157,1378525,-153296,,4304945,,,4304945,0,0,0,14.03
6023,元大期貨,2015Q3,tpex,52890832,1986762,54877594,48274130,39799,48313929,2322763,940976,2501006,798920,,6563665,,,6563665,0,0,0,28.26
6026,福邦證,2015Q3,tpex,4579756,409498,4989254,2596953,,2596953,2300000,6057,86244,0,0,2392301,0,,2392301,0,0,0,10.40
