stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2015Q4,tpex,2114734,496059,2610793,922735,30417,953152,323895,809816,477036,-6828,,1603919,,,53722,1657641,0,0,0,49.52
1264,德麥,2015Q4,tpex,2156152,790905,2947057,622247,42219,664466,306327,737569,934440,833,,1979169,,,303422,2282591,0,0,0,64.61
1268,漢來美食,2015Q4,tpex,1411018,1024286,2435304,1228102,143939,1372041,320000,572677,248541,-77955,,1063263,,,,1063263,,0,0,33.23
1336,台翰,2015Q4,tpex,1058727,1659228,2717955,1103683,223842,1327525,627532,819780,-94202,37320,0,1390430,,,,1390430,,0,0,22.16
1565,精華,2015Q4,tpex,3963508,2599292,6562800,1367411,601529,1968940,504165,526000,3555483,8212,,4593860,,,,4593860,0,0,0,91.12
1569,濱川,2015Q4,tpex,2152809,2503211,4656020,2292147,391624,2683771,937847,681949,209418,143035,,1972249,,,,1972249,0,0,0,21.03
1570,力肯,2015Q4,tpex,510391,270346,780737,157826,13487,171313,515008,,93934,482,,609424,,,0,609424,0,0,0,11.83
1580,新麥,2015Q4,tpex,2013955,914955,2928910,867691,202947,1070638,485316,74811,1185912,48286,,1794325,,,63947,1858272,0,0,0,36.97
1584,精剛,2015Q4,tpex,751996,2273153,3025149,855391,880941,1736332,1024705,403143,-112079,-26952,0,,,,,1288817,,0,0,12.58
1586,和勤,2015Q4,tpex,1503300,1110217,2613517,1131991,487969,1619960,451063,229971,296354,31722,-15553,993557,,,0,993557,0,0,776000,22.41
1591,駿吉-KY,2015Q4,tpex,213752,417041,630793,199379,100063,299442,301498,22159,112339,-104645,,331351,,,0,331351,0,0,0,10.99
1593,祺驊,2015Q4,tpex,717115,320692,1037807,154267,72247,226514,303006,282451,211701,11114,0,808272,,,3021,811293,0,0,0,26.68
1595,川寶,2015Q4,tpex,1699315,799640,2498955,316051,296627,612678,386875,253563,1232332,13507,,1886277,,,,1886277,,0,0,48.76
1599,宏佳騰,2015Q4,tpex,1143051,659069,1802120,457372,25568,482940,449805,487161,427764,-45550,,1319180,,,,1319180,0,0,0,29.33
1742,台蠟,2015Q4,tpex,574489,500114,1074603,383318,55399,438717,646906,,-17847,6827,,635886,,,0,635886,0,0,0,9.83
