stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2015Q2,twse,95602989,204276458,299879447,78918446,69995144,148913590,36921759,12225088,43388616,17090614,,109626077,,,41339780,150965857,,0,0,29.69
1102,亞泥,2015Q2,twse,63739987,220492110,284232097,74595444,50687601,125283045,33614472,1073920,91841489,13366914,,139896795,,,19052257,158949052,,0,0,41.62
1103,嘉泥,2015Q2,twse,12691630,18643144,31334774,3318057,10780748,14098805,7768285,570096,8077885,130664,-1149426,15397504,,,1838465,17235969,,0,131226016,23.85
1104,環泥,2015Q2,twse,3505849,16473075,19978924,2710766,1507411,4218177,6282891,28999,7861653,1444872,,15618415,,,142332,15760747,0,0,0,25.36
1108,幸福,2015Q2,twse,5639539,2694732,8334271,2398310,1266891,3665201,4047380,0,581695,17142,0,4646217,,,22853,4669070,0,0,0,11.48
1109,信大,2015Q2,twse,2706882,6328208,9035090,941266,1250795,2192061,4210008,22299,1477375,115954,0,5825636,,,1017393,6843029,0,0,0,13.84
1110,東泥,2015Q2,twse,1889216,7679599,9568815,405534,349485,755019,5720008,185126,1929932,956655,-12185,8779536,,,34260,8813796,0,0,2112865,15.41
1201,味全,2015Q2,twse,21226585,17067683,38294268,22516430,5407616,27924046,5060629,688,1880764,223313,,7165394,,,3204828,10370222,0,0,0,14.16
1203,味王,2015Q2,twse,3491131,4794196,8285327,1526238,1711370,3237608,2400000,112965,1623804,90432,-38464,4188737,,,858982,5047719,0,0,2293865,17.62
1210,大成,2015Q2,twse,21068742,18869658,39938400,16150909,4631809,20782718,7363944,2377966,2511625,1249958,-306199,13197294,,,5958388,19155682,,0,52894691,19.31
1213,大飲,2015Q2,twse,430007,406270,836277,124828,37870,162698,514751,21938,137192,-302,,673579,,,,673579,0,0,0,13.09
1215,卜蜂,2015Q2,twse,4046343,5031656,9077999,3260826,718285,3979111,2679910,967,1110085,1204769,,4995731,,,103157,5098888,0,0,0,20.51
1216,統一,2015Q2,twse,153176240,257294369,410470609,166674936,96137507,262812443,56820154,3945920,27842949,2432189,,91041212,,,56616954,147658166,0,0,0,16.66
1217,愛之味,2015Q2,twse,3203065,10582095,13785160,3708147,3819618,7527765,4872053,346606,61671,-111587,0,5168743,,,1088652,6257395,0,0,0,10.61
1218,泰山,2015Q2,twse,3025752,5065933,8091685,2450148,2315161,4765309,3533360,23770,-21919,-9812,-203876,3321523,0,,4853,3326376,0,0,13680042,9.78
1219,福壽,2015Q2,twse,3460853,3118802,6579655,1441617,1244715,2686332,3188256,36696,522188,1657,,3748797,,,144526,3893323,0,0,0,11.97
1220,台榮,2015Q2,twse,1921270,1098913,3020183,562319,284586,846905,1770779,537,364072,-64699,0,2070689,,,102589,2173278,,0,0,11.69
1225,福懋油,2015Q2,twse,3154539,2957249,6111788,1862769,1330884,3193653,2187030,121015,292878,8650,,2609573,,,308562,2918135,,0,0,11.93
1227,佳格,2015Q2,twse,13842281,4780604,18622885,6025312,454318,6479630,7926972,54749,3645816,347250,-21182,11953605,,,189650,12143255,0,0,5252215,16.71
1229,聯華,2015Q2,twse,4406903,23440218,27847121,4618043,1233511,5851554,8887198,657352,8289276,4067443,-2393,21898876,,,96691,21995567,0,0,94000,25.63
1231,聯華食,2015Q2,twse,2846472,3533853,6380325,2087691,1690476,3778167,1481131,72435,984728,47876,,2586170,,,15988,2602158,,0,0,17.46
1232,大統益,2015Q2,twse,4263000,586575,4849575,1556893,98696,1655589,1599749,23784,1533011,0,,3156544,,,37442,3193986,0,0,0,19.73
1233,天仁,2015Q2,twse,752092,1243264,1995356,508272,124948,633220,905919,54263,419775,-29301,-2754,1347902,,,14234,1362136,0,0,60000,14.89
1234,黑松,2015Q2,twse,7261226,14710548,21971774,2117519,2675312,4792831,4018711,184583,12836664,138985,0,17178943,,,0,17178943,0,0,0,42.75
1235,興泰,2015Q2,twse,1909941,585453,2495394,1242611,62598,1305209,606623,41515,153133,398728,-9953,1190046,0,,139,1190185,,0,1831610,21.90
1236,宏亞,2015Q2,twse,578095,2231503,2809598,511607,684556,1196163,1083425,33396,369524,127090,0,1613435,,,0,1613435,0,0,0,14.89
1256,鮮活果汁-KY,2015Q2,twse,1086492,598681,1685173,791995,81552,873547,271656,60109,425359,35673,,792797,,,18829,811626,0,0,0,32.10
