stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2017Q3,twse,43130299,168689659,77760131,149003781,230,379749,50909728,522491,0,1590333509,4254468,390729671,56308,,44023159,9463885,32528309,534038,2247916,5705769,2570273100,104454897,,10163847,5996,41516210,26603468,72358888,933991,,2059173790,53448013,956200,,18232669,7383223,6103168,6566011,2407900371,110465199,17758986,33604905,542080,,,162371170,1559,162372729,,0,0,14.70
2881,富邦金,2017Q3,twse,158767975,205213069,138265225,1721897723,1810465,83459606,151899943,1978965,4736266,1686688344,22371726,452055413,23834907,,1739802060,176374844,57894340,28254600,13083159,59629026,6728017656,118781187,5146730,51027153,3321448,152228667,18904484,104846741,11741440,,2191131640,183781592,3297926,,3178322697,189746291,10988816,32925044,6256191856,108336040,103638570,261344355,-1863435,,,471455530,370270,471825800,0,0,0,43.52
2882,國泰金,2017Q3,twse,351613826,83013476,363338182,1590466228,268938,82057127,151642224,4257876,,2082515792,7648254,91264880,35783164,,3259309619,317230408,165324422,56577627,28642623,51654132,8722608798,92450905,,91877061,,101911686,51417901,97233634,10499909,,2059148915,98350000,456639,,4857962293,614416562,33289151,19883903,8128898559,133965102,130452105,275380902,44240253,0,0,584038362,9671877,593710239,0,0,0,43.60
2883,凱基金,2017Q3,twse,46078141,31743330,127147740,543656220,,49814511,112606455,992407,,324255959,427116,180846786,15599729,31587678,770932896,25685511,23492315,36523298,8875487,35154144,2365419723,31705437,,57316965,,109287228,19849922,89534835,5285880,,351671796,32737989,25454266,,1252492736,123111745,3331685,25523867,2127304351,149763034,1170689,18273570,-2880748,-4211305,,162115240,76000132,238115372,,560536,519861842,11.21
2884,玉山金,2017Q3,twse,47710894,80922381,408167915,149206654,,0,92277269,10378,,1201527936,,3102914,,,13178238,1967970,27702474,6188298,673936,4979612,2037616869,77057088,,39374762,,11851796,4537955,25173057,1336060,,1676526024,42550000,2849482,,444648,6836470,944881,2269586,1891751809,101855000,24529129,18867131,509703,,,145760963,104097,145865060,,0,0,14.31
2885,元大金,2017Q3,twse,60216338,55289105,407924286,365672645,,36102296,168753536,1873534,35451,790742715,545612,126058241,1819942,3508592,102704120,6101113,22535560,36128442,4427062,45045333,2235483923,23684224,,124196269,0,167290510,39098413,162926002,4909951,,1067091414,68648145,66336266,3972208,180765588,69604910,2630437,29453510,2010607847,119986478,38158922,47763635,4818263,-1489119,,209238179,15637897,224876076,0,0,125071297,17.62
2886,兆豐金,2017Q3,twse,107556526,680970211,181252355,440741382,,1997420,86634254,388817,,1686191079,3957742,304661017,3128790,,14362159,1701562,21884697,374882,5835815,3445656,3545084364,457600896,35363814,10488584,,217035151,21538989,69873575,6864666,,2338693509,41958415,1448472,,24536306,11880025,2319185,8788711,3248390298,135998240,68194233,92818893,-358810,0,,296652556,41510,296694066,,0,0,21.81
2887,台新新光金,2017Q3,twse,21370160,53681351,100277714,300600388,,5094067,137525716,484112,,955148074,,6095,38081246,,13552642,746717,19002884,2202392,3046097,9886768,1660706423,61657997,,18899742,,88802244,15382978,32341823,1778323,,1172025216,61700000,9553186,,1236224,40562588,56194,3853879,1507850394,107739979,26456744,18671229,-145342,,,152722610,133419,152856029,,1740000,0,14.17
2889,國票金,2017Q3,twse,2262483,90,110540172,104953487,,464966,19799552,488592,,,,0,1658388,,6393340,,1856237,364649,117493,1148172,250047621,,35375815,787506,,154944787,9945064,8149569,200048,,,,,,1350906,2728931,31860,466225,213980711,27866659,122240,3352587,619767,-158123,,31803130,4263780,36066910,0,0,20000000,11.50
2890,永豐金,2017Q3,twse,26134668,91786055,126713517,252405791,,18572331,85059310,319905,,886869396,,59826321,363615,,35348215,2643562,12371589,2500914,2163358,23541834,1626620381,31626425,,22909753,0,70657793,45601688,41187792,824248,,1165206608,45568658,19664091,18437,3007983,29392215,1272951,12970338,1489908980,110500530,2228771,23449000,529604,,,136707905,3496,136711401,,0,0,12.37
2891,中信金,2017Q3,twse,128619592,298733401,181371466,721369047,414774,24424108,147051844,1754784,,2192624933,2439703,401056094,33170918,,902761720,56435981,52499995,23309581,13065049,43801366,5224904356,70205033,15451066,71793713,178680,84078877,48403142,92691972,4692491,,2911318000,113043891,,,1309934120,191440048,3058809,14647671,4930937513,194969896,33717244,82277262,-16499233,-582754,,293882415,84428,293966843,,0,27168001,15.09
2892,第一金,2017Q3,twse,47756877,184649614,98826295,154031900,,,68359499,639868,,1561192947,14737,388296869,2263901,,36716039,9533165,27072129,336466,1718486,4324206,2585732998,143542602,85159,33591789,,14560339,23182271,65649640,2567813,,1997590582,29300000,900000,,15622322,55814896,5726461,5595305,2393729179,122163933,25916221,37858365,5801612,,,191740131,263688,192003819,0,0,0,15.70
5880,合庫金,2017Q3,twse,44014801,261142440,48926371,205525582,,1813474,30482168,1280648,,1985261217,18229,514953140,121058,,210684510,4304579,38205703,3561677,1390900,3065449,3354751946,221076012,,13400545,,42197956,25977939,42373289,1183972,,2581898444,68610000,1633218,,50471138,98149134,3072822,1629273,3151673742,122027036,57964343,18127199,760641,,,198879219,4198985,203078204,,0,0,16.30
