stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
3114,好德,2017Q3,tpex,1311887,285873,1597760,769100,4151,773251,500137,52062,242374,29936,,824509,,,,824509,,0,0,16.49
3115,富榮綱,2017Q3,tpex,523603,108570,632173,222848,296,223144,436976,0,-28750,803,,409029,0,,0,409029,,0,0,9.36
3118,進階,2017Q3,tpex,468417,185761,654178,147341,5388,152729,324529,55945,120975,,,,,,,501449,0,0,0,15.45
3122,笙泉,2017Q3,tpex,363982,195670,559652,73749,7371,81120,392999,46702,55205,-592,-15782,478532,,,,478532,,0,1000000,12.49
3128,昇銳,2017Q3,tpex,497097,408201,905298,294547,38930,333477,420000,104815,31660,-457,,556018,,,15803,571821,,0,0,13.24
3131,弘塑,2017Q3,tpex,2349079,1842609,4191688,1368768,529966,1898734,246838,601772,1014389,429955,0,2292954,,,0,2292954,0,0,0,92.89
3141,晶宏,2017Q3,tpex,956848,245635,1202483,213523,0,213523,636489,54101,304411,-6041,0,988960,,,,988960,,282166,0,15.59
3147,大綜,2017Q3,tpex,927535,112114,1039649,586521,9001,595522,300051,4027,140386,-337,,444127,,,,444127,0,0,0,14.80
3152,璟德,2017Q3,tpex,2659734,998175,3657909,511100,7042,518142,690162,573532,1876073,0,,,,,,3139767,,0,0,45.49
3162,精確,2017Q3,tpex,370924,429661,800585,386944,37833,424777,644273,935,-259334,-10066,,375808,,,,375808,,14100000,0,5.32
3163,波若威,2017Q3,tpex,1443410,758285,2201695,610955,97658,708613,743765,273592,554706,-78981,,1493082,,,,1493082,0,0,0,20.07
3169,亞信,2017Q3,tpex,679110,195558,874668,87958,455,88413,530906,60012,205316,-9979,0,786255,,,0,786255,0,0,0,14.81
3171,炎洲流通,2017Q3,tpex,908310,736395,1644705,678773,262250,941023,592035,53302,62811,-4466,,703682,,,,703682,0,0,0,11.89
3176,基亞,2017Q3,tpex,1517542,3375649,4893191,626119,815318,1441437,1386856,922402,-307703,-14505,,1987050,,,1464704,3451754,0,0,0,14.33
3188,鑫龍騰,2017Q3,tpex,2055322,22497,2077819,972111,250000,1222111,1062951,1575,-208818,0,,855708,,,,855708,,0,0,8.05
3191,雲嘉南,2017Q3,tpex,384465,71463,455928,169266,54,169320,571948,115885,-387213,-14012,0,286608,,,0,286608,0,0,0,5.01
3205,佰研,2017Q3,tpex,951061,156641,1107702,83831,5787,89618,327726,403466,291791,-4899,0,1018084,,,0,1018084,0,0,0,31.07
3206,志豐,2017Q3,tpex,1216536,366719,1583255,705854,27560,733414,518230,133437,214557,-16383,0,849841,,,0,849841,0,0,0,16.40
3207,耀勝,2017Q3,tpex,481145,185375,666520,377984,42276,420260,382593,72841,-195237,-12228,,247969,0,,-1709,246260,0,0,0,6.48
3211,順達,2017Q3,tpex,10749022,4702053,15451075,6161982,2696935,8858917,1519685,2057287,3401774,-171564,-215024,6592158,,,0,6592158,0,0,4488000,44.70
3213,茂訊,2017Q3,tpex,1511953,404482,1916435,419093,105770,524863,586855,72650,739353,-21917,,1376941,,,14631,1391572,0,0,0,23.46
3217,優群,2017Q3,tpex,1181050,968143,2149193,541750,19526,561276,821042,149030,371179,244766,,1586017,,,1900,1587917,0,0,0,19.32
3218,大學光,2017Q3,tpex,1137501,786796,1924297,344887,64058,408945,761230,431404,188681,-6072,0,1375243,0,,140109,1515352,0,0,0,18.07
3219,倚強科,2017Q3,tpex,188470,13714,202184,33165,0,33165,233004,8383,-90607,-971,,149809,,,19210,169019,0,0,0,6.43
3221,台嘉碩,2017Q3,tpex,1377996,1010861,2388857,552037,149360,701397,963684,592771,198105,-67058,,1687502,,,-42,1687460,,0,0,17.51
3224,三顧,2017Q3,tpex,621056,151047,772103,173612,5224,178836,440160,234624,-66360,-15157,,593267,,,,593267,0,0,0,13.48
3226,龍鋒,2017Q3,tpex,1048973,193743,1242716,367429,1367,368796,644306,14705,214995,-86,,873920,,,,873920,,0,0,13.56
3227,原相,2017Q3,tpex,4957539,1963785,6921324,997800,290095,1287895,1332245,1507996,3316673,-360165,-198487,5598262,,,35167,5633429,0,92750,2791900,42.96
3228,金麗科,2017Q3,tpex,302890,226389,529279,82523,28386,110909,677927,29800,-289357,0,,,,,,418370,0,0,0,6.17
3230,錦明,2017Q3,tpex,724285,929934,1654219,381659,160551,542210,1077465,238653,-140620,-63489,0,1112009,0,,0,1112009,0,0,0,10.32
3232,昱捷,2017Q3,tpex,778755,52864,831619,469232,7249,476481,315679,5075,17675,-4877,,333552,,,21586,355138,0,0,0,10.57
3234,光環,2017Q3,tpex,2161653,1836762,3998415,1595002,937104,2532106,725277,400382,360080,-15258,-16109,1454372,,,11937,1466309,0,0,381000,20.16
3236,千如,2017Q3,tpex,1472271,757398,2229669,744248,340196,1084444,731978,181063,315000,-82816,0,1145225,0,,0,1145225,0,0,0,15.65
3252,海灣,2017Q3,tpex,1046259,2890545,3936804,1125233,1116751,2241984,314458,275981,1107174,0,,1697613,,,-2793,1694820,0,0,0,53.99
3259,鑫創,2017Q3,tpex,416563,253535,670098,97843,197,98040,808596,0,-236538,0,,572058,,,,572058,,0,0,7.07
3260,威剛,2017Q3,tpex,15471336,12288921,27760257,10655077,7374148,18029225,2299734,3729712,4109261,-329893,-1207617,8601197,,,1129835,9731032,0,0,20453933,41.05
3264,欣銓,2017Q3,tpex,5762059,10233290,15995349,2926192,3286515,6212707,4854613,1125302,3887458,42041,-126772,9782642,,,0,9782642,0,0,16250750,20.85
3265,台星科,2017Q3,tpex,3198651,2369044,5567695,1654435,36525,1690960,1362617,366243,2175910,-28035,,3876735,0,,,3876735,0,0,0,28.45
3268,海德威,2017Q3,tpex,589432,368320,957752,299914,188557,488471,334263,29064,81770,24184,,469281,,,0,469281,,0,0,14.04
3272,東碩,2017Q3,tpex,3037420,296529,3333949,1596586,196384,1792970,522649,536045,529311,-36269,-10757,1540979,,,,1540979,0,0,250000,29.63
3276,宇環,2017Q3,tpex,1090322,928739,2019061,1055472,98983,1154455,697127,28787,57565,-17769,,765710,0,,98896,864606,0,0,0,10.98
3284,太普高,2017Q3,tpex,757403,308208,1065611,128867,38051,166918,559618,107135,232025,-85,0,898693,,,0,898693,0,0,0,16.06
3285,微端,2017Q3,tpex,841039,114498,955537,333632,16712,350344,441093,40554,125637,-11855,0,595429,,,9764,605193,0,0,0,13.50
3287,廣寰科,2017Q3,tpex,346094,122575,468669,80298,2897,83195,439705,11688,-74159,437,,377671,,,7803,385474,,0,0,8.59
3288,點晶,2017Q3,tpex,232975,20114,253089,162392,0,162392,490760,8028,-413831,6799,,91756,,,-1059,90697,,1877500,0,1.82
3289,宜特,2017Q3,tpex,1862585,5913676,7776261,2654951,2001457,4656408,630064,1689448,724241,-60227,,2983526,,,136327,3119853,0,0,0,47.35
3290,東浦,2017Q3,tpex,2015528,984746,3000274,1431535,112219,1543754,995489,236740,259765,-61980,,1430014,,,26506,1456520,,0,0,14.36
3293,鈊象,2017Q3,tpex,2632527,1517160,4149687,641958,93827,735785,699794,263414,2425070,18971,,3407249,,,6653,3413902,,0,0,48.69
3294,英濟,2017Q3,tpex,3559140,1199846,4758986,2008565,211325,2219890,1313389,829164,275225,104419,,2522197,,,16899,2539096,0,0,0,19.20
3297,杭特,2017Q3,tpex,441243,474788,916031,129984,11709,141693,369116,151868,254765,-1411,0,774338,,,0,774338,0,0,0,20.98
3303,岱稜,2017Q3,tpex,1549464,1264163,2813627,886936,373038,1259974,960896,517537,128555,-27439,-33964,1545585,,,8068,1553653,,0,1787000,16.39
3306,鼎天,2017Q3,tpex,1035680,701362,1737042,309968,2371,312339,506077,557341,126779,234506,0,1424703,,,,1424703,0,0,0,28.15
3310,佳穎,2017Q3,tpex,4534825,473505,5008330,3386601,427225,3813826,628266,273037,306192,-12150,-841,1194504,,,0,1194504,0,0,60000,19.03
3313,斐成,2017Q3,tpex,873645,164339,1037984,145553,817,146370,837708,624012,-584293,-2643,,874784,,,16830,891614,0,0,0,10.44
3317,尼克森,2017Q3,tpex,1709658,423195,2132853,516202,10876,527078,612515,630512,364134,-1386,,1605775,,,,1605775,0,0,0,26.22
3322,建舜電,2017Q3,tpex,1595119,530321,2125440,1130239,85177,1215416,864156,624,-146761,-4077,,713942,,,196082,910024,0,0,0,8.26
3323,加百裕,2017Q3,tpex,4215732,515399,4731131,2396084,2291,2398375,867999,688829,728480,47448,0,2332756,,,,2332756,,0,0,26.88
3324,雙鴻,2017Q3,tpex,3573482,1374548,4948030,2788671,0,2788671,806495,594643,869141,11885,-135534,2146630,,,12729,2159359,,233000,1658000,27.18
3325,旭品,2017Q3,tpex,1051835,423467,1475302,526763,80063,606826,771346,144893,52519,-46089,-54193,868476,,,,868476,,0,2500000,11.64
3332,幸康,2017Q3,tpex,1298943,325705,1624648,272484,11970,284454,481042,180614,711217,-32679,,1340194,,,,1340194,0,0,0,27.86
3339,泰谷,2017Q3,tpex,464244,971766,1436010,259049,602823,861872,961814,64122,-451881,83,,574138,,,,574138,0,0,0,5.97
3354,律勝,2017Q3,tpex,1035735,434593,1470328,343539,4196,347735,701124,323644,128561,-25216,-5520,1122593,,,,1122593,0,0,630700,16.16
3360,尚立,2017Q3,tpex,3299484,163756,3463240,2445679,28530,2474209,754560,296800,34709,-5940,-91137,988992,,,39,989031,,0,6625000,14.37
3362,先進光,2017Q3,tpex,1307136,898018,2205154,701986,137542,839528,933780,234189,245496,-18887,-28952,1365626,,,,1365626,,0,1500000,14.86
3363,上詮,2017Q3,tpex,1062494,682945,1745439,382159,1132,383291,774741,348247,363411,-26834,-97417,1362148,,,0,1362148,0,0,3548000,18.43
3372,典範,2017Q3,tpex,1298332,1514352,2812684,389235,26458,415693,4074820,93941,-1765137,-6633,,,,,,2396991,0,0,0,5.88
3373,熱映,2017Q3,tpex,599918,204883,804801,118342,9251,127593,432898,186222,87049,-28961,,677208,,,,677208,0,0,0,15.64
3374,精材,2017Q3,tpex,2497771,5926859,8424630,1327063,2773106,4100169,2719193,1630968,3981,-29681,,,,,,4324461,,0,0,15.90
3379,彬台,2017Q3,tpex,517673,340961,858634,341169,13777,354946,380417,69971,65162,-11862,,503688,,,,503688,,0,0,13.24
3388,崇越電,2017Q3,tpex,3990339,367727,4358066,1154138,154793,1308931,641010,986344,1370066,-72426,,2924994,,,124141,3049135,0,0,0,45.63
3390,旭軟,2017Q3,tpex,1439751,304217,1743968,470530,3089,473619,669370,373174,226590,1215,0,1270349,,,0,1270349,0,1092000,0,18.98
3402,漢科,2017Q3,tpex,2616916,442981,3059897,1629910,110583,1740493,730476,320338,288093,-19503,0,1319404,,,0,1319404,0,0,0,18.06
3434,哲固,2017Q3,tpex,412245,96105,508350,257610,17308,274918,227000,0,10806,-4374,,233432,,,,233432,0,0,0,10.28
3438,類比科,2017Q3,tpex,1157954,726572,1884526,218708,162147,380855,673797,582219,249036,-1381,,1503671,,,,1503671,0,0,0,22.32
3441,聯一光電,2017Q3,tpex,805463,262622,1068085,127310,20228,147538,400399,272470,250161,-8600,,914430,,,6117,920547,,0,0,22.84
3444,利機,2017Q3,tpex,513183,307227,820410,232758,20037,252795,391146,56611,125014,-5156,0,567615,,,0,567615,,0,0,14.51
3455,由田,2017Q3,tpex,3957217,554063,4511280,2685881,85595,2771476,614687,752249,377378,-4510,,1739804,,,,1739804,0,0,0,28.30
3465,進泰電子,2017Q3,tpex,30821,19559,50380,18384,1962,20346,131603,9317,-111300,414,,30034,,,,30034,,0,0,2.28
3466,德晉,2017Q3,tpex,1304040,644775,1948815,571356,16086,587442,608876,559169,258439,-65111,,1361373,,,,1361373,0,0,0,22.36
3479,安勤,2017Q3,tpex,2170866,1222742,3393608,941574,285349,1226923,692882,931145,359563,-36341,-1535,1945714,,,220971,2166685,0,0,45690,28.10
3483,力致,2017Q3,tpex,2785595,1002591,3788186,1767101,140506,1907607,538560,1117634,284983,-65222,0,1875955,,,4624,1880579,0,0,0,34.83
3484,崧騰,2017Q3,tpex,2406901,1043342,3450243,1351980,369609,1721589,693013,538631,488878,-45193,,1675329,,,53325,1728654,,3255804,0,24.17
3489,森寶,2017Q3,tpex,3143799,227202,3371001,901078,1245501,2146579,831307,331495,61620,0,,1224422,,,,1224422,0,0,0,14.73
3490,單井,2017Q3,tpex,649873,1208214,1858087,382229,85277,467506,687605,436918,630838,7642,-370874,1392129,,,-1548,1390581,0,0,5420000,22.53
3491,昇達科,2017Q3,tpex,1336517,1113185,2449702,681624,10273,691897,515812,611854,340132,10134,,1477932,,,279873,1757805,,0,0,28.65
3492,長盛,2017Q3,tpex,751326,227453,978779,408235,28568,436803,355316,19787,169072,-2199,0,541976,0,,0,541976,0,0,0,15.25
3498,陽程,2017Q3,tpex,3333215,958493,4291708,925831,141901,1067732,917181,1416941,938522,-56037,,3216607,,,7369,3223976,,0,0,35.07
3499,環天科,2017Q3,tpex,595400,410961,1006361,334417,38988,373405,549706,174841,-75377,-16214,0,632956,,,0,632956,0,0,0,11.51
3508,位速,2017Q3,tpex,1639159,1624487,3263646,2001008,12204,2013212,928377,1768174,-1431684,54593,-56294,1263166,,,-12732,1250434,0,0,1076366,13.77
3511,矽瑪,2017Q3,tpex,554632,364347,918979,347649,270,347919,445729,169411,-83554,-6271,,525315,,,45745,571060,0,0,0,11.79
3512,皇龍,2017Q3,tpex,1970826,297824,2268650,1549042,29840,1578882,590000,66945,-11072,43895,,689768,,,0,689768,,0,0,11.69
3516,亞帝歐,2017Q3,tpex,1006391,688588,1694979,348602,6826,355428,519133,833137,14268,-26987,,1339551,,,,1339551,,0,0,25.80
3520,華盈,2017Q3,tpex,567308,194747,762055,238227,178626,416853,640325,0,-309856,-7569,0,322900,,,22302,345202,,0,0,5.04
3521,台鋼建設,2017Q3,tpex,932563,332579,1265142,556679,285819,842498,467306,,-45010,348,,,,,,422644,,0,0,9.04
3522,御嵿,2017Q3,tpex,699244,1794414,2493658,690527,324098,1014625,726500,663369,34559,-20529,,1403899,,,75134,1479033,,0,0,19.32
3523,迎輝,2017Q3,tpex,137074,1048320,1185394,215856,477820,693676,960996,,-481479,12201,,491718,,,,491718,,0,0,5.12
3526,凡甲,2017Q3,tpex,1803114,560645,2363759,486926,511028,997954,658372,249852,513609,-56028,0,1365805,,,0,1365805,0,0,0,20.75
3527,聚積,2017Q3,tpex,1940071,401761,2341832,742590,3933,746523,348102,798592,447171,-26912,,1566953,,,28356,1595309,,0,0,45.01
3529,力旺,2017Q3,tpex,1649322,627072,2276394,315043,19644,334687,757823,421441,762443,0,0,1941707,,,0,1941707,0,0,0,25.62
3531,先益,2017Q3,tpex,2069499,467818,2537317,643953,68596,712549,611750,669638,582422,-82644,,1781166,,,43602,1824768,0,0,0,29.12
3537,堡達,2017Q3,tpex,1206193,235119,1441312,554107,67560,621667,486952,105466,242761,-15534,0,819645,0,,0,819645,0,0,0,16.83
3540,曜越,2017Q3,tpex,2343464,264445,2607909,1287661,5255,1292916,666130,482161,215945,-35721,-27978,1300537,,,14456,1314993,0,0,2090000,20.16
3541,西柏,2017Q3,tpex,1377013,426007,1803020,798646,54167,852813,493121,64272,416592,-23778,0,950207,0,,,950207,0,0,0,19.27
3546,宇峻,2017Q3,tpex,1001799,212433,1214232,177193,22057,199250,387338,284089,363419,17571,-37435,1014982,,,0,1014982,,160250,567700,27.12
3548,兆利,2017Q3,tpex,4337456,1505056,5842512,2238257,82180,2320437,605514,1339375,1511233,54058,-9141,3501039,,,21036,3522075,,0,430000,58.23
3551,世禾,2017Q3,tpex,1249638,2374539,3624177,680843,339953,1020796,567749,679504,1421586,-67445,,2601394,,,1987,2603381,,0,0,45.82
3552,同致,2017Q3,tpex,6680996,2040944,8721940,4824652,67434,4892086,853937,929391,2343764,-297238,,3829854,,,,3829854,0,0,0,44.85
3555,博士旺,2017Q3,tpex,321050,194307,515357,37497,224,37721,355500,6901,36195,79040,,477636,,,,477636,,0,0,13.44
3556,禾瑞亞,2017Q3,tpex,1304950,145737,1450687,286401,3166,289567,594687,109779,391010,160,,1095636,,,65484,1161120,,0,0,18.42
3558,神準,2017Q3,tpex,4843441,1250191,6093632,3602905,19275,3622180,490609,702817,1203107,-12493,,2384040,,,87412,2471452,0,0,0,48.59
3564,其陽,2017Q3,tpex,571223,506320,1077543,564897,41500,606397,225291,129601,119528,-3274,0,471146,0,,0,471146,0,0,0,20.91
3567,逸昌,2017Q3,tpex,140008,486298,626306,89685,5442,95127,355810,55476,121378,,-1485,,,,,531179,,0,107000,14.97
3570,大塚,2017Q3,tpex,579757,49197,628954,107375,4393,111768,170970,68813,282835,-5432,0,517186,,,0,517186,0,0,0,30.25
3577,泓格,2017Q3,tpex,541864,667076,1208940,206104,68739,274843,480583,68630,389721,-4837,,934097,,,,934097,0,0,0,19.44
3580,友威科,2017Q3,tpex,1054017,141551,1195568,684113,4747,688860,354707,5206,137814,8981,,506708,,,,506708,,0,0,14.29
3581,博磊,2017Q3,tpex,1159449,364956,1524405,567855,88114,655969,517760,80161,140323,-4045,-7239,726960,,,141476,868436,0,0,523000,14.18
3587,閎康,2017Q3,tpex,1054669,1566001,2620670,696991,115994,812985,533131,867048,414305,-6799,0,1807685,0,,0,1807685,0,0,0,33.91
3594,磐儀,2017Q3,tpex,2082626,786691,2869317,1025605,401267,1426872,627806,495835,351803,-24335,-59282,1391827,,,50618,1442445,0,0,1985000,22.89
3609,三一東林,2017Q3,tpex,575675,336921,912596,402483,7687,410170,303394,183214,24642,-8824,,502426,,,,502426,0,0,0,16.56
