stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2015Q4,twse,88735735,40778438,129514173,87001126,9796026,96797152,16184093,1532987,6447181,418067,-29834,24552494,,8164527,32717021,0,0,4680487,15.21
1718,中纖,2015Q4,twse,541677201,61228794,602905995,531473038,21130120,552603158,13616932,1558345,6712932,-301276,-1062617,20524316,,29778521,50302837,0,0,231918859,18.17
2514,龍邦,2015Q4,twse,654416,12500670,13155086,2430307,2572328,5002635,5632143,292494,2921660,-643149,-52160,8150988,,1463,8152451,,0,2535000,14.54
2905,三商,2015Q4,twse,165333265,713745434,879078699,11509108,838889481,850398589,6813409,965886,6449865,-2102507,-532672,11593981,0,17086129,28680110,0,0,39354000,18.06
