stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2018Q4,twse,2272302,892354,5395,,7799997,4527713,1038298,134610,554,722892,,17394115,,1225216,13914,,,,,,,,10912538,,,276404,63929,40917,,12532918,2129600,0,2652316,55892,,4837808,,,23389,4861197,0,0,0,22.72
2832,台產,2018Q4,twse,3237541,675614,,,11064690,1888798,376485,2664,30288,702401,,17978481,,923186,70526,,,,,,,,8097638,,,84848,274092,109134,,9559424,3622004,98962,5043571,-345480,,,,,,8419057,,0,0,23.24
2850,新產,2018Q4,twse,10803697,1882445,0,,12629322,5607158,1024792,37028,219512,828947,,33032901,,2264563,143128,,0,,,,,,19610448,,,216628,44837,161466,,22441070,3159633,64777,6912281,455140,0,,,,,10591831,0,0,0,33.52
2851,中再保,2018Q4,twse,17745305,280768,,,13408611,4216071,204778,5186,27917,1401514,,37290150,,309813,102276,,3655,,,,,,25565926,,,18789,44639,46816,,26091914,5903888,300000,5081189,-86841,,,,,,11198236,,0,0,18.97
2852,第一保,2018Q4,twse,1626898,728303,,,9238209,2907356,624243,10955,50799,540709,,15727472,,769330,22026,,,,,,,,8587098,,,177884,95196,107028,,9758562,3011638,0,2929970,27302,,,,,,5968910,,0,0,19.82
