stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2016Q4,tpex,699993,669524,1369517,567348,54891,622239,300580,13794,193458,239446,0,,0,,,747278,,0,0,24.86
1259,安心,2016Q4,tpex,2274184,486039,2760223,1029112,30203,1059315,323895,809816,556021,-6686,-10123,1672923,,,27985,1700908,0,0,117000,51.84
1264,德麥,2016Q4,tpex,2087113,830809,2917922,456683,64067,520750,306327,737569,1026715,-21250,,2049361,,,347811,2397172,0,0,0,66.90
1268,漢來美食,2016Q4,tpex,1562897,1042758,2605655,1309693,104385,1414078,336000,504564,403111,-52098,,1191577,,,,1191577,,0,0,35.46
1336,台翰,2016Q4,tpex,1163570,1273837,2437407,1130777,126449,1257226,627532,670434,-80870,-36915,,1180181,,,,1180181,,0,0,18.81
1565,精華,2016Q4,tpex,4943558,2401060,7344618,1650674,516522,2167196,504165,526000,4141277,5980,,5177422,,,,5177422,0,0,0,102.69
1569,濱川,2016Q4,tpex,2267422,2337384,4604806,1752521,814700,2567221,965481,715335,391394,-34625,,2037585,,,,2037585,0,2763366,0,21.10
1570,力肯,2016Q4,tpex,622340,246926,869266,213603,11470,225073,515008,,130767,-1582,,644193,,,0,644193,0,0,0,12.51
1580,新麥,2016Q4,tpex,2205604,911699,3117303,996543,184777,1181320,485316,74943,1392748,-70718,,1882289,,,53694,1935983,0,0,0,38.78
1584,精剛,2016Q4,tpex,719320,1211891,1931211,148000,688370,836370,824705,290033,3446,-23343,0,,,,,1094841,,0,0,13.28
1586,和勤,2016Q4,tpex,1697648,1056696,2754344,1208529,228097,1436626,695694,415206,257729,-50911,0,1317718,,,,1317718,,0,0,18.94
1591,駿吉-KY,2016Q4,tpex,242066,374106,616172,179519,74878,254397,301498,22159,172697,-134579,,361775,,,0,361775,0,0,0,12.00
1593,祺驊,2016Q4,tpex,706120,312015,1018135,215365,7921,223286,303006,277906,230646,-20117,0,791441,,,3408,794849,0,0,0,26.12
1595,川寶,2016Q4,tpex,1701970,715373,2417343,349461,266474,615935,406218,253563,1137772,3855,,1801408,,,,1801408,,0,0,44.35
1599,宏佳騰,2016Q4,tpex,1285581,704905,1990486,578000,29070,607070,517276,487161,469366,-75117,-15270,1383416,,,,1383416,0,0,311000,26.91
