stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2019Q2,twse,2020820,1224190,7661,,,7994846,4661229,1034786,23115,126803,611,779663,,17873724,,1430243,0,,,,,,,22972,10934918,,,213545,63920,76751,,12742349,2129600,0,2869020,108097,,5106717,,,24658,5131375,0,0,0,23.98
2832,台產,2019Q2,twse,3248805,703831,,,,11674989,1898228,374654,42984,3624,23610,708464,,18679189,,1207944,67876,,,,,,,79385,8183623,,,80196,274092,72806,,9965922,3622004,98962,5067986,-75685,,,,,,8713267,,0,0,24.06
2850,新產,2019Q2,twse,10146734,2121703,0,,,14405760,6130082,1018551,36497,37300,194756,803300,,34894683,,3384743,109702,,0,,,,,36673,20486203,,,177823,26769,122254,,24344167,3159633,64777,6691273,634833,0,,,,,10550516,0,0,0,33.39
2851,中再保,2019Q2,twse,14733585,324317,,,,17133108,5685600,202749,30,4676,11156,1440390,,39535611,,1157276,179760,,43953,,,,,31,26584882,,,17366,65645,81202,,28130115,5903888,300000,5156382,45226,,,,,,11405496,0,0,0,19.32
2852,第一保,2019Q2,twse,1807788,827113,,,,9707971,2691492,619648,3701,7305,49758,546307,,16261083,,1020038,53514,,,,,,,3322,8395305,,,171205,94219,123228,,9860831,3011638,0,3086904,301710,,,,,,6400252,,0,0,21.25
