stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2020Q1,tpex,2921289,1360380,4281669,961962,68369,1030331,2374904,119608,834571,-77745,,,,,,3251338,0,0,0,13.69
6015,宏遠證,2020Q1,tpex,10864073,985810,11849883,8179687,88885,8268572,3470008,249785,-130998,47707,-55191,3581311,,,,3581311,0,0,9241000,10.60
6016,康和證,2020Q1,tpex,20417005,4503960,24920965,17427051,354878,17781929,5903227,216630,750974,216869,0,7087700,,,51336,7139036,0,0,0,12.01
6020,大展證,2020Q1,tpex,5380590,789603,6170193,2329302,10790,2340092,2523532,461,1190284,115348,,3829625,,,476,3830101,0,0,0,15.18
6021,美好證,2020Q1,tpex,6061269,832107,6893376,2399819,58922,2458741,3067559,12157,1456366,-101447,,4434635,,,,4434635,0,0,0,14.46
6023,元大期貨,2020Q1,tpex,102476203,2912914,105389117,95524385,93054,95617439,2499763,1624543,4583576,1063796,,9771678,,,,9771678,0,0,0,39.09
6026,福邦證,2020Q1,tpex,4829311,610986,5440297,2175042,4786,2179828,2453281,25673,465211,4391,,2948556,,,311913,3260469,0,402500,0,12.01
