stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2016Q2,twse,40939475,188661727,73107667,115608529,0,10319694,51350299,817744,,1511267690,3792724,369208259,60356,,86958578,9497059,32358218,467892,1961057,2365368,2498742336,129777105,,17528468,28397,27578126,13433482,36161052,1889664,,2020035609,50545853,1836000,,17337389,17245595,6120771,3774087,2343291598,105204951,17758986,30439948,2045350,,,155449235,1503,155450738,,0,0,15.69
2881,富邦金,2016Q2,twse,173123160,226496621,159056706,1584662025,1608308,145426157,143133354,1575775,49575,1668495775,22915861,354661717,24020186,,1319611185,176115318,55414137,29367226,5937127,69122503,6160792716,106433530,7063673,76466902,3047830,123071193,4249393,110256861,7954794,,2010354382,154310977,1440000,,2909397759,173591767,11834474,15990967,5715464502,108336040,104426467,214820801,9448277,,,437031585,8296629,445328214,0,0,0,40.34
2882,國泰金,2016Q2,twse,222101661,81400184,316287366,1437239061,520063,66514592,155121033,5025756,,1894907410,10013702,73668221,26319139,,2908561922,379247908,99270999,59884422,8898240,62717110,7807698789,70592764,,90386282,,43922335,36688966,103528236,1775428,,1913646971,71800000,,,4410740549,556189358,30459728,21313048,7351043665,125632102,88781195,218952819,17115946,,,450482062,6173062,456655124,0,0,0,35.86
2883,凱基金,2016Q2,twse,18598200,75352677,193217805,74766450,,28466075,107906015,847015,,233103615,,300000,11829981,30310600,69206071,2040602,14675663,8280660,5547069,18743425,893191923,19606788,,51168387,,133927908,19600478,77959588,846507,,294809658,28617667,23872369,,1394990,63571199,1462289,14618087,731455915,149740122,1095973,12906195,-3229052,-2376747,,158136491,3599517,161736008,,0,466241938,10.90
2884,玉山金,2016Q2,twse,37202032,51234093,411257976,144356505,0,679609,84217640,139,0,1038718561,0,6382085,0,0,32049412,255318,27389689,6087316,610236,3976935,1844417546,64710414,0,55006315,0,5702947,2218560,30866238,1430147,0,1498161499,50450000,1815270,0,478890,5236265,1295869,1974308,1719346722,87654000,20658669,14127146,1831864,0,0,124271679,799145,125070824,0,0,0,15.63
2885,元大金,2016Q2,twse,60338992,117844416,401964751,219838555,,37310443,144844804,1625071,13868,761939206,420909,96220890,2068667,6819877,115720975,6166100,20937854,37131293,6467375,23315469,2060989515,23684168,,114530557,1390,166424491,19792791,165017167,4498279,,985041358,84637387,39921038,3846751,140116720,75624618,3697866,17374538,1844209119,119986478,37916488,33344701,8620248,-1498603,,198369312,18411084,216780396,0,0,125875001,16.71
2886,兆豐金,2016Q2,twse,106586601,526279891,195693955,353279633,,9372447,113187092,581131,0,1731771623,4419416,248402173,3195338,,16790664,1539363,21723663,279581,5043049,5302407,3343448027,328535805,57846549,22971387,,221619337,11202982,88727989,10501272,,2226290470,41901153,2800093,,24997726,13228170,2327638,7143763,3060094334,135998240,68194233,77412253,1696040,0,0,283300766,52927,283353693,,0,0,20.83
2887,台新新光金,2016Q2,twse,17760091,52558109,93810083,294949781,,6000,108215830,546641,,857805971,,5088,35766187,,13412713,887054,18433732,2145475,3283771,19828735,1519415261,57214266,,32044181,,88802803,4121661,29433888,1389556,,1050925455,75000000,7968264,,879413,48643689,56192,2786795,1399266163,98674750,7149780,13629314,572614,,,120026458,122640,120149098,,1021500,0,13.01
2889,國票金,2016Q2,twse,2691286,30,112946388,108778352,,201109,16409875,698518,,,,988224,1663152,,4540579,,1905639,361049,109677,988030,252281908,,24023572,449826,,173598407,7127795,8343264,211147,,,,,,1368973,1393716,30149,473779,217020628,27460748,100068,2695919,1197066,-316245,,31137556,4123724,35261280,,0,40000000,11.81
2890,永豐金,2016Q2,twse,25647151,127016955,107192632,225064415,0,24879399,76986276,349204,,864642955,,71235657,437743,,46814836,2364136,12854402,2992728,2999421,15806326,1607284236,43418390,,17065305,78394,42119266,35678943,38652702,818553,,1193967083,40358277,23671286,18437,3231557,29511001,1639723,5069963,1475298880,106763797,2227009,20763535,2172448,0,,131926789,58567,131985356,,0,0,12.97
