stock_id,name,period,market,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2017Q1,twse,2647299,893503,11921,,6030609,4673279,832342,94446,1664,838772,,16023835,,927728,,,,,,,,,10900619,44087,,240671,63922,96804,,12273831,2129600,0,1627907,-31774,,3725733,,,24271,3750004,0,0,0,17.49
2832,台產,2017Q1,twse,2932126,739594,,,11063506,2348539,372596,3064,24213,719065,,18202703,,915305,69782,,,,,,,,8421062,,,79297,274092,246639,,10006177,3622004,98962,4496911,-21351,,,,,,8196526,,0,0,22.63
2850,新產,2017Q1,twse,6541026,1191304,23485,,13958621,7519236,1025841,41009,221710,822032,,31344264,,1928011,49923,,0,,,,,,20117669,,,232503,51360,131595,,22511061,3159633,64777,5060109,548684,0,,,,,8833203,0,0,0,27.96
2851,中再保,2017Q1,twse,15255707,236089,0,,13871955,4056351,210278,2075,82549,1092014,,34807018,,459776,145050,,8552,,,,,,24250997,,,2740,47858,43800,,24958773,5622750,300000,4100014,-174519,,,,,,9848245,,0,0,17.51
2852,第一保,2017Q1,twse,1160341,516925,,,9571186,2857308,620006,14020,53246,536866,,15329898,,811490,78465,,,,,,,,8508690,,,208319,92934,73933,,9773831,3011638,0,2555176,-10747,,,,,,5556067,,0,0,18.45
