stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2024Q2,twse,39368625,236512788,171273975,395421651,789470868,,1519981,84598596,358316,,,2369383710,6544184,341993,,19609490,13146995,33602052,2344691,877512,3895708,4362082,4172633217,249540472,,5491205,,72315200,42320684,66291188,3432767,,3314987878,76288056,6730000,,24773459,84067612,2392949,6189434,9830764,3964651668,137791734,17761804,58703148,-6277419,,,207979267,2282,207981549,,0,0,15.24
2881,富邦金,2024Q2,twse,295207253,472136178,1851176004,711593225,3826607549,17128682,108429224,380907895,3759291,3610678,,2912162174,40495876,60157310,,555003269,297879954,69708949,13994078,33814410,59742579,60716050,11774230628,137971596,0,87241981,20300903,89111611,90658493,270914132,4756413,,4156144239,330141747,13645247,,4799541831,642011258,21228943,62801399,95057260,10821527053,152657119,158530563,575659637,50735185,,,937582504,15121071,952703575,0,0,0,64.15
2882,國泰金,2024Q2,twse,420541613,305392021,1870770296,983253983,4804455086,0,55586603,302837215,1761655,,,2858373500,20264708,57673364,,797502314,474521912,108279618,5097482,33925325,89355144,85125474,13274717313,135755334,,176536292,2132053,35435445,89141303,134427303,2567807,,3484074486,218846250,13249452,,7126339136,853305568,19528726,71828712,20900276,12384068143,162025102,203111676,541050587,-30190825,0,0,875996540,14652630,890649170,,0,0,54.07
2883,凱基金,2024Q2,twse,62995877,29379341,626404264,252261656,1724956978,997658,79418448,199088795,894723,,,474859114,1065271,26088172,,192956521,59031016,30695198,11593208,17399623,23193891,99289444,3912569198,5340106,,78553242,973786,170607884,72911122,139046019,544478,,557657533,103763910,34302723,,2106560844,237598289,3897111,24756701,78002576,3614516324,183908413,33725743,92936312,-12650193,,,297920275,132599,298052874,23481696,0,0,16.20
2884,玉山金,2024Q2,twse,50400286,230633655,281907425,393025032,444742978,2967,13988184,192111408,476320,,,2216636303,,,,12649085,1770828,34319625,7307157,6183860,3259843,22002570,3911417526,75277998,,94066582,79195,36038599,10379807,69620490,3625009,,3206783367,47450000,366402,,1044202,117613644,4610694,2601890,5125293,3674683172,159958000,35089397,38413011,3106200,,,236566608,167746,236734354,,0,0,15.10
2885,元大金,2024Q2,twse,87649693,91321286,595881870,339765224,553103780,,86685841,366135130,2627170,1329241,,1172031092,1275427,2177699,3791542,117016471,13262160,28757607,11132040,30609015,6797570,79937146,3591287004,7012425,,166685657,,237331602,141774323,222702195,5219194,,1660379220,111077603,66795155,,389396692,147591715,6119031,7028263,104858336,3273971411,129428640,38192619,118133231,10609015,,,296363505,20952088,317315593,0,0,0,23.36
2886,兆豐金,2024Q2,twse,89722189,611503799,228377716,592565847,625039402,,1100642,123417433,2939,0,,2220872551,14615876,5498811,,7621270,2074676,21982538,2026663,1362749,7217240,7930864,4562933205,582846579,2838895,26552571,,314891243,26006962,118297575,8027009,,3014426836,33000000,7996048,,30659024,25258065,2096283,2544569,17674580,4213116239,148333783,76552384,121172674,3758125,0,0,349816966,0,349816966,0,0,0,24.29
2887,台新新光金,2024Q2,twse,25615903,103784560,189042875,180072946,761477221,,3498271,198611025,,,,1651635756,587523,501259,,52021732,5505520,25572408,2269163,3573218,7346519,26579490,3237695389,24164370,,58569397,,80596032,37246449,57506515,2808059,,2261848884,65206625,11151963,,257817401,147499562,2347226,1822642,8986747,3017571872,140761443,38197778,39774916,1362454,,,220096591,26926,220123517,,0,0,16.21
2889,國票金,2024Q2,twse,3609380,191,164296633,134999294,807805,,286604,52272923,307,,,,,5618410,,12548567,397365,7020805,138739,261676,528920,5570259,388357878,,25654720,2227502,,239286222,29106040,26381053,410903,,,,,,1772996,9782162,134892,37886,6035965,340830341,35321896,399923,4350284,489487,0,,40561590,6965947,47527537,0,0,0,11.77
2890,永豐金,2024Q2,twse,38216227,147356594,170082591,398745100,310057984,,80950804,171967636,527860,,,1524333598,,1089459,,55301539,2157438,13388820,3986449,2393705,2472122,31187166,2954215092,76415629,2850865,73249531,,93514895,71379958,94751933,3429576,,2143397350,68479903,14067048,18437,3113897,95753125,3523430,1732549,14605036,2760283162,126858509,6129361,67061726,-6117666,,,193931930,0,193931930,,0,0,15.67
2891,中信金,2024Q2,twse,123526889,561692755,779344846,533513393,2095068981,282650,13598847,325437693,3143883,,,3582487350,5425900,19210126,,156248068,110254996,49765197,17677871,39879322,21536135,66780480,8504875382,70593720,29789755,100356587,71526,223482958,54521717,152137091,5955143,,5087317896,141893715,,,1865112178,220443689,17410756,21408744,36140901,8026636376,201210999,59826257,218424814,-24681726,,,454780344,23458662,478239006,0,0,0,22.60
2892,第一金,2024Q2,twse,71780836,349024911,182603336,413446286,922928303,,1476558,79085922,926631,,,2520383599,76084,3276569,,18531284,12453395,27703047,2566679,1032717,4936135,6791402,4619023694,299923824,2097140,13994041,,29022811,28596288,75723155,4781042,,3650388828,63850000,8410000,,75078151,91577371,2457791,8414097,10372864,4364687403,140287499,26107218,67021028,20920546,,,254336291,0,254336291,0,0,0,18.67
5880,合庫金,2024Q2,twse,75474543,354525858,156203579,543017599,672854182,,1794256,61329720,2530278,,,2894391646,300190,147066,,95662895,11173880,32222194,1656004,4635128,1897708,3397208,4913213934,336246769,,6409983,,68895723,28306399,64976727,669162,,3935102226,76240000,13486897,,35825138,88330733,1616936,6008083,1054882,4663169658,152242106,45650280,53077025,-6466601,,,244502810,5541466,250044276,,0,0,16.62
