stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2024Q2,tpex,1521925,929947,2451872,732156,66672,798828,413387,,145207,542035,502792,,1603421,,,49623,1653044,,0,0,40.73
1259,安心,2024Q2,tpex,1522373,5020458,6542831,2261204,1780883,4042087,323895,,809816,947236,414506,,2495453,,,5291,2500744,0,0,0,77.05
1264,德麥,2024Q2,tpex,2976604,2060440,5037044,1203001,73950,1276951,370644,,673837,2009267,-10542,-2432,3040774,,,719319,3760093,,0,12000,82.07
1268,漢來美食,2024Q2,tpex,2309088,4722144,7031232,2111977,2759291,4871268,422237,,1123334,512741,101652,0,2159964,,,,2159964,,0,0,51.16
1294,漢田生技,2024Q2,tpex,391703,583966,975669,250905,260360,511265,252388,,37117,171731,,,461236,,,3168,464404,,0,0,18.27
1295,生合,2024Q2,tpex,717514,1403534,2121048,297079,825996,1123075,313548,,250659,434927,-1161,,997973,,,,997973,0,0,0,32.46
1336,台翰,2024Q2,tpex,1282645,1495677,2778322,603307,290732,894039,783024,,687094,488804,-74639,,1884283,,,,1884283,0,0,0,24.06
1565,精華,2024Q2,tpex,4077493,3815905,7893398,1442410,342959,1785369,504165,,526000,5076496,1368,,6108029,,,,6108029,0,0,0,121.15
1569,濱川,2024Q2,tpex,3288401,3070504,6358905,2342408,789387,3131795,1214474,,1033431,914979,-70921,,3091963,,,135147,3227110,,0,0,25.46
1570,力肯,2024Q2,tpex,907736,298914,1206650,233056,23779,256835,515008,,0,393139,41668,,949815,,,0,949815,0,0,0,18.44
1580,新麥,2024Q2,tpex,2590728,1703258,4293986,1306825,78644,1385469,502302,,206827,2183158,-103175,,2789112,,,119405,2908517,,0,0,55.53
1584,精剛,2024Q2,tpex,3399710,2464134,5863844,1115474,1019115,2134589,1924705,,1161769,543628,24667,,3654769,,,74486,3729255,0,0,0,18.99
1586,和勤,2024Q2,tpex,1961582,1948228,3909810,1132809,1260070,2392879,865561,,578446,369167,-91869,-204374,1516931,,,,1516931,0,0,5054000,18.67
