stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2017Q3,twse,84050827,54871438,138922265,94622958,9714048,104337006,16184093,1575732,7092136,1775984,-29834,26598111,,7987148,34585259,,0,4680487,16.48
1718,中纖,2017Q3,twse,531659703,142017857,673677560,598745324,22695213,621440537,14294934,1682354,6163840,-252340,-1273586,20615202,,31621821,52237023,0,0,297504859,18.21
2207,和泰車,2017Q3,twse,134355938,60366381,194722319,112134570,30400910,142535480,5461792,263060,37935411,628470,,44288733,,7898106,52186839,0,0,0,81.09
2905,三商,2017Q3,twse,162444452,886749352,1049193804,18010633,989863891,1007874524,7654677,900219,9043784,4980,-532672,17070988,0,24248292,41319280,0,0,44215000,23.67
