stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2019Q4,twse,2117261,858220,77,89711,,8344160,4149186,1127260,19584,133831,0,745329,,17584619,,1283228,3166,27071,,,,,,19679,10404545,,,233432,63920,108175,,12143216,2129600,0,3164913,123328,,5417841,,,23562,5441403,,0,0,25.44
2832,台產,2019Q4,twse,3415293,612947,,,,11741232,1919723,360389,34132,4708,29322,769169,,18886915,,984681,64964,,,,,,,66645,8253100,,,84127,274092,71432,,9799041,3622004,98962,5413849,-46941,,,,,,9087874,,0,0,25.09
2850,新產,2019Q4,twse,9607479,1843051,0,,,16020607,5840010,1110073,37716,30808,215991,840659,,35546394,,2700923,175939,,0,,,,,38048,20509924,,,174626,40286,232382,,23872128,3159633,64777,7633951,815905,0,,,,,11674266,0,0,0,36.95
2851,中再保,2019Q4,twse,12603772,325191,,,,19595470,5066416,204631,610,8866,63774,1293293,,39162023,,456543,266264,,10095,,,,,611,26234743,,,18011,76537,70096,,27132900,5903888,300000,5654071,171164,,,,,,12029123,0,0,0,20.37
2852,第一保,2019Q4,twse,1860014,463385,,,,9966570,2269819,620038,4320,7203,52582,612883,,15856814,,725268,49329,,,,,,,4139,7911750,,,170179,92934,91954,,9045553,3011638,0,3392600,407023,,,,,,6811261,,0,0,22.62
