stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2025Q1,twse,153421314,67095192,220516506,143375410,27893312,171268722,16184093,,2166817,14286582,5016770,-29834,37624428,,11623356,49247784,,0,4680487,23.32
1718,中纖,2025Q1,twse,776847801,260069407,1036917208,922122484,29060143,951182627,16859057,,1712237,2626704,1332155,-1135056,21395097,,64339484,85734581,,0,344225645,15.95
2207,和泰車,2025Q1,twse,370006613,140558911,510565524,367435367,37740074,405175441,5571028,,2871305,56312804,5117205,,69872342,,35517741,105390083,0,0,0,125.42
2905,三商,2025Q1,twse,132518274,1535718866,1668237140,28091669,1594459747,1622551416,11224957,0,4414206,5038971,-5059234,-592930,15025970,0,30659754,45685724,0,0,57093000,14.10
