stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2023Q1,twse,43648111,215783798,66691232,213750969,446337097,,,21560229,71192,,,1687401822,,,2618015,21021991,1952296,13844011,1140268,2602627,2177053,2740600711,86672973,0,2754131,,1494400,36983119,1427142,,2366276384,52204748,,,1016124,3017755,1796002,8787830,3353492,2565784100,105934566,,,70939547,-2057502,0,174816611,,,,174816611,,0,0,16.50
2812,台中銀,2023Q1,twse,18170691,45889764,34263985,46681620,106223462,,10911716,15818882,,,,508771625,172257,399327,271035,16949491,801087,604289,257460,699424,2446180,809332295,8353740,9634969,1120056,,0,7953438,819994,,683601178,16500000,,,6750297,1265282,845524,109486,1054808,738008772,50154465,,1528256,19179909,460893,0,71323523,,,0,71323523,0,0,0,14.22
2820,華票,2023Q1,twse,326865,0,113506398,90907897,1684320,,2252156,1660697,241026,,,,,,88920,145943,29185,,,362439,574880,211780726,9500908,,174010,,173900605,515996,0,,,,,,2996880,1392622,29422,0,202931,188713374,13429600,,11723,11734870,-2108841,,,,,,23067352,0,0,0,17.18
2834,臺企銀,2023Q1,twse,33446182,130516819,58702891,180468371,252444976,,928606,10195743,350790,,,1387582428,472,,9676,14073323,1198588,,818624,1685815,10621586,2083044890,179381934,1111880,9504436,,2442317,19277531,1476431,,1698724963,52250000,,,3256479,2622080,1217956,879056,1604486,1973749549,80296934,,815900,30236743,-2054236,,109295341,,,,109295341,0,0,0,13.61
2836,高雄銀,2023Q1,twse,4416751,12393240,759598,34584369,44469241,,3215359,1389375,,,,175492030,,,232897,3043665,319413,,111066,163410,168973,280759387,10698496,0,19308,,9739946,3978928,244193,,232779397,5377000,,,,394948,319516,,113328,263665060,12383477,,1447637,4230070,-966857,,,,,,17094327,,0,0,13.80
2838,聯邦銀,2023Q1,twse,8967609,32673312,56700119,61475295,82217210,,50907993,30882876,67051,,,531908289,1923502,,1614827,13394788,1590358,4765530,2169145,671018,11059413,892988335,7828745,981543,344357,,64008434,6865183,883557,,722805211,5000000,983414,375000,10467237,406958,1580522,1792581,3442571,827765313,37940460,,8076826,16907310,402506,,63327102,,,1895920,65223022,,0,0,16.69
2845,遠東銀,2023Q1,twse,9360815,45601602,42998676,74065562,94165970,,1172800,18847580,,,,462598591,1935576,,6430059,5117618,891121,,1591300,147340,318406,765243016,2324176,0,6390639,,0,9594796,370164,,631092965,20901900,,,36146098,726775,895214,,527590,708970317,40694838,,302926,16523597,-1248662,,56272699,,,,56272699,,0,0,13.83
2849,安泰銀,2023Q1,twse,2158070,13192146,12024466,40179212,39956347,,776539,4195503,,,,221273899,,,144117,718444,941340,,233052,900872,1446818,338140825,2005605,0,696353,,436907,2307644,155644,,298194910,,,,498700,326328,938441,52213,133548,305746293,19576094,,402822,13920259,-1504643,0,,,,,32394532,0,0,0,16.55
2897,王道銀行,2023Q1,twse,7270159,16677723,153758429,163862926,32025754,,2252156,4318904,324826,,,209060594,7315670,,1079411,2378594,401296,,1766077,972887,1381178,604846584,26183278,,590935,,187418764,4778223,187513,,305857598,13600000,,,6645954,1942451,417018,649579,516131,548787444,30330063,,14389,11199236,-2541254,-16837,38985597,,,17073543,56059140,,2522000,0,12.86
5876,上海商銀,2023Q1,twse,55809703,349508612,6014618,394892836,249324035,,0,18413659,3936,,,1229262554,2221196,,9227,22015672,1906040,6819821,1929408,4025889,11217811,2353375017,45979802,0,4327950,,660547,35371544,2220848,,1928824852,76331001,,,8089887,2538285,1960172,10684675,3093312,2120082875,48616031,,27405763,105078839,-4965421,-83144,176052068,,,57240074,233292142,,11397439,0,36.30
