stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2015Q3,twse,90814601,205934003,296748604,70796103,68313122,139109225,36921759,12310531,44337361,15886581,,109456232,,,48183147,157639379,,0,0,29.65
1102,亞泥,2015Q3,twse,65456341,222501014,287957355,69800135,57703783,127503918,33614472,1096249,91900694,14656162,,141267577,,,19185860,160453437,,0,0,42.03
1103,嘉泥,2015Q3,twse,12540833,17057890,29598723,2670342,12838356,15508698,7768285,605968,7756185,-2592510,-1163291,12374637,,,1715388,14090025,,0,132605016,19.21
1104,環泥,2015Q3,twse,2830347,16899128,19729475,2242017,1506130,3748147,6282891,31494,8162274,1351094,,15827753,,,153575,15981328,,0,0,25.19
1108,幸福,2015Q3,twse,5330369,2694925,8025294,2008351,1242329,3250680,4047380,8,673475,20316,0,4741179,,,33435,4774614,0,0,0,11.71
1109,信大,2015Q3,twse,2803030,6450945,9253975,1511428,1300423,2811851,3789007,22299,1444945,180968,0,5437219,,,1004905,6442124,0,0,0,14.35
1110,東泥,2015Q3,twse,1833526,7397521,9231047,281498,352135,633633,5720008,185126,1991201,678882,-12185,8563032,,,34382,8597414,,0,2112865,15.03
1201,味全,2015Q3,twse,23653314,15708657,39361971,23561999,6139490,29701489,5060629,688,1299265,313699,,6674281,,,2986201,9660482,0,0,0,13.19
1203,味王,2015Q3,twse,3519174,4828802,8347976,1429123,1712902,3142025,2400000,112965,1735782,102492,-38464,4312775,,,893176,5205951,0,0,2293865,18.14
1210,大成,2015Q3,twse,21299264,19223179,40522443,15929809,4834131,20763940,7363944,2430782,2854589,1398058,-306199,13741174,,,6017329,19758503,,0,52894691,20.10
