stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2022Q3,twse,39175888,237906375,97771173,368439839,728604748,,1949350,51240432,167190,,,2012538749,6814776,359216,,16177005,12182614,32693833,2132752,937271,4183566,5655078,3618929855,232416325,0,8566147,,65869383,20736649,58442279,2888833,,2850493141,81093184,2382000,,25121973,61338546,2189791,6147821,23419029,3441105101,136427459,17758986,45086501,-21450320,,,177822626,2128,177824754,,0,0,13.03
2881,富邦金,2022Q3,twse,286678955,403144781,1441170683,993789312,3428987355,18286026,128936527,232789775,2094486,328507,,2617586780,48698278,54931115,,481798406,303165485,65216025,10159243,33768312,85233562,85567825,10722331438,178866817,0,200864835,22669172,132336074,52607660,161472416,7248788,,3642823384,259508764,6198470,,4734106782,592118510,21832671,43425926,93124459,10149204728,139952026,168792297,517278958,-273967761,0,,552055520,21071190,573126710,0,0,0,39.45
2882,國泰金,2022Q3,twse,192327910,350548777,1658155436,1724764282,3584483630,41599,34356746,209371204,4781029,0,,2463678060,16186229,35522488,,662130009,445671734,98034583,4408324,52067009,170580662,182517752,11889627463,95969588,0,348140012,5847890,40798812,72100000,72634921,4600241,,3118068568,132000000,7579500,,6860788001,703058049,18822216,76543304,26033679,11582984781,147025102,177122144,478102541,-507371343,0,0,294878444,11764238,306642682,,0,0,20.06
2883,凱基金,2022Q3,twse,92998549,41661932,495363470,370726398,1542944277,3245606,35813731,149613302,165906,,,436049671,892892,19426104,,161971241,58064651,34322144,12496504,18504785,30533844,123992004,3628787011,20603664,0,140385841,542234,124512484,18313680,124078749,635241,,500779177,91893333,28638354,,2122031984,197411965,4486705,19424028,66608913,3460346352,184282310,33569727,67354645,-117102696,0,,168103986,336673,168440659,1155000,0,0,9.12
2884,玉山金,2022Q3,twse,93912349,161813101,434783209,341207507,338466333,,0,129843180,13839,,,1917409827,,,,7570802,1865555,34325004,6803532,6109298,3394544,14145891,3491663971,90006586,0,127118868,,17319141,2958901,39906059,1677663,,2853838785,41550000,2505974,,1109734,118299541,3912707,1782817,4099403,3306086179,142751000,26070164,29287104,-12684117,,,185424151,153641,185577792,,0,0,12.99
2885,元大金,2022Q3,twse,60294624,76666674,414256858,346735208,554126585,,66478059,220414092,2606141,86904,,946141993,1346861,3162476,4922497,114598708,10113070,24778540,11411894,30922700,7396816,82165077,2978625777,23995120,0,146756528,,202432542,57000388,170854421,3668590,,1386415534,87136022,50320211,,364442552,137693239,4552731,6378068,68716832,2710362778,125015590,37928633,99027238,-13363064,,,248608397,19654602,268262999,0,0,0,19.89
2886,兆豐金,2022Q3,twse,91199206,582397186,212756014,552306947,561517687,,1135046,126767327,330003,28193,,2140936314,13544208,4906111,,7267769,1464710,21690808,1970967,1266605,8683775,5708075,4335876951,540856015,18980222,23051779,,295225274,23170095,94085721,11208070,,2904418752,7500000,15838000,,37958427,21083370,2036691,2384325,45302026,4043098767,139398196,68194233,102880021,-17694266,0,0,292778184,0,292778184,,0,0,21.00
2887,台新新光金,2022Q3,twse,34438618,96773180,202763049,147186403,556695496,,9848528,160401991,101579,,,1432082968,470713,339420,,34411718,2846087,22317604,2321804,3466048,7685319,31243663,2745394188,24916693,0,96902350,,103903403,18798911,38242012,1467803,,1821583867,74788863,12868085,,222167871,120275056,2422368,1786661,11715356,2551839299,130741476,38197778,34368010,-9777862,,,193529402,25487,193554889,,0,0,14.80
2889,國票金,2022Q3,twse,3271945,68,175183030,116300652,,,49856,28976131,44,,,,,5860197,,17504833,127458,7422870,162767,253954,714921,4613980,360442706,,30008954,2981084,,237499359,20206554,14550861,389446,,,,,,1964350,10274264,160028,27559,4373213,322435672,31473840,208319,4273781,-3238159,0,,32717781,5289253,38007034,0,0,0,10.40
2890,永豐金,2022Q3,twse,71433745,203044708,132875452,309740640,224577958,,59279809,99578470,233743,,,1298234416,,978700,,44386677,2408284,13332071,3816706,2292783,2171831,37534222,2505920215,97112923,0,72467147,,76118010,36460117,55083485,1583641,,1843756686,71688291,8366046,18437,3475319,68685369,3294607,1686956,18425600,2358222634,113837646,2228781,49002860,-17371706,,,147697581,0,147697581,,0,0,12.97
