stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2025Q3,twse,151655990,67446703,219102693,141562811,26514799,168077610,16184093,,2163252,15521049,5910044,-29834,39748604,,11276479,51025083,,0,4680487,24.63
1718,中纖,2025Q3,twse,770732494,247745880,1018478374,898147720,31331492,929479212,16859057,0,1712237,2897276,1793526,-1144725,22117371,0,66881791,88999162,,0,345768645,16.50
2207,和泰車,2025Q3,twse,364976476,147030325,512006801,354473587,42924512,397398099,5571028,,2919138,65852355,4811305,,79153826,,35454876,114608702,0,0,0,142.08
2905,三商,2025Q3,twse,176386394,1451450375,1627836769,18977781,1559783463,1578761244,11103717,0,4134793,5395212,-4240951,-592930,15799841,0,33275684,49075525,0,0,57093000,15.00
