stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2025Q4,twse,3316260,742188,0,,,12522057,6737972,1492418,20271,174478,,451179,,25456823,,1487952,135859,,,,,,,20455,15640017,,,42069,62700,18432,,17407484,2236080,,0,5854864,-41605,,,,,,8049339,,0,0,36.00
2832,台產,2025Q4,twse,3270250,703709,,,,14727578,3708800,2389880,46885,5755,15187,751641,,25619685,,1391980,191403,,,,,,,49060,11670021,,,40798,271860,163645,,13778767,2535403,,98964,8730960,475591,,,,,,11840918,,0,0,46.70
2850,新產,2025Q4,twse,12826413,3237752,0,,,30930381,13111609,1064203,25194,48358,171735,1011705,,62427350,,5859329,487940,,80758,,,,,25763,34961283,,,0,67925,201063,,41684061,3159633,,64839,16879617,639200,0,,,,,20743289,0,0,0,65.65
2851,中再保,2025Q4,twse,12487427,1724954,0,47009,,37032040,5839424,271027,445,18006,3847,2410995,,59835174,,929191,456713,,391179,,,,,463,36172160,,,,160413,19023,,38129142,8003888,,1560000,12038043,104101,,,,,,21706032,0,0,0,27.12
2852,第一保,2025Q4,twse,2086377,372778,,,,14267383,2248737,617658,3975,17340,12267,590456,,20216971,,670732,111896,,,,,,,4021,10016462,,,,92934,169654,,11065699,3011638,,0,5776906,362728,,,,,,9151272,,0,0,30.39
