stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1259,安心,2016Q2,tpex,2195869,473855,2669724,988326,30814,1019140,323895,809816,484673,-7519,,1610865,,,39719,1650584,0,0,0,49.73
1264,德麥,2016Q2,tpex,2116909,805939,2922848,708498,44339,752837,306327,737569,807039,-5835,,1845100,,,324911,2170011,0,0,0,60.23
1268,漢來美食,2016Q2,tpex,1371974,998352,2370326,1174183,109086,1283269,336000,502621,308892,-60456,,1087057,,,,1087057,,0,0,33.97
1336,台翰,2016Q2,tpex,889381,1581439,2470820,1024419,177440,1201859,627532,670434,-30939,1934,,1268961,,,,1268961,,0,0,20.22
1565,精華,2016Q2,tpex,4843649,2508423,7352072,2537463,558371,3095834,504165,526000,3219400,6673,,4256238,,,,4256238,0,0,0,84.42
1569,濱川,2016Q2,tpex,1879014,2369691,4248705,2001662,340218,2341880,937847,681949,225243,61786,,1906825,,,,1906825,0,0,0,20.33
1570,力肯,2016Q2,tpex,582721,259641,842362,231509,9045,240554,515008,0,87156,-356,,601808,,,0,601808,0,0,0,11.69
1580,新麥,2016Q2,tpex,2086390,877383,2963773,1105556,194453,1300009,485316,74943,1051894,3416,,1615569,,,48195,1663764,0,0,0,33.29
1584,精剛,2016Q2,tpex,1219175,1233214,2452389,272266,891731,1163997,1024705,291980,1916,-30209,0,,,,,1288392,,0,0,12.57
1586,和勤,2016Q2,tpex,1486153,1135883,2622036,1309906,291009,1600915,522886,232226,266426,-417,0,1021121,,,0,1021121,0,0,0,21.38
1591,駿吉-KY,2016Q2,tpex,251837,431785,683622,208563,94492,303055,301498,22159,135821,-78911,,380567,,,0,380567,0,0,0,12.62
1593,祺驊,2016Q2,tpex,750152,304430,1054582,299814,13717,313531,303006,277906,166906,-10024,0,737794,,,3257,741051,0,0,0,24.35
1595,川寶,2016Q2,tpex,1699153,811778,2510931,415874,285086,700960,406219,253563,1141740,8449,,1809971,,,,1809971,,0,0,46.78
1599,宏佳騰,2016Q2,tpex,1210244,700792,1911036,615072,25938,641010,517276,487161,299897,-34308,,1270026,,,,1270026,0,0,0,28.24
1742,台蠟,2016Q2,tpex,505994,487607,993601,332651,54920,387571,646906,,-46455,5579,,606030,,,0,606030,0,0,0,9.37
1777,生泰,2016Q2,tpex,789868,483387,1273255,242646,69841,312487,300595,314322,346513,-662,,,,,,960768,0,0,0,31.96
1780,立弘,2016Q2,tpex,930931,668566,1599497,292007,242697,534704,946000,,117289,1504,,1064793,,,,1064793,0,0,0,11.26
1781,合世,2016Q2,tpex,452676,268314,720990,227428,1216,228644,474076,66311,-52096,4055,,492346,,,,492346,0,0,0,10.39
1784,訊聯,2016Q2,tpex,831394,1063804,1895198,177652,328629,506281,496889,625411,20547,-5477,-1797,1135573,,,253344,1388917,0,0,62000,22.88
1785,光洋科,2016Q2,tpex,10041845,10048991,20090836,5798307,9974092,15772399,4085643,3048106,-2837094,77226,-289112,4084769,,,233668,4318437,0,0,13171000,10.33
1788,杏昌,2016Q2,tpex,1965527,544627,2510154,1060474,10813,1071287,350000,658219,429057,1591,,1438867,,,0,1438867,0,0,0,41.11
