stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1240,茂生農經,2023Q2,tpex,1161999,896737,2058736,713534,31379,744913,393702,,145207,459343,239127,,1237379,,,76444,1313823,,0,0,32.06
1259,安心,2023Q2,tpex,1437187,4353221,5790408,1713980,1648729,3362709,323895,,809816,871722,404587,,2410020,,,17679,2427699,0,0,0,74.41
1264,德麥,2023Q2,tpex,2813660,1758881,4572541,1054340,54196,1108536,370644,,673465,1815508,-47652,-2432,2809533,,,654472,3464005,0,0,12000,75.83
1268,漢來美食,2023Q2,tpex,2260196,4158295,6418491,1631505,2787086,4418591,427237,,1136637,500820,1016,-65810,1999900,,,,1999900,,0,500000,47.36
1294,漢田生技,2023Q2,tpex,248245,338792,587037,170203,112442,282645,193669,,36824,72601,,,303094,,,1298,304392,,0,0,18.00
1295,生合,2023Q2,tpex,667161,1144327,1811488,203449,720362,923811,307400,,256807,337882,-14412,,887677,,,,887677,0,0,0,28.88
1336,台翰,2023Q2,tpex,1384164,1330810,2714974,620832,333866,954698,788184,,691228,381401,-100537,,1760276,,,,1760276,0,0,0,22.33
1565,精華,2023Q2,tpex,4216426,3903240,8119666,1821303,409215,2230518,504165,,526000,4857891,1092,,5889148,,,,5889148,0,0,0,116.81
1569,濱川,2023Q2,tpex,3653181,2992894,6646075,2907521,478105,3385626,1214474,,1154878,996533,-219615,,3146270,,,114179,3260449,,0,0,25.91
1570,力肯,2023Q2,tpex,773102,288139,1061241,141487,25373,166860,515008,,0,378728,645,,894381,,,0,894381,0,0,0,17.37
1580,新麥,2023Q2,tpex,2503386,1328322,3831708,1122932,84534,1207466,502302,,206827,1968304,-163755,,2513678,,,110564,2624242,,0,0,50.04
1584,精剛,2023Q2,tpex,2759975,1544531,4304506,894928,1210630,2105558,1524705,,354771,204649,35659,,2119784,,,79164,2198948,0,0,0,13.90
