stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2015Q2,twse,90556994,40779159,131336153,88373645,9538859,97912504,16592823,1516896,6010627,1207252,-111662,25215936,,8207713,33423649,0,0,12584487,15.31
1718,中纖,2015Q2,twse,516493613,55506358,571999971,502520445,20601466,523121911,13616932,1463781,7016684,-276024,-1040214,20781159,,28096901,48878060,,0,229175859,18.35
2514,龍邦,2015Q2,twse,90616981,438568482,529185463,11681522,500838549,512520071,5632143,309863,3007838,-2046472,-398159,6505213,,10160179,16665392,0,0,43929000,12.53
2905,三商,2015Q2,twse,135361106,684075939,819437045,11801486,779204836,791006322,6813589,959152,6483633,-1481037,-532672,12242665,0,16188058,28430723,0,0,39354000,19.07
