stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2018Q3,twse,2732293,1011164,11137,,7061002,5036314,1038504,112176,644,825794,,17829028,,1090073,21924,,,,,,,,11530631,0,,245228,63920,64023,,13015799,2129600,0,2608862,50898,,4789360,,,23869,4813229,,0,0,22.49
2832,台產,2018Q3,twse,3753055,711963,,,10517880,2045995,377354,2969,30118,693185,,18132519,,895852,51973,,,,,,,,8203420,,,83383,274092,108409,,9617129,3622004,98962,5021604,-227180,,,,,,8515390,,0,0,23.51
2850,新產,2018Q3,twse,9288801,1552545,0,,13958544,5764717,1023418,35637,223870,831062,0,32678594,,1890287,39497,,18190,,,,,,19803389,,,215936,76215,135922,,22179436,3159633,64777,6545423,729325,0,,,,,10499158,,0,0,33.23
2851,中再保,2018Q3,twse,14955881,219396,,,15809413,4546694,205938,1682,43565,1552170,,37334739,,285241,67935,,1458,,,,,,25539766,,,18891,73114,40902,,26027307,5903888,300000,4891524,212020,,,,,,11307432,,0,0,19.15
2852,第一保,2018Q3,twse,1700050,579828,,,9529677,2834173,621657,9167,51814,538280,,15864646,,779471,16685,,,,,,,,8607647,,,186924,92934,98339,,9782000,3011638,0,2995932,75076,,,,,,6082646,,0,0,20.20
