stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2016Q3,twse,46440997,191584361,71093991,108229164,336,5554259,54650551,863987,,1522922919,4353563,399302877,60659,,77262108,9589864,32291122,459760,2116795,2722827,2529500140,124156629,,17916693,20140,31774239,16068334,58266711,1218253,,2030583444,52346284,1190000,,17831620,10573031,6120533,4295653,2372361564,105204951,17758986,33264922,908188,,,157137047,1529,157138576,,0,0,14.94
2881,富邦金,2016Q3,twse,173985561,267646337,138683340,1620890811,1435697,115812435,126692680,1472684,48207,1643483433,23668302,379894538,26146351,,1366018323,175903231,57096595,28787996,6264465,65552159,6219483145,81975318,6899116,56359911,2699305,120327929,3374749,86620796,11157220,,2073396587,154232725,1640000,,2941973593,175238191,10055342,20119504,5746070286,108336040,105170427,231445434,20371514,,,465323415,8089444,473412859,0,0,0,42.95
2882,國泰金,2016Q3,twse,291642002,100272971,304989787,1549141336,456538,60337058,153432930,4214708,,1915892998,9398888,76052232,28806885,,2840742847,377475918,98749815,58901254,17019654,53200578,7940728399,62672251,,85122266,,47948785,36119130,52904991,8378225,,1986917547,71800000,,,4478337623,558240384,33014694,20643859,7442099755,125632102,88782670,243820518,34227182,,,492462472,6166172,498628644,0,0,0,39.20
2883,凱基金,2016Q3,twse,24817551,73456853,196165123,94498811,,24069199,93625848,844310,,251897396,,300000,12567714,29068117,63591454,2092022,14629597,8102461,5271901,17032476,912030833,23349332,,51036281,,139222803,20828387,71714660,808509,,311361040,28605062,17904915,,1442859,60970118,1455306,18394196,747093468,149741766,1101779,15457417,-2591829,-2376747,,161332386,3604979,164937365,,164446,323231938,11.01
2884,玉山金,2016Q3,twse,28298298,57817690,378157121,142589343,0,496874,79367444,33,0,1080228252,0,5539383,0,0,32957666,283653,27450987,6002545,564565,4093918,1843847772,78354742,0,42609004,0,6977083,2670444,27639908,1815358,0,1494252675,50450000,2014785,0,468614,5760353,876436,2010541,1715899943,87654000,20658669,17363915,1484940,0,0,127161524,786305,127947829,0,0,0,14.51
2885,元大金,2016Q3,twse,64610511,115119180,400761467,233780099,,40098837,146176083,1780042,35451,770112544,347815,100633706,2033860,5838247,108818984,5985065,21134797,36994917,6546243,21086477,2081894325,25173519,,113869283,845,156704039,20003880,166443143,4705470,,989322666,83858242,45228461,3871684,148298575,77500865,3795107,21879956,1860655735,119986478,37955999,37464702,8645737,-1498603,,202554313,18684277,221238590,0,0,125875001,17.06
2886,兆豐金,2016Q3,twse,89711928,498286375,209052211,369598234,,299413,87582062,719549,0,1718297864,4549479,273034042,3136526,,15690075,1537071,21695631,252353,5071386,2909892,3301424091,304727021,55076957,21207197,,234658961,19532941,72175920,7778872,,2204781193,41912560,2075497,,24628969,11340157,2457614,7336093,3009689952,135998240,68194233,85632629,1856109,0,,291681211,52928,291734139,0,0,0,21.45
2887,台新新光金,2016Q3,twse,17926918,52326198,74431452,298044889,,8714693,105435719,545070,,873914106,,6126,36457660,,13112826,884691,18455661,2195060,3219675,14517013,1520187757,48422576,,29215669,,82567595,8047376,33976016,1354790,,1061601673,75000000,7543368,,890406,45350673,56215,2732183,1396758540,98751064,7151313,16710075,694013,0,,123306465,122752,123429217,,8177500,0,12.49
2889,國票金,2016Q3,twse,2251333,705955,109498836,110076414,,154970,16137976,488927,,,,988343,1632405,,4696972,,1892661,362513,108068,1277585,250272958,,30212901,273313,,165959885,7942693,6465464,180278,,,,,,1379224,1428990,30367,340821,214213936,27460748,100068,3281178,1364270,-316245,,31890019,4169003,36059022,0,0,40000000,11.78
2890,永豐金,2016Q3,twse,23774495,136587344,102096912,236853713,,31482499,76067711,369362,,872572695,,67945107,408740,,46087801,2370025,12816017,3312357,3010985,15888510,1631644273,39597583,,14720000,45302,46703467,46921299,39285497,650125,,1207100900,40359161,23689380,18437,3203806,28368604,1577126,5834819,1498075506,106763797,2227009,22771427,1748693,,,133510926,57841,133568767,,0,0,12.51
