stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2022Q1,twse,181032587,271805684,452838271,109658131,107422385,217080516,63252340,,56758936,75140220,20037610,-392343,214796763,,,20960992,235757755,,0,9060600,34.01
1102,亞泥,2022Q1,twse,106203789,215537698,321741487,65912135,66489698,132401833,35455721,,5983657,117548465,5930576,,164918419,,,24421235,189339654,,0,0,46.51
1103,嘉泥,2022Q1,twse,11387618,29432916,40820534,2858602,11458642,14317244,7747805,,1143892,11156463,6615592,-1077950,25585802,,,917488,26503290,,0,128805320,39.61
1104,環泥,2022Q1,twse,5304079,21319623,26623702,4313548,1557502,5871050,6536092,,66950,12420782,1237711,,20261535,,,491117,20752652,,0,0,31.00
1108,幸福,2022Q1,twse,5207737,2892391,8100128,3291723,352631,3644354,4047380,,18,413132,-4821,,4455709,,,65,4455774,,0,0,11.01
1109,信大,2022Q1,twse,6582708,4982868,11565576,1297800,103628,1401428,3419579,,23409,4677579,-67618,,8052949,,,2111199,10164148,0,0,0,23.55
1110,東泥,2022Q1,twse,1775189,9354204,11129393,1442134,924969,2367103,5720008,,188373,2205749,575265,-12185,8677210,,,85080,8762290,,0,2112865,15.23
1201,味全,2022Q1,twse,6442338,12186826,18629164,6749443,4849697,11599140,5060629,,36115,2075397,-150438,,7021703,,,8321,7030024,0,0,0,13.88
1203,味王,2022Q1,twse,4720092,5085103,9805195,1730190,1483379,3213569,2400000,,208337,2805064,106473,-38464,5481410,,,1110216,6591626,0,0,2293865,23.06
1210,大成,2022Q1,twse,28416049,30911919,59327968,29307645,2392554,31700199,8521593,,3294766,6227923,1821083,-219132,19646233,,,7981536,27627769,,0,46723305,24.39
1213,大飲,2022Q1,twse,179120,940555,1119675,197128,507615,704743,566226,,21938,-173055,-177,,414932,,,,414932,0,0,0,7.33
