stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2019Q2,twse,89804382,58366859,148171241,100086208,11111137,111197345,16184093,1573970,8539174,2571499,-29834,28838902,,8134994,36973896,,0,4680487,17.87
1718,中纖,2019Q2,twse,546404162,163919101,710323263,631152495,19930549,651083044,16213672,1694875,5359103,148004,-1227909,22187745,,37052474,59240219,,0,310784583,18.31
2207,和泰車,2019Q2,twse,166389845,78580801,244970646,167876645,18907454,186784099,5461792,292159,42709483,848185,,49311619,,8874928,58186547,0,0,0,90.28
2905,三商,2019Q2,twse,191149328,1047520238,1238669566,15448061,1186491005,1201939066,8266827,1885037,8108579,-2913705,-532672,14814066,0,21916434,36730500,0,0,47752000,19.02
