stock_id,name,period,market,現金及約當現金,應收款項,當期所得稅資產,待出售資產,投資,再保險合約資產,不動產及設備,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,當期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,以成本衡量之金融負債,應付債券,特別股負債,其他金融負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2017Q3,twse,2453121,816796,14687,,6688823,4298945,818853,82446,1718,846603,,16021992,,926735,,,,,,,,,10560225,44087,,240524,64047,73350,,11908968,2129600,0,2016991,-57410,,4089181,,,23843,4113024,0,0,0,19.20
2832,台產,2017Q3,twse,3943045,560570,,,10198134,2176450,375492,3079,21010,692360,,17970140,,864767,27038,,,,,,,,8201948,,,79104,274092,105442,,9552391,3622004,98962,4681267,15516,,,,,,8417749,,0,0,23.24
2850,新產,2017Q3,twse,6582543,1309193,23923,,14930547,6403585,1029345,48299,204486,817205,0,31349126,,1944058,108749,,8501,,,,,,19588099,,,231463,47247,161831,,22089948,3159633,64777,5367081,667687,0,,,,,9259178,,0,0,29.30
2851,中再保,2017Q3,twse,16854265,124128,0,,13471165,4253166,207553,1265,56486,1084177,,36052205,,310249,151161,,35733,,,,,,24526683,,,1950,97234,33991,,25157001,5622750,300000,4812750,159704,,,,,,10895204,,0,0,19.38
2852,第一保,2017Q3,twse,1194576,540046,,,9475052,2563357,618285,13621,55346,536793,,14997076,,682562,23296,,,,,,,,8287502,,,207409,92934,70527,,9364230,3011638,0,2618259,2949,,,,,,5632846,,0,0,18.70
