stock_id,name,period,market,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
6015,宏遠證,2015Q1,tpex,13592089,694400,14286489,9272944,26696,9299640,4268388,36988,779876,-98403,0,4986849,,,4986849,0,0,0,11.68
6016,康和證,2015Q1,tpex,35870163,3118297,38988460,31086908,211109,31298017,6883368,17761,930345,-13293,-170856,7647325,,,7690443,0,0,20000000,11.44
6020,大展證,2015Q1,tpex,4154573,731295,4885868,1069949,31144,1101093,2523532,461,1239985,0,,3763978,,,3784775,0,0,0,14.92
6021,美好證,2015Q1,tpex,9373042,1184994,10558036,6036136,54968,6091104,3067559,12157,1477560,-90344,0,,,,4466932,0,0,0,14.56
6023,元大期貨,2015Q1,tpex,40843309,1836818,42680127,34955784,39610,34995394,2322763,1940976,2676228,744766,0,7684733,,,7684733,,0,0,33.08
6026,福邦證,2015Q1,tpex,5010475,449401,5459876,2816392,,2816392,2300000,6057,337427,0,0,2643484,0,,2643484,0,0,0,11.49
