stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2017Q2,twse,38727283,211091384,66849710,136307787,645,335729,53236028,345226,0,1570067254,4359851,360712540,55875,,44174207,9677525,32261383,534842,2252799,6104008,2537094076,103759700,,13263879,8449,38198405,17898948,36932040,1297556,,2070234199,53447575,1549000,,18291645,12696112,6101760,4770047,2378449315,110465199,17758986,29832930,586106,,,158643221,1540,158644761,,0,0,15.08
2881,富邦金,2017Q2,twse,180688313,220975669,139641431,1705735247,1668719,60609347,149597499,1839894,46464,1667108436,23427947,426967001,24216694,,1647349261,180591200,56785707,28048624,13464076,55823314,6584584843,101188288,8510516,53416914,3581819,136520904,8648674,117038768,12730920,,2174807374,181492941,3754840,,3114761017,184884277,9262521,26467313,6137067086,108336040,103683066,235736405,-633779,,,447121732,396025,447517757,0,0,0,41.27
2882,國泰金,2017Q2,twse,355314233,131991151,278016689,1530850336,283105,88893548,163280334,4248603,,2020044431,8112480,90474000,35376451,,3140887410,315363484,165248420,57227936,28555154,49379798,8463547563,75187547,,90918060,,74325892,47617019,83879474,11619571,,2025898760,98350000,,,4747503802,594609900,31414973,19801985,7901126983,133965102,130452104,253672347,37952635,0,0,556042188,6378392,562420580,0,0,0,41.51
2883,凱基金,2017Q2,twse,27423457,43762617,143084925,163291013,,31215380,95619610,958766,,276521855,,300000,14318552,27357080,61906856,2346787,14404188,7568685,4572385,14406447,929058603,29482333,,64337288,,125874397,27206408,72823079,729382,,320884564,22719875,19751368,,1343711,62790723,1537408,15121843,764602379,149757428,1109577,12842799,-343506,-2376747,,160989551,3466673,164456224,,0,323231938,10.99
2884,玉山金,2017Q2,twse,44295197,72538316,375625594,172711588,,0,96306026,14382,,1176464671,,3145712,,,15246360,1952843,27366621,6101403,745394,4738977,1997253084,68708435,,40049234,,12592835,4067966,31666334,1665098,,1638228817,45050000,3159575,,447072,5603836,770923,2072231,1854082356,101855000,24529129,15662863,595461,,,142642453,528275,143170728,,0,0,15.07
2885,元大金,2017Q2,twse,59588335,51443005,426622958,359642119,,34079731,169853211,1445123,9479421,786055230,464366,123419310,1974634,3352138,101343072,6071127,22250112,36396797,5890127,37344166,2236714982,29007965,,111469079,0,169539967,48375506,172467223,4984538,6113818,1076633417,68599436,55043366,3946627,171580198,70814449,3983379,22786798,2015345766,119986478,37961447,41906957,4678250,-1498603,,203034529,18334687,221369216,0,0,125875002,17.10
2886,兆豐金,2017Q2,twse,107157464,521256557,173126699,388446168,,2397332,81941032,288051,,1689801684,4315597,346800970,3124670,,14521536,1704325,21890568,358064,5686190,4421229,3367238136,287085310,31034861,11137173,,206005571,10336597,85383253,9306861,,2349990200,41946917,1246466,,24999616,11821172,2256607,5973434,3078524038,135998240,68194233,85169243,-689477,0,0,288672239,41859,288714098,,0,0,21.23
2887,台新新光金,2017Q2,twse,17206283,47979169,88294561,301547462,,6496598,123997304,962590,,928370767,,6126,37288897,,11384040,861543,18671352,2188849,2845711,8528652,1596629904,53587498,,18286506,,80204188,9669834,30668233,1938243,,1136658698,61700000,7889447,,1172297,42249352,56241,3315878,1447396415,107725298,26457160,15085736,-167380,,,149100814,132675,149233489,,293000,0,14.39
2889,國票金,2017Q2,twse,2518066,162,105505434,105792204,,685158,20016814,488555,,,,0,1627122,,5142284,,1993382,357758,110616,1011295,245248850,,29524201,321393,,157510503,9408407,9177009,207911,,,,,,1399175,1732642,31020,660558,209972819,27866659,122240,2736054,526838,-158123,,31093668,4182363,35276031,,0,20000000,11.41
2890,永豐金,2017Q2,twse,34907734,114112235,121980108,244043969,,10468667,80217792,259205,,917115761,,68871527,401155,,43277507,2622941,12468313,3051425,2980131,19206870,1675985340,36038227,,20447675,13540,71056714,47795638,37001178,811041,,1212168797,45569763,25049294,18437,3138238,32959782,1469288,8478033,1542015645,110500530,2228771,20932601,304331,,,133966233,3462,133969695,,0,0,12.55
2891,中信金,2017Q2,twse,132492566,298354150,174503886,748691754,223611,25576088,154853490,1909130,,2151031367,2434001,349812943,17785089,,820207622,56169317,52869221,23413677,13082287,44029990,5067440189,77868345,15051345,74531268,281876,68581731,31600931,105136110,5261994,,2826426634,114693780,,,1252267684,194351866,2755343,14850009,4783658916,194969896,33717244,70654112,-15062549,-582754,,283695949,85324,283781273,0,0,27168000,14.57
2892,第一金,2017Q2,twse,50184966,188954763,91738950,153277213,0,0,66065861,533733,,1550263991,12320,374636441,2237949,,36160985,9510323,27168161,338673,1689980,3357218,2556131527,140107903,88963,34215064,0,7968189,15202239,79976575,2730274,,1961176903,42300000,1169480,,14907710,59046733,5729769,4720738,2369340540,122163933,25916221,32621938,5823112,,,186525204,265783,186790987,0,0,0,15.57
5880,合庫金,2017Q2,twse,41933153,272598260,41356654,203364050,,1479821,34251309,1314960,,1960080543,10840,514768584,118416,,207827369,4148742,38336053,3571532,1374853,2750043,3329285182,235300673,,14555334,,44499350,15804547,52353567,1241664,,2547677958,66610000,1649561,,50630526,95385778,3010113,2003644,3130722715,122027036,57964343,13647423,843671,,,194482473,4079994,198562467,,0,0,16.42
