stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2026Q2,twse,178175523,75813127,253988650,172336135,22232447,194568582,16184093,,2158818,16677724,12841058,-134336,47727357,,11692711,59420068,,0,18492487,29.83
1718,中纖,2026Q2,twse,806550248,240664803,1047215051,914874273,35139904,950014177,16859057,,1751559,3554953,2630444,-1207289,23588724,,73612150,97200874,,0,360134645,17.79
2207,和泰車,2026Q2,twse,385025361,169737406,554762767,385976928,44420023,430396951,5571028,,2919185,72209372,4960113,,85659698,,38706118,124365816,0,0,0,153.76
2905,三商,2026Q2,twse,132680399,1557629982,1690310381,63470541,1498299708,1561770249,11103717,,4219689,44247440,-14528219,-592930,44449697,0,84090435,128540132,0,0,57093000,42.20
