stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2022Q1,twse,123199298,67053135,190252433,124396011,20048825,144444836,16184093,,1947073,12485324,4771267,-29834,35357923,,10449674,45807597,,0,4680487,21.91
1718,中纖,2022Q1,twse,612605897,198078967,810684864,712788068,25205189,737993257,16862097,0,1738153,4939690,1037738,-1136802,23440876,0,49250731,72691607,,0,344529645,17.47
2207,和泰車,2022Q1,twse,265038058,103257608,368295666,251647853,26748285,278396138,5461792,,2926579,55622346,3852385,,67863102,,22036426,89899528,0,0,0,124.25
2905,三商,2022Q1,twse,160288839,1306807134,1467095973,21405072,1401178727,1422583799,9133620,0,2594564,11767772,-5249574,-488279,17758103,0,26754071,44512174,0,0,48173000,20.53
