stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2020Q4,twse,26452525,235739431,14581474,122695821,345283447,231693,,21481338,396516,,,1477886845,,,25590786,20908603,1519247,13858910,687613,3379099,2746871,2313440219,103221627,14829050,7293565,,1226633,22237409,841436,,1917987149,61351032,,,1949149,5316038,1343548,8301861,2487932,2148386429,103847236,,,57352741,3853813,0,165053790,,,,165053790,,0,0,15.89
2812,台中銀,2020Q4,twse,11709619,40371218,30867825,41009840,112624454,,12773121,13483664,3279,,,456541322,163148,439283,2246,12332669,978218,18014,213470,795104,2443527,736770021,7037338,8510652,785819,,2300077,7349384,162112,,636589468,11500000,,,1695813,1424492,1006781,111021,975311,679448268,41516943,,803606,13697447,1303757,0,57321753,,,0,57321753,0,0,0,13.81
2820,華票,2020Q4,twse,264720,,106155540,105237279,,,4732882,782861,268510,,,,,,566011,153086,2659,,,73816,46637,218284001,6140000,,39252,,179726810,425800,139115,,,,,,4499227,1440191,2695,175281,246188,192834559,13429600,,8804,10489709,1521329,,,,,,25449442,0,0,0,18.95
2834,臺企銀,2020Q4,twse,30817437,114195668,15597556,117355850,228003332,,6132162,43448157,306417,,,1209716083,,,13781,14514906,1073757,,375008,1843835,8241104,1791635053,118201039,29040100,8639002,,2055991,47787075,3053,,1418572000,53250000,,,5492366,3393417,1062021,901581,4578659,1692976304,74885834,,815900,19245962,3711053,0,98658749,0,,0,98658749,0,0,0,13.17
2836,高雄銀,2020Q4,twse,3052881,10715105,1499992,25127324,51616733,,1993060,1836132,0,,,176158959,,,209120,3136136,366560,,127771,151412,168376,276159561,10411348,1167860,31323,,8171385,3586176,26639,,230183260,5500000,,,0,394488,363186,,109272,259944937,11295577,,1146066,3226756,546225,,,,,,16214624,0,0,0,15.00
2838,聯邦銀,2020Q4,twse,8961438,24325798,34881848,53403733,90697662,,63911473,24936576,50085,,,422845363,1536989,,4549698,7925277,1741760,5288112,2166337,792478,9543375,757558002,12481114,3786720,206002,,44428176,5594014,121567,,606860499,7200000,1464796,524000,7420161,268774,1723121,1696935,3589711,697365590,32933688,,8040035,13366042,5851070,,60190835,,,1577,60192412,,0,0,18.28
2845,遠東銀,2020Q4,twse,6409009,33137664,31757436,177659673,1077764,,10960705,21300724,,,,383192769,1911929,,6654960,2984953,825209,,1648636,212925,313111,680047467,984839,22340,5196435,,3530487,5054390,176737,,582152911,22601900,,,9058823,1063091,839255,,622554,631303762,34481044,,456426,12830481,975754,,48743705,,,,48743705,,0,0,14.14
2849,安泰銀,2020Q4,twse,2084508,13791841,12871191,39716227,34163724,,1293989,4113977,0,,,200190097,,,13055,675749,605575,,191597,468038,1281448,311461016,3886616,30700,488651,,1217698,2487275,100604,,263336062,,,0,4173783,479247,605963,19059,113406,276939064,19579101,,404990,13915427,622434,0,,,,,34521952,0,0,0,17.63
2897,王道銀行,2020Q4,twse,9621739,18125019,162494696,172509235,,,4732882,14952859,362328,,,183710973,789863,,858462,2672567,429678,,2207244,895887,1050198,575413630,28479755,,790298,,181165826,2740642,172428,,267719672,16400000,,,18102763,2102012,444659,793255,2249555,521160865,30330063,,5966,5200426,57744,-38304,35555895,,,18696870,54252765,,5737000,0,11.75
5876,上海商銀,2020Q4,twse,80572282,208799780,13657815,508237023,107685748,,146817,18542624,122342,85844,,1136430305,1880035,,1298179,20623537,2206304,5806484,1657682,1263521,4725468,2113741790,46817661,,6134500,,25781411,31908782,1251695,,1685896814,82223874,,,10532955,2815862,2287181,9920049,3071794,1908642578,44816031,,16550661,88927345,4892363,-83144,155103256,,,49995956,205099212,,11397439,0,34.70
