stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2019Q4,tpex,3583394,1399233,4982627,1359983,85922,1445905,2374904,119608,1087425,-45215,,,,,,3536722,0,0,0,14.89
6015,宏遠證,2019Q4,tpex,10560405,995091,11555496,7562467,93361,7655828,3505008,237869,133968,48459,-25636,3899668,,,,3899668,0,0,3867000,11.25
6016,康和證,2019Q4,tpex,21296819,4356146,25652965,17917687,438286,18355973,6103227,180208,843726,266179,-146315,7247025,,,49967,7296992,0,0,17837000,12.23
6020,大展證,2019Q4,tpex,5197063,839031,6036094,2028780,11323,2040103,2523532,461,1315312,156207,,3995512,,,479,3995991,0,0,0,15.83
6021,美好證,2019Q4,tpex,6509692,820753,7330445,2626706,61726,2688432,3067559,12157,1529805,32492,,4642013,,,,4642013,,0,0,15.13
6023,元大期貨,2019Q4,tpex,71245136,3038753,74283889,65326061,101691,65427752,2322763,940976,4296129,1296269,,8856137,,,,8856137,0,0,0,38.13
6026,福邦證,2019Q4,tpex,4571864,802093,5373957,1924859,5426,1930285,2448264,26939,635740,2998,,3113941,,,329731,3443672,,576500,0,12.70
