stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,備供出售金融資產－淨額,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,貼現及放款－淨額,再保險合約資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2016Q4,twse,49695558,173059582,63108328,121586378,876,349015,39320895,330891,52653,1578533168,4107957,400946073,57665,,65862973,9633097,32369672,536897,2410889,3979395,2545941962,122944916,,13713879,15162,41941561,15706047,38697024,1271789,,2062911746,50646716,1670000,,18060519,9383510,6109882,3885941,2386958692,105204951,17758986,36464135,-446342,,,158981730,1540,158983270,,0,0,15.11
2881,富邦金,2016Q4,twse,176347729,280627636,163910238,1631039162,1329276,94388499,134983628,1618718,49606,1636622497,23804912,377185061,23300447,,1471680907,175529080,57262849,28900583,9991402,62686042,6351258272,80851838,7081137,97546186,2935500,122889790,654787,84255953,9823469,,2121289731,178601095,4420000,,2999495105,177391307,10794468,26122520,5924152886,108336040,102713132,238544307,-22773818,,,426819661,285725,427105386,0,0,0,39.40
2882,國泰金,2016Q4,twse,196549185,71940935,244529264,1591359657,232269,49524682,154212060,4215323,0,2045532795,8767841,81826739,35209790,,3036381213,311014127,164114231,58597243,14729993,66400120,8135137467,77493795,0,115014826,0,59139059,41578838,55295781,3512350,,1999943172,51900000,,,4596525084,561224829,26362443,17323269,7605313446,133965102,130448697,252687821,6222952,,,523324572,6499449,529824021,0,0,0,39.06
2883,凱基金,2016Q4,twse,28312347,71884564,159280102,106359065,,29883158,92190214,855145,,252376992,,300000,12675804,27933924,64285076,2179356,14512916,7948378,4912053,16308415,892197509,31078769,,51565266,,119560443,17549797,60337328,826620,,315451964,27684236,19878458,,1373667,62753830,1487885,15552208,725100471,149744213,1104521,16798782,-1782652,-2376747,,163488117,3608921,167097038,,1000,323231938,11.16
2884,玉山金,2016Q4,twse,36813204,62731770,366689364,141645924,,173470,83935869,33,,1118148669,,3616960,,,31009269,2033334,26439666,6241852,438264,4382542,1884300190,52516006,,42145098,,8881723,2557414,27503039,1636966,,1557116388,48950000,3592271,,442271,6903561,925546,1948549,1755118832,87654000,20658669,19802447,409359,,,128524475,656883,129181358,,0,0,14.66
2885,元大金,2016Q4,twse,62625574,137403382,392778509,277420469,,36499146,146219693,1845929,36265,791673242,415679,116136617,2052715,5546781,99416653,6153340,20885538,36600681,6238885,22296486,2162245584,28846322,,101204943,220,195838373,19295184,153687021,4732529,,1050062790,78197495,45821349,3896505,161386351,74506891,3879175,21095871,1942451019,119986478,37956289,40441423,4524288,-1498603,,201409875,18384690,219794565,0,0,125875001,16.96
2886,兆豐金,2016Q4,twse,98131357,540011742,186317373,354464708,,2855885,86825802,577485,0,1715278766,4261668,280997362,3108470,,14955209,1711561,21787452,270438,5463227,2772911,3319791416,401731599,39974427,12105231,,231191763,11701649,59001999,8589599,,2171287924,41924088,5954030,,25047224,10849706,2201659,6203075,3027763973,135998240,68194233,89958846,-2165966,0,,291985353,42090,292027443,0,0,0,21.47
2887,台新新光金,2016Q4,twse,20274849,76897693,89814395,302421489,,5340360,113258142,534816,,877317379,,6126,36822426,,14051576,866065,18514420,2200915,2950676,15714400,1576985727,46966461,,35815311,,70108624,8537889,30162981,1123810,,1104139089,75000000,7485844,,1165486,44120749,127762,3356087,1428110093,103825072,27132585,18051306,-257823,,,148751140,124494,148875634,,7649000,0,14.33
2889,國票金,2016Q4,twse,1993195,177492,123200250,103914636,,589962,15073595,488767,,,,988462,1618287,,4552218,,1903896,364019,96821,1210981,256172581,,18505752,235128,,183998860,8211458,6706110,177103,,,,,,1399410,1453999,21081,431166,221140067,27460748,100068,3542751,147381,-316245,,30934703,4097811,35032514,,0,40000000,11.43
2890,永豐金,2016Q4,twse,28122261,142406843,117189893,241794535,,16758811,75586574,393253,,894394211,,78132231,420179,,45466838,2649839,12565470,3209306,2988558,16851549,1678930351,29854651,,26801740,19705,45686894,46819831,34745908,790532,,1249596128,41779336,25997020,18437,3215411,30482014,1562452,7662339,1545032398,106763797,2227009,24016672,832637,,,133840115,57838,133897953,,0,0,12.54
