stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2023Q4,twse,59446777,183833192,73576072,261736003,453142979,,,20991624,135733,,,1802524696,,,1235692,21047700,1938304,13872697,996476,3361545,3034649,2900874139,113218248,,6594822,,11138326,36498738,1795507,,2475788955,49163511,,,1234258,3306843,1783082,9874181,2479612,2712876083,108582930,,,72359229,7055897,0,187998056,,,,187998056,,0,0,17.31
2812,台中銀,2023Q4,twse,26978259,43950642,31233562,64687776,111914866,,10696795,22156479,2,,,541844103,172446,127681,190878,17923896,1063394,1193306,250853,806669,2756182,877947789,11615468,12482762,2971490,,5756555,10969541,831989,,728915771,16500000,,,7658434,1318560,1093882,109486,1208867,801432805,52260953,,1528256,21028918,1696857,0,76514984,,,0,76514984,0,0,0,14.64
2820,華票,2023Q4,twse,267744,,118132745,95914946,2186554,,2865025,1624319,345204,,,,,,59378,143512,17114,,,220167,579151,222355859,17903510,,34231,,177268017,569737,,,,,,,0,1376922,17343,36147,216728,197422635,13429600,,13509,11947244,-457129,,,,,,24933224,,0,0,18.57
2834,臺企銀,2023Q4,twse,34356881,119931580,73366025,189415924,252895142,,7110485,11907936,351197,,,1491313443,0,,8227,14046879,1284449,,921536,2015839,10888988,2209814531,163162556,1431840,9394136,,1786715,24342295,101003,,1823413234,53850000,,,2136402,2903375,1319108,878623,4972959,2089692246,82224061,,815900,36097730,984594,,120122285,,,,120122285,0,0,0,14.61
2836,高雄銀,2023Q4,twse,6178385,16467581,2307209,36860199,53221928,,2795885,1554456,,,,183501854,,,227826,3030904,359643,,106650,117315,165378,306895213,11113879,0,46192,,14532995,4350135,129157,,251817021,5377000,,,,435107,359849,,183817,288345152,12742981,,1057133,5008876,-258929,,,,,,18550061,,0,0,14.56
2838,聯邦銀,2023Q4,twse,11526796,31773751,52855566,58459080,81648341,,62727638,37808389,15608,,,564107624,1942531,,1841988,15351294,1819034,4669256,2161412,943965,9494772,939147045,12844229,1403184,1824034,,61079195,9166930,226334,,756162659,5000000,927202,375000,11414307,361129,1812408,2284362,3623617,868504590,39789525,,8125732,17899120,2619575,,68433952,,,2208503,70642455,,0,0,17.20
2845,遠東銀,2023Q4,twse,6855577,41011820,40846407,64259784,132436004,,2240685,19208528,,,,467728161,2735151,,6817244,5139531,1089010,,1572187,174527,389876,792504492,1489494,133333,8397692,,1255766,5830924,158386,,660747761,16901900,,,36267896,762463,1108714,,575351,733629680,40694838,,302926,18035610,-158562,,58874812,,,,58874812,,0,0,14.47
2849,安泰銀,2023Q4,twse,3688389,11868933,17880676,41556101,37195997,,,4115556,132129,,,217803497,,,0,673025,843784,58946,262621,683476,1089708,337852838,2009732,,285685,,0,2652981,0,,297220785,,,,871879,278845,831834,46810,120255,304318806,19576094,,402822,14812688,-1257572,0,,,,,33534032,0,0,0,17.13
2897,王道銀行,2023Q4,twse,5555800,23520359,154882250,170682918,25859398,,2865025,4605691,625032,,,222933448,6994838,,1059166,2389637,446591,,1675179,959517,1694152,626749001,30339249,,1401705,,194087268,5232200,302271,,316562298,12950000,,,3736137,1979779,463732,715671,460945,568231255,30330063,,19624,11742262,-1828393,-161521,40102035,,,18415711,58517746,,17522000,0,13.30
5876,上海商銀,2023Q4,twse,57458262,385084350,8459079,388589217,268753450,,5421476,22434874,201172,,,1231280546,2123915,,3497,22964969,1860185,7265031,2127094,4387317,14881306,2423295740,40741321,0,7042083,,591289,38174213,2247639,,1986091847,77883895,,,7540036,3576833,1874005,10824201,3111982,2179699344,48616031,0,27548445,106715947,519765,-83144,183317044,,,60279352,243596396,0,11397439,0,37.80
