stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2020Q3,twse,114553490,264852558,379406048,70382185,101450266,171832451,59414007,,47637455,67411710,19439117,-499691,193402598,,,14170999,207573597,,0,11521600,32.61
1102,亞泥,2020Q3,twse,93073533,208996541,302070074,71967060,63410573,135377633,33614472,,1459679,108794758,-1415587,,142453322,,,24239119,166692441,,0,0,42.38
1103,嘉泥,2020Q3,twse,10184627,27512662,37697289,2778787,11831242,14610029,7747805,,958087,10412497,4283313,-1119023,22282679,,,804581,23087260,,0,131805320,34.66
1104,環泥,2020Q3,twse,4107669,19024145,23131814,3795747,1413468,5209215,6536092,,41430,11147404,69885,,17794811,,,127788,17922599,,0,0,27.23
1108,幸福,2020Q3,twse,5190702,2682682,7873384,1977994,1315534,3293528,4047380,,9,535750,-3357,,4579782,,,74,4579856,,0,0,11.32
1109,信大,2020Q3,twse,5542237,5270153,10812390,1796362,189610,1985972,3419579,,22651,3820754,-259278,,7003706,,,1822712,8826418,0,0,0,20.48
1110,東泥,2020Q3,twse,1803988,7812893,9616881,530789,605236,1136025,5720008,,188267,2073544,450412,-12185,8420046,,,60810,8480856,,0,2112865,14.77
1201,味全,2020Q3,twse,6459811,12163396,18623207,7605412,4450451,12055863,5060629,,36113,1790161,-327331,,6559572,,,7772,6567344,0,0,0,12.96
1203,味王,2020Q3,twse,4268128,5034974,9303102,1761840,1420573,3182413,2400000,,197092,2432029,59142,-38464,5049799,,,1070890,6120689,0,0,2293865,21.24
1210,大成,2020Q3,twse,24579211,26910770,51489981,21930226,3308537,25238763,8273391,,3167651,6735593,825248,-219132,18782751,,,7468467,26251218,,0,45362433,24.02
1213,大飲,2020Q3,twse,264310,1025403,1289713,497583,238690,736273,566226,,21938,-34585,-139,,553440,,,,553440,0,0,0,9.77
