stock_id,name,period,market,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2016Q2,twse,77585729,49794313,127380042,84561543,9843542,94405085,16184093,1570404,6389177,801896,-29834,24915736,,8059221,32974957,,0,4680487,15.44
1718,中纖,2016Q2,twse,538256488,82288643,620545131,551253787,19581320,570835107,14294934,1559957,5643701,-237272,-1254607,20006713,,29703311,49710024,0,0,278464859,18.47
2514,龍邦,2016Q2,twse,969103,12554820,13523923,3546061,2268153,5814214,5569233,291334,2660776,-730631,-82373,7708339,,1370,7709709,,0,4480000,13.95
2905,三商,2016Q2,twse,158704093,752071015,910775108,11024548,867974903,878999451,7154059,996570,7057935,-1695031,-532672,12980861,0,18794796,31775657,0,0,39354000,20.22
