stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
2855,統一證,2023Q3,twse,118696931,9741054,128437985,96635467,93145,96728612,14558313,,91261,15668657,1298087,,31616318,,,93055,31709373,0,0,0,21.72
6005,群益證,2023Q3,twse,203487868,23075922,226563790,182733020,1957250,184690270,21709081,,2743256,12350392,2037422,,38840151,,,3033369,41873520,,0,0,17.89
6024,群益期,2023Q3,twse,48913433,841670,49755103,42685191,87257,42772448,2104376,,1663251,3176055,36322,,6980004,,,2651,6982655,0,0,0,33.17
