stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2016Q4,twse,77884012,189104684,266988696,55104919,64487106,119592025,36921759,13534162,47337524,8974606,,106768051,,,40628620,147396671,,0,0,28.92
1102,亞泥,2016Q4,twse,42148568,196322217,238470785,40857530,56950034,97807564,33614472,1167881,91599413,-3718689,,122663077,,,18000144,140663221,,0,0,36.49
1103,嘉泥,2016Q4,twse,9443483,16685434,26128917,1981486,8334173,10315659,7747805,617579,8335423,-1447600,-1149426,14103781,,,1709477,15813258,,0,131226000,21.92
1104,環泥,2016Q4,twse,3644849,16702301,20347150,2569341,1381686,3951027,6345720,47112,9650044,221727,,16264603,,,131520,16396123,,0,0,25.63
1108,幸福,2016Q4,twse,5360762,2391882,7752644,2604897,345911,2950808,4047380,8,696907,27400,0,4771695,,,30141,4801836,0,0,0,11.79
1109,信大,2016Q4,twse,2784672,5858992,8643664,1239358,1075485,2314843,3789007,22299,1567993,27667,0,5406966,,,921855,6328821,0,0,0,14.27
1110,東泥,2016Q4,twse,1998413,7209833,9208246,251953,315443,567396,5720008,185044,2007235,607502,-12185,8507604,,,133246,8640850,,0,2112865,14.93
1201,味全,2016Q4,twse,19715510,14152423,33867933,22986719,3791828,26778547,5060629,688,-361846,-15442,,4684029,,,2405357,7089386,0,0,0,9.26
1203,味王,2016Q4,twse,3840797,4759749,8600546,1670553,1647121,3317674,2400000,112965,1816095,90791,-38464,4381387,,,901485,5282872,0,0,2293865,18.43
1210,大成,2016Q4,twse,19613298,18250994,37864292,15899996,1781282,17681278,7363944,2471263,4385307,853315,-306199,14767630,,,5415384,20183014,,0,52894691,21.61
1213,大飲,2016Q4,twse,404937,446294,851231,125998,31192,157190,566226,21938,106077,-200,,694041,,,,694041,0,0,0,12.26
1215,卜蜂,2016Q4,twse,4654788,6532390,11187178,4081285,497156,4578441,2679910,967,2223021,1502172,,6406070,,,202667,6608737,0,0,0,23.90
1216,統一,2016Q4,twse,139819001,238766464,378585465,140997934,84887265,225885199,56820154,3900138,35508754,-1823199,,94405847,,,58294419,152700266,0,0,0,16.61
1217,愛之味,2016Q4,twse,2093466,9452223,11545689,2818893,2685421,5504314,4945134,256837,315859,-168212,0,5349618,,,691757,6041375,0,0,0,10.82
1218,泰山,2016Q4,twse,3134401,4748445,7882846,2415600,1991079,4406679,3533360,23770,149478,-32070,-203876,3470662,,,5505,3476167,0,0,13680042,10.22
1219,福壽,2016Q4,twse,3957017,4072053,8029070,1867229,2284981,4152210,3188256,32946,634818,-1125,,3854895,,,21965,3876860,0,0,0,12.09
1220,台榮,2016Q4,twse,1955083,1059337,3014420,402939,208859,611798,1770779,1413,525675,-63663,0,2234204,,,168418,2402622,,0,0,12.62
1225,福懋油,2016Q4,twse,4072762,2587852,6660614,1848501,1134402,2982903,2187030,121015,970263,-41694,,3236614,,,441097,3677711,,0,0,14.80
1227,佳格,2016Q4,twse,15127876,6691210,21819086,6865895,535430,7401325,8798939,72397,5449618,-81797,-21182,14217975,,,199786,14417761,0,0,6412953,16.28
1229,聯華,2016Q4,twse,2482242,23764267,26246509,3348227,783722,4131949,9109378,753539,9526491,2646620,-2393,22033635,,,80925,22114560,,0,100000,24.19
1231,聯華食,2016Q4,twse,2963371,3410579,6373950,1720611,1629447,3350058,1530008,72657,1381294,22127,,3006086,,,17806,3023892,,0,0,19.65
1232,大統益,2016Q4,twse,4920167,589563,5509730,1638203,65008,1703211,1599749,23784,2136229,0,,3759762,,,46757,3806519,0,0,0,23.50
1233,天仁,2016Q4,twse,783592,1208492,1992084,445176,122513,567689,905919,54263,522330,-60087,-2754,1419671,0,,4724,1424395,0,0,60000,15.68
1234,黑松,2016Q4,twse,7231944,15063020,22294964,2069991,2387178,4457169,4018711,184583,13627285,7216,0,17837795,,,0,17837795,,0,0,44.39
1235,興泰,2016Q4,twse,3191782,1049967,4241749,1420435,55186,1475621,606623,41515,462220,1665293,-9953,2765698,,,430,2766128,,0,1978138,47.13
1236,宏亞,2016Q4,twse,840751,2315733,3156484,511419,810956,1322375,1083425,33396,427350,289938,0,1834109,,,0,1834109,0,0,0,16.93
1256,鮮活果汁-KY,2016Q4,twse,1130923,600366,1731289,688752,117512,806264,271656,60109,620882,-31646,,921001,,,4024,925025,,0,0,33.90
1301,台塑,2016Q4,twse,173359433,282306639,455666072,80455932,62139653,142595585,63657408,11428970,162650639,75333470,,313070487,,,,313070487,0,0,0,49.18
1303,南亞,2016Q4,twse,217478209,319706595,537184804,84918274,101233064,186151338,79308216,23155633,191296477,44692788,,338453114,,,12580352,351033466,,0,0,42.68
1304,台聚,2016Q4,twse,33880175,28115300,61995475,14291961,15684028,29975989,11426024,216135,6474504,85739,-475606,17726796,,,14292690,32019486,0,0,111943075,17.20
1305,華夏,2016Q4,twse,7200056,6108931,13308987,2480133,3073034,5553167,4776695,8220,2549432,41138,,7375485,0,,380335,7755820,0,0,0,15.44
1307,三芳,2016Q4,twse,8896453,6327784,15224237,3969683,2351589,6321272,3978181,137866,4461237,325681,,8902965,,,,8902965,,0,0,22.38
1308,亞聚,2016Q4,twse,6220412,8449617,14670029,2425963,2746861,5172824,5030240,14046,4153022,299897,,9497205,0,,0,9497205,0,0,0,18.88
1309,台達化,2016Q4,twse,4926613,3550207,8476820,3260740,1836962,5097702,3276518,469,18182,83949,,3379118,,,,3379118,0,0,0,10.31
1310,台苯,2016Q4,twse,4843559,6944195,11787754,3047734,1189887,4237621,5278698,70339,1983443,-149113,,7183367,,,366766,7550133,,0,0,13.61
1312,國喬,2016Q4,twse,7772016,17233032,25005048,2887286,1270543,4157829,9266203,123604,8192056,862265,-199604,18244524,,,2602695,20847219,0,0,8254473,19.87
1313,聯成,2016Q4,twse,15549772,20848545,36398317,9028655,8961208,17989863,11712366,1111644,4663794,1288202,-367552,18408454,,,0,18408454,0,0,38417000,16.25
1314,中石化,2016Q4,twse,16082533,60372732,76455265,10462969,14929630,25392599,23199897,18141,29122523,-1521952,,50818609,,,244057,51062666,0,0,0,21.90
1315,達新,2016Q4,twse,4436139,5130607,9566746,1271670,1006551,2278221,1980000,78348,3748499,1584719,-118879,7272687,0,,15838,7288525,0,0,7137000,38.10
1316,上曜,2016Q4,twse,3574903,618859,4193762,2198988,62493,2261481,1148578,93721,-129845,32784,-19882,1125356,,,806925,1932281,0,0,9300000,10.66
1319,東陽,2016Q4,twse,10042386,26423100,36465486,9010181,7303154,16313335,5914771,4149257,9275102,-135542,,19203588,,,948563,20152151,,0,0,32.47
1321,大洋,2016Q4,twse,1518457,9400253,10918710,1218314,4834453,6052767,2272283,7792,2664915,-42858,-36189,4865943,0,,0,4865943,0,0,6542716,22.05
1323,永裕,2016Q4,twse,2271661,1536476,3808137,551971,1250192,1802163,912745,56424,831256,-42419,-2813,1755193,,,250781,2005974,0,0,1200017,19.49
1324,地球,2016Q4,twse,953459,392122,1345581,278886,65988,344874,751219,0,255828,-6340,0,1000707,,,0,1000707,0,0,0,13.32
1325,恆大,2016Q4,twse,1074240,904649,1978889,105485,65796,171281,852812,3318,879546,-10693,,1724983,,,82625,1807608,0,0,0,20.23
1326,台化,2016Q4,twse,236805328,307631262,544436590,79209915,85586263,164796178,58611863,8622642,161151188,91965445,-360572,319990566,,,59649846,379640412,0,0,18535610,54.77
1337,再生-KY,2016Q4,twse,4297561,6792612,11090173,1178858,65732,1244590,2653681,2955669,4383645,-147412,,9845583,,,,9845583,,0,0,37.10
1338,廣華-KY,2016Q4,twse,5593223,3778047,9371270,2542974,339938,2882912,838400,2787090,2767404,-149432,0,6243462,,,244896,6488358,0,0,0,74.47
1339,昭輝,2016Q4,twse,2022330,4184603,6206933,1573192,1359775,2932967,741389,1166414,1157422,-36997,0,3028228,,,245738,3273966,,0,0,40.85
1340,勝悅-KY,2016Q4,twse,5539385,912708,6452093,493792,6683,500475,1148932,2540814,2519506,-257634,,5951618,,,,5951618,,0,0,51.80
1341,富林-KY,2016Q4,twse,1199500,275872,1475372,640324,13345,653669,455760,,560012,-194069,,821703,,,,821703,,0,0,18.03
1402,遠東新,2016Q4,twse,107539316,405920842,513460158,107183432,154084074,261267506,53528751,2859588,137393384,-2870205,-25063,190886455,,,61306197,252192652,,0,779000,35.67
1410,南染,2016Q4,twse,735694,809727,1545421,100047,177033,277080,720000,21784,487386,-16781,,1212389,,,55952,1268341,0,0,0,16.84
1413,宏洲,2016Q4,twse,831869,1468702,2300571,613529,908452,1521981,1321124,0,-542534,0,0,778590,,,0,778590,0,0,0,5.89
1414,東和,2016Q4,twse,778169,3903512,4681681,852304,781120,1633424,2200000,0,965509,-117252,,,,,,3048257,0,0,0,13.86
1416,廣豐,2016Q4,twse,3423104,7222009,10645113,2625506,2991287,5616793,2059357,126934,2546965,276952,0,5010208,,,18112,5028320,0,0,0,24.33
1417,嘉裕,2016Q4,twse,2999796,2184636,5184432,1169371,137037,1306408,3798837,,-260594,339781,,3878024,,,,3878024,,0,0,10.21
1418,東華,2016Q4,twse,464794,1307262,1772056,1126152,341918,1468070,1319276,8005,-849442,-75207,-98717,303915,,,71,303986,0,0,8733000,2.47
1419,新紡,2016Q4,twse,2191706,10140778,12332484,3609878,858705,4468583,3000413,1889,1925167,2893023,-13174,7807318,0,,56583,7863901,0,0,803829,26.09
1423,利華,2016Q4,twse,1425748,1366621,2792369,28513,204409,232922,1730000,122705,394982,311760,0,,,,,2559447,,0,0,14.79
1432,大魯閣,2016Q4,twse,1468132,6671750,8139882,1697559,3884154,5581713,1714376,685070,-254833,21526,-70174,2095965,,,462204,2558169,0,0,3500000,12.48
1434,福懋,2016Q4,twse,23210986,68819110,92030096,9293527,12456669,21750196,16846646,266458,13330120,36326427,-21501,66748150,,,3531750,70279900,0,0,2473228,39.68
1435,中福,2016Q4,twse,349180,756446,1105626,2547,167511,170058,1397801,1302,-304244,0,-159275,935584,,,-16,935568,,0,14424000,7.46
1436,華友聯,2016Q4,twse,6002732,700365,6703097,3067425,1353277,4420702,759000,245201,1278194,0,,2282395,,,,2282395,0,0,0,30.07
1437,勤益控,2016Q4,twse,1276889,8105963,9382852,2473969,1853422,4327391,1981899,323713,2641105,135465,-54404,5027778,,,27683,5055461,0,0,2652000,25.71
1438,三地開發,2016Q4,twse,579183,33627,612810,1725,68800,70525,1024115,81330,-563160,0,0,,,,,542285,,0,0,5.30
1439,雋揚,2016Q4,twse,1388010,745924,2133934,20220,149857,170077,920000,8686,1035171,0,0,,,,,1963857,0,0,0,21.35
1440,南紡,2016Q4,twse,8391654,32341761,40733415,8269228,6999290,15268518,16568159,75112,7765398,623179,,25031848,,,433049,25464897,0,0,0,15.11
1441,大東,2016Q4,twse,704532,2390619,3095151,826673,1707024,2533697,897991,16825,-348598,-4764,0,561454,,,,561454,0,0,0,6.25
1442,名軒,2016Q4,twse,11349660,842216,12191876,3533702,3379352,6913054,2688807,912849,1672589,4577,,5278822,,,,5278822,,0,0,19.63
1443,立益物流,2016Q4,twse,1363397,2931113,4294510,2434520,1037291,3471811,1353430,701,-239077,-18631,-9056,1087367,,,-264668,822699,0,0,460610,8.06
1444,力麗,2016Q4,twse,8281264,11101454,19382718,7350588,503241,7853829,9573029,77848,1081963,24389,-28470,10728759,,,800130,11528889,,0,10774028,11.33
1445,大宇,2016Q4,twse,1094892,1204884,2299776,229519,162541,392060,1386670,172064,316570,32412,0,1907716,,,0,1907716,0,0,0,13.76
1446,宏和,2016Q4,twse,3159890,670302,3830192,2005996,25501,2031497,1377095,268134,178835,-25369,0,1798695,,,0,1798695,0,0,0,13.06
1447,力鵬,2016Q4,twse,11947855,10506544,22454399,9048128,3037762,12085890,9144872,104051,1370945,-539671,-357738,9722459,,,646050,10368509,,0,82948106,11.69
1449,佳和,2016Q4,twse,2160241,3045287,5205528,1975422,2322428,4297850,1200000,31285,-968389,411668,-14290,660274,,,247404,907678,,0,317686,5.52
1451,年興,2016Q4,twse,7610202,5540234,13150436,1989770,1237522,3227292,4000000,410589,5598856,-153447,,9855998,,,67146,9923144,,0,0,24.64
1452,宏益,2016Q4,twse,1804006,844386,2648392,182664,50587,233251,1326414,151649,922434,14644,,2415141,,,,2415141,0,0,0,18.21
1453,大將,2016Q4,twse,747947,429142,1177089,119330,54910,174240,896747,2762,89027,1628,,990164,,,12685,1002849,,0,0,11.04
1454,台富,2016Q4,twse,1160854,982159,2143013,386952,110987,497939,1403098,70951,141404,106639,-77032,1645060,,,14,1645074,,0,7714103,12.41
