stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
5864,致和證,2024Q3,tpex,7461026,1600421,9061447,2720556,37337,2757893,3393292,,192145,2516195,201922,,,,,,6303554,,0,0,18.58
6015,宏遠證,2024Q3,tpex,13206073,1586623,14792696,8888378,492895,9381273,3892421,,389164,997430,132408,,5411423,,,,5411423,0,4355120,0,13.90
6016,康和證,2024Q3,tpex,40120558,6786022,46906580,36145849,1046156,37192005,6241777,,175331,2534540,701680,,9653328,,,61247,9714575,0,0,0,15.47
6020,大展證,2024Q3,tpex,5641199,1263255,6904454,2183821,1775,2185596,2523532,,461,1604730,589672,,4718395,,,463,4718858,0,0,0,18.70
6021,美好證,2024Q3,tpex,21658761,1402091,23060852,13456979,1747847,15204826,3110159,,55692,2668317,2021858,,7856026,,,,7856026,235000,0,0,25.26
6023,元大期貨,2024Q3,tpex,157989230,4548779,162538009,145586926,1615096,147202022,2899763,,3070484,6954628,2411112,,15335987,,,,15335987,0,0,0,52.89
6026,福邦證,2024Q3,tpex,11222604,1234966,12457570,6803481,13984,6817465,3961619,,153832,1482867,41787,,5640105,,,0,5640105,,0,0,14.24
