stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2024Q1,twse,53796307,255815808,154913805,406199701,842499484,,3081453,74973986,375936,,,2276344530,6402262,349705,,18367947,13594182,33678200,2248246,897814,3921912,4666447,4152127725,191027725,,4927351,,95332438,39600059,54118509,4684763,,3341587212,76287482,4515000,,24122987,80189952,2276906,6170458,9830163,3934671005,136427459,17761804,69602629,-6337478,,,217454414,2306,217456720,,0,0,15.94
2881,富邦金,2024Q1,twse,249441593,463510237,1798908126,679307228,3813602693,17477169,120146945,338938693,3213417,,,2864572718,31657536,59318511,,547196776,299595622,69187126,13162614,33612924,57447028,66088708,11526385664,142256752,0,95739001,15636533,117954241,80315841,198028944,5134015,,4050648395,310350974,15240420,,4772295318,642237258,20973651,53212037,95820348,10615843728,146149632,165034596,560454588,24811649,,,896450465,14091471,910541936,0,0,0,61.34
2882,國泰金,2024Q1,twse,310087265,297753006,1935812010,951433283,4800968914,70944,46402697,281671665,5719735,25955138,,2797404826,15816126,34906408,,788923831,468695281,108175655,5057725,34268462,87224698,84660842,13081008511,124403847,,182038241,1498788,32031582,69363803,99670773,1111498,7615778,3449622131,187114620,15942547,,7080406324,848873358,19365514,66123104,20960836,12206142744,162025102,202835087,539931595,-43964560,0,0,860827224,14038543,874865767,,0,0,53.13
2883,凱基金,2024Q1,twse,67497691,25495851,590919743,253322510,1712345219,1042153,73916950,190162909,900770,,,457359628,1093395,25859255,,180308465,59086562,31046889,11740451,17567988,21210166,95504203,3816380798,7790431,,76594415,868868,151718928,45913923,127864754,550358,,555482314,101690131,31438133,,2102824917,220985280,3998382,21121194,76763033,3525605061,184143230,33582435,93183893,-20269731,,,290639827,135910,290775737,0,0,0,15.78
2884,玉山金,2024Q1,twse,51843513,228933944,314525611,378933973,408195410,23315,10169328,142912525,74219,,,2112899306,,,,12055600,1766060,34508888,7291171,6233779,3223724,21161995,3734752361,51021707,,89251218,93291,22553062,9785406,45830507,3633837,,3096278699,45850000,363497,,1105026,111833043,4553675,2343549,4632687,3489129204,156820000,35089397,53222039,312078,,,245443514,179643,245623157,,0,0,15.67
2885,元大金,2024Q1,twse,81968918,77138918,595900718,322840253,543810439,,78968925,400304404,2630306,872315,,1139228058,1266249,2701129,3873943,117840169,11650491,26557286,13024829,30694527,6666812,77877337,3535816026,5286411,,163307103,,226413204,119533903,269418332,6748530,,1620445458,108694092,70298025,,385525565,142286206,6229372,6741835,83874226,3214802262,126890824,38188103,126200803,8037243,,,299316973,21696791,321013764,0,0,0,23.59
2886,兆豐金,2024Q1,twse,77153488,625533732,236757505,588271134,587205422,,2866964,115345905,8088,0,,2182832402,13840307,5597379,,6258137,2076810,21985758,2114326,1400805,7497344,8011090,4484756596,576194740,10914326,26304789,,317243869,38013256,107572821,11082434,,2912052121,31500000,15017730,,29494321,26977467,2182868,2613816,16031348,4123195906,144013382,76552384,136527509,4467415,0,0,361560690,0,361560690,0,0,0,25.11
2887,台新新光金,2024Q1,twse,31000292,115212600,195304467,165926106,747213370,,12695140,179904161,,,,1639357526,641177,543307,,41861235,5514245,25648104,2209856,3599062,7811011,28269068,3202710727,24329941,,64935035,,101667219,33730800,45618973,4393207,,2215648292,68175614,11153919,,250956861,145526900,2327340,1695034,10971297,2981130432,135770618,38197778,48372650,-788391,,,221552655,27640,221580295,,0,0,16.32
2889,國票金,2024Q1,twse,3077631,59,170641453,136319619,699366,,697690,49745112,48,,,,,5753284,,12294446,405070,7022649,126215,258780,515270,5844979,393401671,,42608314,2029127,,232373573,25615537,24334145,534913,,,,,,1761911,9146452,123863,33599,5381425,343942859,34473840,399930,7124604,560033,,,42558407,6900405,49458812,0,0,0,12.35
2890,永豐金,2024Q1,twse,35352901,140751496,169767433,398072295,301101119,,64953178,147118357,276392,,,1518761812,,1064836,,51173386,2247325,13301349,3617259,2425920,2317110,30289528,2882591696,123836501,2817136,75355846,,80452396,70242229,71344831,2892364,,2060463364,71678509,12212681,18437,3275330,87850379,3133525,1682600,18167454,2685423582,123764399,6129361,72917252,-5642898,,,197168114,0,197168114,,0,0,15.93
