stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2015Q1,twse,92471096,197311739,289782835,69579858,57983520,127563378,36921759,12225234,50339005,18821699,,118307697,,,43911760,162219457,,0,0,32.04
1102,亞泥,2015Q1,twse,75530943,212096147,287627090,67410775,52981529,120392304,33614472,1073920,96348507,16468033,,147504932,,,19729854,167234786,0,0,0,43.88
1103,嘉泥,2015Q1,twse,12473368,20103882,32577250,3618876,10309882,13928758,7768285,570096,8202652,1340053,-1149426,16731660,,,1916832,18648492,,0,131226016,25.92
1104,環泥,2015Q1,twse,2398494,17313460,19711954,2089370,1516837,3606207,6159697,28999,8248134,1514718,,15951548,,,154199,16105747,,0,0,25.90
1108,幸福,2015Q1,twse,5442970,2765216,8208186,2135953,1300489,3436442,4047380,0,665288,29700,0,4742368,,,29376,4771744,,0,0,11.72
1109,信大,2015Q1,twse,2621817,6443209,9065026,759736,1297674,2057410,4210008,22299,1579272,149762,0,5961341,,,1046275,7007616,0,0,0,14.16
1110,東泥,2015Q1,twse,1903486,7747273,9650759,245828,449739,695567,5720008,184916,2019536,1008307,-12185,8920582,,,34610,8955192,0,0,2112865,15.65
1201,味全,2015Q1,twse,21266850,17297297,38564147,22256155,5618731,27874886,5060629,688,2189161,262641,,7513119,,,3176142,10689261,0,0,0,14.85
1203,味王,2015Q1,twse,3449135,4849834,8298969,1224993,1721095,2946088,2400000,112965,1779217,159448,-38464,4413166,,,939715,5352881,0,0,2293865,18.57
1210,大成,2015Q1,twse,22276990,19200339,41477329,16336217,5019116,21355333,7363944,2377966,3150312,1557414,-306199,14143437,,,5978559,20121996,0,0,52894691,20.69
1213,大飲,2015Q1,twse,421838,422077,843915,132679,37901,170580,514751,21938,136945,-299,,673335,,,,673335,0,0,0,13.08
1215,卜蜂,2015Q1,twse,4480217,4880958,9361175,3350048,793214,4143262,2436282,967,1495471,1187197,,5119917,,,97996,5217913,0,0,0,21.02
1216,統一,2015Q1,twse,145993261,261748917,407742178,149028678,102583362,251612040,54634763,3927935,33249329,3919354,,95731381,,,60398757,156130138,0,0,0,17.52
1217,愛之味,2015Q1,twse,3018102,10622283,13640385,3417274,4037119,7454393,4872053,315295,125649,-63058,0,5249939,,,936053,6185992,0,0,0,10.78
1218,泰山,2015Q1,twse,2689969,5058031,7748000,2584334,1825862,4410196,3533360,23770,-9289,-10984,-203876,3332981,0,,4823,3337804,0,0,13680042,9.81
1219,福壽,2015Q1,twse,3599235,2929631,6528866,1287003,1283972,2570975,3131882,36696,637508,2534,,3808620,,,149271,3957891,0,0,0,12.16
1220,台榮,2015Q1,twse,1914718,1100648,3015366,503817,290356,794173,1770779,537,386398,-53809,0,2103905,,,117288,2221193,,0,0,11.88
1225,福懋油,2015Q1,twse,3084281,3015269,6099550,1689274,1446938,3136212,2187030,121015,336745,11828,,2656618,,,306720,2963338,0,0,0,12.15
1227,佳格,2015Q1,twse,13805691,4622536,18428227,5047869,417190,5465059,7206338,51331,5144558,427671,-21182,12808716,,,154452,12963168,0,0,5252215,17.90
1229,聯華,2015Q1,twse,2725803,22984151,25709954,2560025,1632391,4192416,8545383,707412,9083490,3124504,-2393,21458396,,,59142,21517538,,0,94000,25.11
1231,聯華食,2015Q1,twse,2924556,3404736,6329292,1888872,1734458,3623330,1481131,72435,1087161,49510,,2690237,0,,15725,2705962,0,0,0,18.16
1232,大統益,2015Q1,twse,4233042,590521,4823563,904354,98198,1002552,1599749,23784,2156173,0,,3779706,,,41305,3821011,0,0,0,23.63
