stock_id,name,period,market,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2801,彰銀,2024Q2,twse,47733037,187958040,80599831,307605212,485725114,,,31446885,166676,,,1915205626,,,1143170,20945785,1915226,13928304,965707,5389678,1701933,3102430224,117352789,,2761402,,20277371,45193083,1841162,,2655923951,40815527,,,1064136,3142454,1774547,12081241,6538479,2908766142,112057583,,,70900894,10705605,0,193664082,,,,193664082,,0,0,17.84
2812,台中銀,2024Q2,twse,14927610,43445683,31376841,86715287,108342944,,9161093,24408496,2,,,565939044,181398,129523,121153,18689849,1042071,972761,255378,893950,2984564,909587647,15851932,14191491,1964945,,7683613,13379491,819308,,748778158,16500000,,,8448529,1386833,1072507,109486,1050724,831237017,55187566,,1528256,20705110,929698,0,78350630,,,0,78350630,0,0,0,14.99
2820,華票,2024Q2,twse,289945,,135605528,93314334,2188290,,3411166,1111789,354487,,,,,,59616,146103,10876,,,270526,598740,237361400,18389055,,45618,,191085552,1544152,17178,,,,,,,1373881,10881,40718,449244,212956279,13429600,,15224,11873725,-913428,,,,,,24405121,,0,0,18.17
2834,臺企銀,2024Q2,twse,33174274,118424206,76135080,202814137,253665986,,4642000,13588162,353057,,,1532479922,,,7821,13891187,1276635,,1072179,1703970,13197312,2266425928,141199959,1547685,9796473,,2822816,27470503,959427,,1893676862,53460000,,,2095988,2620899,1310855,933046,2896906,2140791419,91679828,,815900,31358237,1780544,,125634509,,,,125634509,0,0,0,15.28
2836,高雄銀,2024Q2,twse,5033640,13606556,2654792,35820148,57602802,,3462926,1676776,0,,,211163292,,,234182,3022123,372602,,97867,81570,252369,335081645,9421362,0,2472,,10977457,4775502,67071,,279377991,5377000,,,,363103,373359,43187,216073,310994577,18263271,,1436134,4675984,-288321,,,,,,24087068,,0,0,13.58
2838,聯邦銀,2024Q2,twse,10689223,40386203,53602857,63352544,82094413,,55262976,42284265,148032,,,580491711,387245,,1661547,16014534,1844851,4501887,2194472,611541,9070288,964598589,14276053,1325004,389311,,61092610,12194075,407242,,773558029,5000000,855603,375000,12232485,455607,1841541,2227366,3606722,889836648,42531719,,8137301,16879761,4992965,,72541746,,,2220195,74761941,,0,0,18.23
2845,遠東銀,2024Q2,twse,6570820,43783923,42403048,60687963,135882504,,3798579,19170072,,,,482435844,2709394,,8932490,5151711,1029138,,1559446,119230,349554,814583716,2482473,533333,9059029,,713626,8861311,187890,,674412227,14401900,,,42259802,633411,1042013,,443204,755030219,42753997,,302926,16329854,166720,,59553497,,,,59553497,,0,0,14.63
2849,安泰銀,2024Q2,twse,3196288,13026469,20088370,43379946,39815758,,938352,4066851,166067,,,222858518,,,254497,681802,755458,58829,261234,647939,1311007,351507385,3962417,,516812,,364027,3738217,0,,306729700,,,,1693376,257027,746267,63735,81996,318153574,19576094,,402822,14724493,-1349598,0,,,,,33353811,0,0,0,17.04
2897,王道銀行,2024Q2,twse,9878222,27109090,170609695,173035649,25505719,,6488166,3993125,664241,,,240170227,7010830,,1099458,2346828,444529,,1676347,999504,1713618,672745248,34997706,,1032414,,207281562,11646571,342483,,331228946,15450000,,,7861238,1989757,463486,842902,768614,613905679,30330063,,26377,12422291,-1949780,-73183,40755768,,,18083801,58839569,,7939000,0,13.47
5876,上海商銀,2024Q2,twse,47719685,414832075,9336184,418842710,239852440,,12680454,24243735,259821,,,1228136707,2494880,,7880,23891259,2065501,7743559,2239859,4709463,11242886,2450299098,34105998,,6409318,,7929084,49823239,2345619,,2005053092,63517708,,,8491277,3227871,2085305,10651809,4076940,2197717260,48616031,,27548445,104067395,7079762,-83144,187228489,,,65353349,252581838,0,11397439,0,38.60
