stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2021Q4,twse,131442733,64588854,196031587,129634890,20078809,149713699,16184093,,1946797,13862667,4124832,-29834,36088555,,10229333,46317888,,0,4680487,22.36
1718,中纖,2021Q4,twse,604324432,196813823,801138255,704776403,24585824,729362227,16862097,0,1656687,5137520,807582,-1136802,23327084,0,48448944,71776028,,0,344529645,17.39
2207,和泰車,2021Q4,twse,249589847,100022937,349612784,228560880,26585939,255146819,5461792,,2807477,62252639,3248943,,73770851,,20695114,94465965,0,0,0,135.07
2905,三商,2021Q4,twse,193126751,1233919752,1427046503,15524240,1364296471,1379820711,9133620,0,2455481,12995431,-4375416,-488279,19720837,0,27504955,47225792,0,255335,48173000,22.79
