stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1409,新纖,2019Q1,twse,91491496,57799505,149291001,100507399,11046120,111553519,16184093,1574677,9390169,2292827,-29834,29411932,,8325550,37737482,,0,4680487,18.23
1718,中纖,2019Q1,twse,556891376,163903342,720794718,633364898,27940568,661305466,15224105,1694875,6816094,63118,-1227909,22570283,,36918969,59489252,,0,310784583,18.63
2207,和泰車,2019Q1,twse,158094329,76553991,234648320,154012718,18886227,172898945,5461792,292159,46217441,409791,,52381183,,9368192,61749375,0,0,0,95.90
2905,三商,2019Q1,twse,161602317,1051408424,1213010741,16561425,1160236658,1176798083,8266827,2235961,6739352,-2452380,-532672,14257088,0,21955570,36212658,0,0,47752000,18.30
