stock_id,name,period,market,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
1101,台泥,2023Q1,twse,164832022,296816346,461648368,74340055,147227279,221567334,73561817,,66000181,67934698,13484421,-904059,220077058,,,20003976,240081034,,0,24000000,30.02
1102,亞泥,2023Q1,twse,120394175,213448743,333842918,84154018,69631015,153785033,35459276,,6002935,109707175,5289278,,156458664,,,23599221,180057885,,0,0,44.12
1103,嘉泥,2023Q1,twse,10596359,26752953,37349312,3489134,10854020,14343154,7747805,,1239960,10586457,3754508,-1077950,22250780,,,755378,23006158,,0,128805320,34.45
1104,環泥,2023Q1,twse,5755087,22379771,28134858,4538157,1521161,6059318,6536092,,123499,13546646,1253311,,21459548,,,615992,22075540,,0,0,32.83
1108,幸福,2023Q1,twse,5945569,3751738,9697307,3558934,1428162,4987096,4047380,,18,752800,-90057,,4710141,,,70,4710211,,0,0,11.64
1109,信大,2023Q1,twse,6628734,4952151,11580885,1538591,185257,1723848,3411589,,15697,4616861,-118580,,7925567,,,1931470,9857037,0,0,0,23.23
1110,東泥,2023Q1,twse,2519909,9646232,12166141,2403214,973992,3377206,5720008,,188583,2245438,566910,-12185,8708754,,,80181,8788935,,0,2112865,15.28
1201,味全,2023Q1,twse,7198372,11554773,18753145,7243184,4254279,11497463,5060629,,36115,2339938,-189490,,7247192,,,8490,7255682,0,0,0,14.32
1203,味王,2023Q1,twse,4792900,5325835,10118735,1944894,1451492,3396386,2400000,,43493,3114993,111401,-38464,5631423,,,1090926,6722349,0,0,2293865,23.69
1210,大成,2023Q1,twse,27520847,33206962,60727809,27566725,3150826,30717551,8947673,,3385503,8213768,1471489,-219132,21799301,,,8210957,30010258,,0,49059472,25.78
1213,大飲,2023Q1,twse,115284,917123,1032407,222261,463486,685747,566226,,21938,-241335,-169,,346660,,,,346660,0,0,0,6.12
1215,卜蜂,2023Q1,twse,7781563,17556650,25338213,7818835,7958733,15777568,2947901,,6640,5315540,809204,,9079285,,,481360,9560645,0,0,0,30.80
1216,統一,2023Q1,twse,202714615,344828745,547543360,181296695,167295403,348592098,56820154,,2874966,75361785,-4755766,,130301139,,,68650123,198951262,0,0,0,22.93
1217,愛之味,2023Q1,twse,2606232,11445989,14052221,3214631,3260651,6475282,4945134,,269175,1038301,554321,,6806931,,,770008,7576939,0,0,0,13.76
1218,泰山,2023Q1,twse,10212227,4800936,15013163,2179990,230227,2410217,4999990,,1006742,6661662,133185,-203876,12597703,,,5243,12602946,0,0,13680042,25.90
1219,福壽,2023Q1,twse,5115895,4370485,9486380,3202689,1785618,4988307,3220139,,15030,1223336,-4296,-6735,4447474,,,50599,4498073,,0,364000,13.83
1220,台榮,2023Q1,twse,1636513,1352595,2989108,356742,198813,555555,1770779,,22836,429866,0,-10879,2212602,,,220951,2433553,,0,679000,12.54
1225,福懋油,2023Q1,twse,4574336,3939624,8513960,2895812,1701789,4597601,2187030,,123145,1329385,-100151,,3539409,,,376950,3916359,,0,0,16.18
1227,佳格,2023Q1,twse,17081983,8572344,25654327,7021722,430924,7452646,9150897,,156981,8738117,-150842,-21182,17873971,,,327710,18201681,0,0,6669471,19.68
1229,聯華,2023Q1,twse,13488180,58442076,71930256,14501644,3612904,18114548,14801305,,1102630,13259358,8135821,-136868,37162246,,,16653462,53815708,0,0,5966000,25.21
1231,聯華食,2023Q1,twse,4786465,6210810,10997275,2687644,2904636,5592280,2242333,,93840,3038687,11777,,5386637,,,18358,5404995,,0,0,24.02
1232,大統益,2023Q1,twse,6282266,1291175,7573441,1630417,311629,1942046,1599749,,23784,3879651,-3794,,5499390,,,132005,5631395,0,0,0,34.38
1233,天仁,2023Q1,twse,661051,1570712,2231763,535440,296432,831872,905919,,18184,433353,40418,-1974,1395900,,,3991,1399891,,0,43000,15.42
1234,黑松,2023Q1,twse,7718886,14751471,22470357,2230856,2425893,4656749,4018711,,186078,13576754,32065,0,17813608,,,0,17813608,,0,0,44.33
1235,興泰,2023Q1,twse,349423,3388096,3737519,1552213,422414,1974627,1336293,,209521,968101,-53581,-801719,1658615,,,104277,1762892,,0,100765491,50.47
