stock_id,name,period,market,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
2880,華南金,2021Q1,twse,34774343,175824407,112407604,306902702,667304967,,1169510,57751472,433448,,,1824836375,5660537,209453,,36895933,11983869,31743644,1944902,970599,3442380,4422772,3278678917,152542288,22718500,3867104,,63562273,20438799,46217576,3002510,,2621492942,60689586,1776040,,23036388,53161222,1892633,6099865,4772599,3085270325,128547788,17758986,37741785,9357986,,,193406545,2047,193408592,,0,0,15.05
2881,富邦金,2021Q1,twse,270358909,295450751,1549439034,860706410,2899062876,4539498,134568176,271240212,1686166,0,,2328844998,27444806,34806418,,529827623,304305276,63002070,7993449,33113555,24988157,54402118,9695780502,172911226,7765550,50479217,9269129,169877816,67123749,162529008,19218447,,2894055832,266181133,1342788,,4355551147,574798990,22233131,21768206,49593967,8844699336,115002640,137668649,418829504,145208491,-680246,,816029038,35052128,851081166,0,0,22244000,71.09
2882,國泰金,2021Q1,twse,448129821,152315784,1800120582,1571029708,3186546185,146269,50881539,204782871,4309641,,,2219536128,10647884,33444362,,686655474,422266940,98352016,4145216,53569485,60913785,73047890,11080841580,80305732,1076000,130825360,43129,17604400,42609669,84660437,29534698,,2654702795,147300000,819855,,6220022671,719131201,14395259,46046042,26939257,10216016505,147025102,177256371,429471544,100001617,0,0,853754634,11070441,864825075,,0,0,58.07
2883,凱基金,2021Q1,twse,110561010,31792157,548444225,631722572,1132929229,220795,32989548,153681256,701499,,,408733410,863787,16203827,,146380876,30285628,34853794,13942436,19307056,11935103,100569581,3426117789,23238409,91080,102724790,153036,132598134,18284269,120221498,5942981,,479588765,71554882,21586076,,1929483077,163093555,4389446,8158364,50756971,3131865333,149796639,11821316,44692538,8998834,-698576,,214610751,79641705,294252456,,6061524,74874248,14.40
2884,玉山金,2021Q1,twse,48361767,94566393,658376898,309830685,22938724,,3481813,109846139,42761,,,1617493683,,,,5623815,1800585,36070507,3122543,6166035,1920591,8638211,2928281150,76833648,10040830,62345917,,13178554,4923134,30263637,1719228,,2436244054,38670000,1032884,,868979,56970344,3224486,1254487,3185667,2740755849,125866000,25662214,36018856,-156137,,,187390933,134368,187525301,,0,0,14.91
2885,元大金,2021Q1,twse,68534771,58748475,586331286,294083044,451402582,,47438192,270602127,556589,203730,,798484932,1205376,2770303,2529140,94937504,11207131,24157427,12891577,31381987,6020177,73268031,2836754381,16834749,666000,175250067,,196361820,47118252,247745141,8761799,,1239578017,80290894,53795727,,319471569,103251103,6087775,4246179,55570787,2555029879,121374360,37885949,91334283,10357402,,,260951994,20772508,281724502,0,0,0,21.50
2886,兆豐金,2021Q1,twse,122234311,428757180,219724725,565167177,606538548,,2838063,97918395,387269,15813,,1979210709,5477153,5555770,,5477372,1109719,21921473,1874504,963401,5471642,6055590,4076698814,481265529,21889204,21041292,,256524912,31867857,83566251,11638866,,2766417790,13100000,125000,,30297896,12756324,1922505,2803035,11158498,3746374959,135998240,68194233,114538073,11593309,0,0,330323855,0,330323855,0,0,0,24.29
2887,台新新光金,2021Q1,twse,23468718,85958757,131987871,166566539,283224382,,5954635,165591522,7338,,,1281203015,,42596133,,8644518,941645,19165689,2711158,3305234,3236352,12146069,2236709575,56767392,2169550,33202432,,91330867,18131768,44364583,2839352,,1633772869,70100000,11657222,,1885657,73514947,2819254,66988,4556758,2047179639,117135128,35922691,35740639,687163,,,189485621,44315,189529936,,307000,0,16.18
2889,國票金,2021Q1,twse,2310677,6,148538784,116293641,,,107084,35915868,26,,,,,6645469,,9470790,0,7470905,129288,237966,97748,2577992,329796244,,22147127,2137562,,210208088,21738220,19711808,931711,,,,,,1720775,5147448,129752,275856,2709233,286857580,28964817,156037,6905076,2404304,-106346,,38323888,4614776,42938664,0,0,10000000,13.28
2890,永豐金,2021Q1,twse,24585392,151975304,80902724,363301606,152426235,,69478794,95247863,406537,,,1192192529,,615238,,41455417,2446741,13105099,3574990,2228447,2152304,17567671,2213662891,89402568,118350,21774621,,39251226,37073914,54339281,2020628,,1689229975,52508091,14094337,18437,3777832,38438109,2971982,1488799,8370354,2054878504,112710541,2228764,41487240,2357842,,,158784387,0,158784387,,0,0,14.09
