stock_id,name,period,market,現金及約當現金,應收款項,本期所得稅資產,待出售資產,待分配予業主之資產（或處分群組）,投資,再保險合約資產,不動產及設備,使用權資產,無形資產,遞延所得稅資產,其他資產,分離帳戶保險商品資產,資產總計,短期債務,應付款項,本期所得稅負債,與待出售資產直接相關之負債,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,應付債券,特別股負債,其他金融負債,租賃負債,保險負債,具金融商品性質之保險契約準備,外匯價格變動準備,負債準備,遞延所得稅負債,其他負債,分離帳戶保險商品負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
2816,旺旺保,2024Q2,twse,3198680,1324970,7234,,,10985194,5226600,1468553,15961,202532,,602697,,23032421,,1815975,92619,,,,,,,16140,14059553,,,98726,63920,21017,,16167950,2236080,,0,4555858,72533,,,,,,6864471,0,0,0,30.70
2832,台產,2024Q2,twse,3616083,1125897,,,,16074331,3037542,355643,49766,9254,17529,747157,,25033202,,1866959,114136,,,,,,,53996,10676808,,,51420,287045,108711,,13159075,3622004,,98962,7504080,649081,,,,,,11874127,,0,0,32.78
2850,新產,2024Q2,twse,13065972,3024162,0,,,25900933,10790722,1153265,37774,24300,181774,910652,,55089554,,5868113,306296,,111706,0,,,,38241,30498626,,,50613,94213,248729,,37216537,3159633,,64800,13589274,1059310,0,,,,,17873017,0,0,0,56.57
2851,中再保,2024Q2,twse,10482042,324384,13117,,,36666698,7750827,284321,995,7086,89973,2653217,,58272660,,2144610,134346,,474940,,,,,1019,34549095,,,0,436603,127968,,37868581,8003888,,1560000,9975345,864846,,,,,,20404079,0,0,0,25.49
2852,第一保,2024Q2,twse,1543867,815504,,,,14043996,3062392,622498,2657,26843,21912,524686,,20664355,,1152435,88963,,,,,,,2706,10764413,,,28439,97141,93021,,12227118,3011638,,0,4963265,462334,,,,,,8437237,,0,0,28.02
